step,checkpoint,checkpoint_sha256,accuracy_noninferior,validity_delta,mean_displacement,identity_fraction,rmsd_delta,mat_p_delta,mat_r_delta,high_flex_validity_delta,unseen_validity_delta
1000,E:\3dconformergenerationcode\4dadapter\logs_ecir_mvr\medium\run_a_seed42_rescue_v2_20k\checkpoints\step001000.ckpt,e586694e6b16679bf8c36a2a77d7a4715e9793a82902fddcc4a9dc77132e6076,True,-0.015899843727490426,0.0004947279941803231,1.0,0.00016675017029047013,0.00016674859076738356,0.00012678873538970946,-0.01653224024784472,-0.026006310014220047
2000,E:\3dconformergenerationcode\4dadapter\logs_ecir_mvr\medium\run_a_seed42_rescue_v2_20k\checkpoints\step002000.ckpt,3ca8c3f787626c074586137e04cad4bb65ecc1302230ff8aac8a14322f46c4ba,True,-0.0901168184675335,0.0018458797010862894,1.0,0.0006997552253305912,0.000699753351509571,0.0009953618049621583,-0.09091933750279746,-0.21159113685968833
