variant,seed,partition,molecule_id,reference_objective,reference_bond_objective,reference_angle_objective,reference_gradient_rms,reference_projected_movement,reference_projected_objective,source_objective,source_bond_objective,source_angle_objective,source_gradient_rms,source_projected_movement,source_projected_objective,source_minus_reference_objective
B,173,dev_b,COc1ccc(C(=O)N_N=C_c2ccc(OC)c(COc3ccccc3)c2)cc1,-2.7401174522745118,-3.392268603701597,-2.087966300847426,0.8286768807613714,0.0010000000000000057,-2.7773170608743314,-2.5142880314879594,-3.1059829763603664,-1.9225930866155523,1.4615030335026775,0.0009999999999999892,-2.5826161897835282,0.22582942078655233
B,173,dev_b,O=C(CN(C(=O)Cn1nnc(-c2cccs2)n1)c1ccc2c(c1)OCCO2)NC1CCCCC1,-2.585433034916754,-3.317454105403214,-1.8534119644302944,0.6153133361952213,0.0009999999999999983,-2.617059318587776,-2.3418156038967606,-2.9741659709770207,-1.7094652368165009,1.2107809620038366,0.0010000000000000297,-2.408395612205938,0.24361743101999345
B,173,dev_b,O=[N+]([O-])c1ncccc1OCc1ccc(Br)cc1F,-2.846671375158049,-3.3382754924903417,-2.355067257825756,1.4381039852685078,0.0009999999999999829,-2.8816912941637085,-2.0391614372227354,-3.1396815195139474,-0.9386413549315232,3.2960168652790944,0.0009999999999999684,-2.121941147591278,0.8075099379353134
B,173,dev_b,Cc1ccc2cc3cc(C(=O)N4CC(C)CC(C)C4)oc3nc2c1,-2.7853865365567323,-3.2494108467425185,-2.3213622263709457,1.30779636537004,0.0009999999999999855,-2.838767857422555,-2.5047428337296305,-2.8536848919505777,-2.155800775508683,2.0606891132755196,0.0010000000000000024,-2.593356849313862,0.2806437028271018
B,173,dev_b,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,-2.399132785624699,-3.4556113656499483,-1.3426542055994495,0.8224894783723055,0.0009999999999999814,-2.4401027533088095,-1.9452536583514664,-2.9770387678202335,-0.9134685488826995,1.6173958742439858,0.000999999999999995,-2.029847188735064,0.45387912727323254
B,173,dev_b,CC(C)CCN1CCN(Cc2c(F)cccc2Cl)CC1CCO,-2.939959355036364,-3.3984593576153364,-2.4814593524573914,0.6019356748466129,0.0010000000000000226,-2.966485868470529,-2.786433434594243,-3.154458380698838,-2.4184084884896473,1.2055561148336884,0.0010000000000000078,-2.842308742270756,0.15352592044212088
B,173,dev_b,CC(=O)N1N=C(c2ccco2)CC1c1ccco1,-2.7388083875110216,-3.479918867744681,-1.9976979072773622,0.7611382934640376,0.0009999999999999727,-2.757471440427831,-2.4841597908156574,-3.0331634888704966,-1.9351560927608178,2.39894508232958,0.0009999999999999861,-2.550840171296714,0.2546485966953642
B,173,dev_b,CCCS(=O)(=O)N1CCCC(C(=O)NCCCOC(C)C)C1,-2.9344560750111457,-3.3790786915461193,-2.489833458476172,0.39444588620274706,0.0009999999999999953,-2.950970725621322,-2.6921005357071834,-2.959583631538961,-2.424617439875406,1.3925097816097924,0.0010000000000000074,-2.7587881810235606,0.24235553930396225
B,173,dev_b,O=C(_C=C_c1cccc([N+](=O)[O-])c1)Nc1cc(C(=O)O)cc(C(=O)O)c1,-2.882036987459948,-3.3357640893050973,-2.4283098856147984,0.7088810889699408,0.001000000000000007,-2.9045626833393494,-2.7098472376739675,-3.068329734568547,-2.3513647407793883,1.5338487484201544,0.0010000000000000054,-2.7629394280195845,0.17218974978598034
B,173,dev_b,COC(=O)[C@@H](NC(=O)NCc1ccc(F)cc1)C(C)C,-2.940164982961394,-3.291472472196679,-2.588857493726109,0.3875638361927927,0.0009999999999999966,-2.9515795522202515,-2.7170198010023805,-2.9622787725306527,-2.4717608294741082,1.8028004346217876,0.0010000000000000325,-2.7811577708140156,0.22314518195901334
B,173,dev_b,O=C(c1cc([N+](=O)[O-])[nH]n1)N1CCSCC1,-2.6300870845690056,-3.2909027713926977,-1.969271397745314,1.1710246904015258,0.0009999999999999812,-2.6561633653398595,-2.5150097178211066,-2.990496572090155,-2.0395228635520577,2.6547295062684113,0.0010000000000000035,-2.5780868989255374,0.11507736674789903
B,173,dev_b,COC(=O)NC(NC(=S)Nc1cccc(C)c1)C(Cl)(Cl)Cl,-2.691845793630053,-3.1191396204907194,-2.2645519667693863,1.018517213552473,0.000999999999999979,-2.7234719106985104,-2.469226617055953,-2.8045070410500514,-2.1339461930618544,2.149295907706245,0.0010000000000000278,-2.53833879662805,0.22261917657410013
B,173,dev_b,COc1ccccc1CN(C)c1nnnn1-c1ccccc1,-2.841081909267178,-3.2882752472508363,-2.3938885712835196,0.7100696721058953,0.0010000000000000252,-2.864657497503406,-2.7365050077635997,-3.0350020039622456,-2.438008011564954,1.5663678103643202,0.0010000000000000096,-2.791930689378871,0.10457690150357823
B,173,dev_b,C=CCN1CCN(C(=O)c2oc3ccccc3c2C)CC1,-2.7615584936563593,-3.3334042165940128,-2.1897127707187063,1.0490621413192143,0.001000000000000008,-2.7990588112085724,-2.587431710162349,-3.1866551494233195,-1.988208270901378,1.8664650162160394,0.0010000000000000132,-2.657829778679411,0.17412678349401034
B,173,dev_b,CC(=O)N1c2ccc(S(=O)(=O)NCCC(=O)Nc3ccc(OC(F)(F)F)cc3)cc2CC1C,-2.4466463484446197,-3.2352496835003732,-1.6580430133888664,0.8878409498349283,0.0010000000000000302,-2.4894195869759295,-2.2268387219381545,-2.9545179363491463,-1.4991595075271624,1.371020123449932,0.000999999999999999,-2.296586959153731,0.21980762650646524
B,173,dev_b,COCCCN1CC23C=CC(O2)C(C(=O)OC)C3C1=O,-0.9804916908506164,-2.977229913483668,1.0162465317824354,2.0174877228052512,0.0010000000000000206,-1.0529221043601025,-0.6971294816301417,-2.6475690533257943,1.253310090065511,2.6138698312441444,0.0010000000000000282,-0.7928094618889535,0.2833622092204747
B,173,dev_b,Cn1cc(C(=O)O)c(-c2ccncc2)n1,-2.7027126848507566,-3.157305709560577,-2.2481196601409366,1.508900970257731,0.0009999999999999953,-2.7332862704243936,-2.40809399641042,-3.0318620761659183,-1.784325916654922,2.285474877943437,0.0009999999999999996,-2.45727437831392,0.29461868844033656
B,173,dev_b,COc1cc(C2_C(=C(_O)c3ccccc3)C(=O)C(=O)N2c2ccccn2)ccc1O,-2.827619892048455,-3.286227610104322,-2.3690121739925885,0.9587569717410422,0.0009999999999999885,-2.8687915377769144,-2.648464240350456,-3.099145894857641,-2.1977825858432714,1.540984740586156,0.0010000000000000132,-2.7159747312844376,0.17915565169799885
B,173,dev_b,Cc1ccc(S(=O)(=O)CCc2nc3ccccc3[nH]2)cc1,-2.8779342882192025,-3.357430449097578,-2.398438127340827,0.6387762168358477,0.0010000000000000065,-2.8978041802500796,-2.706214761700496,-3.202264300567164,-2.210165222833828,1.350383458793176,0.0010000000000000332,-2.750576677194416,0.17171952651870637
B,173,dev_b,CCOc1ccc(CCNC(=O)c2cccc(NC3=NC4CS(=O)(=O)CC4S3)c2)cc1,-2.727069059318892,-3.245263485085201,-2.208874633552584,0.7456300110878733,0.0010000000000000083,-2.763694497105706,-2.3548607594647057,-2.7295631902713344,-1.9801583286580766,1.6280090155675873,0.0010000000000000048,-2.440230216393487,0.37220829985418646
B,173,dev_b,COc1ccc(CCNC(=O)C2CCCN(Cc3nc(-c4ccccc4C)oc3C)C2)cc1OC,-2.857057033875292,-3.3714724402445535,-2.34264162750603,0.4627957977084463,0.0010000000000000247,-2.884663766553791,-2.4728092135160935,-2.712216571520229,-2.233401855511958,1.307621669488125,0.0009999999999999946,-2.5586095434701717,0.3842478203591986
B,173,dev_b,Cc1ccc(S(=O)(=O)C2(S(=O)(=O)c3ccc(C)cc3)CC2)cc1,14.951836831068412,-3.0879758573291904,32.991649519466016,1.9310205950439554,0.0010000000000000028,14.88021469496615,15.598676435146677,-2.894548350070932,34.091901220364285,2.219965881643207,0.0010000000000000065,15.514160287408286,0.6468396040782647
B,181,dev_a,CCN1CCN(c2cc3c(cc2F)c(=O)c(S(=O)(=O)c2ccccc2)cn3C)CC1,-2.6694277090414005,-3.364610869300885,-1.9742445487819156,0.7818130546337307,0.00099999999999997,-2.7069639277911213,-2.4323380730773403,-2.9977142904864515,-1.866961855668229,1.422300334375515,0.0010000000000000176,-2.503449575370343,0.23708963596406019
B,181,dev_a,O=C1CCC(_C=C_c2ccccc2)=NN1Cc1ccc(Cl)c(Cl)c1,-2.9106009461172526,-3.448940710317066,-2.372261181917439,0.9338664937840466,0.0009999999999999883,-2.9424023957024836,-2.742487846197716,-3.1763483385391624,-2.30862735385627,1.718460618026557,0.0009999999999999814,-2.805611410774717,0.1681130999195366
B,181,dev_a,CCc1nnc(NC(=O)CSc2nnc(Cc3cccn3C)n2CCOC)s1,-2.574410455488786,-3.0573003723878656,-2.0915205385897067,0.4541927736408224,0.000999999999999993,-2.595362684630785,-2.382767431794706,-2.7697460991727287,-1.995788764416683,1.2825007058818085,0.0009999999999999727,-2.4427747847490027,0.19164302369408004
B,181,dev_a,Fc1ccc(CN2CCCCCCC2)c(F)c1,-2.7796066899205183,-3.5546492302444768,-2.0045641495965594,0.6833107642910644,0.000999999999999994,-2.8004134545193002,-2.3312492851076403,-3.0367214888924807,-1.6257770813228,2.4479707948051304,0.0009999999999999731,-2.413195877519446,0.448357404812878
B,181,dev_a,O=C(O)CCc1ccc(-c2ccc(Br)cc2)n1NC(=O)c1ccc([N+](=O)[O-])cc1,-2.863173461880888,-3.3852839049354757,-2.3410630188262997,0.4938593026117828,0.0010000000000000117,-2.880903041722904,-2.685956140542326,-3.0743206773614085,-2.297591603723243,1.5733967948853667,0.0010000000000000046,-2.7506168335737726,0.17721732133856216
B,181,dev_a,Cc1ccc2oc(=O)c3cc(C(=O)NCCN4CCc5ccccc5C4)sc3c2c1,-2.6382033321975835,-3.3407230764114146,-1.9356835879837526,0.9283347756217433,0.0009999999999999736,-2.6805453218904196,-2.2375430506479894,-2.7882770769365073,-1.6868090243594716,1.7869353391036245,0.0010000000000000143,-2.3248849674215917,0.4006602815495941
B,181,dev_a,CC(C)(C)NC(=O)C(c1ccccn1)N(C(=O)c1csnn1)C1CCCC1,-2.6886722698012635,-3.222889077447327,-2.1544554621551995,0.6530357946752928,0.0009999999999999905,-2.7179129689886277,-2.5266307909352204,-2.989074074711678,-2.064187507158763,1.191054791394381,0.0009999999999999916,-2.582846379985191,0.16204147886604314
B,181,dev_a,CCCN(CCC)c1nc(N)nc(-c2cc(Cl)ccc2OC)n1,-2.8267729317003143,-3.1757972463381368,-2.4777486170624923,0.4384770676916579,0.000999999999999998,-2.8432306720126457,-2.5196628946167126,-2.793126165566589,-2.2461996236668367,1.8018638505973292,0.0009999999999999623,-2.594680791287968,0.30711003708360174
B,181,dev_a,CSc1nc2ccc(NC(=O)CSc3nnc(N)s3)cc2s1,-2.617531692139911,-3.021839818470952,-2.21322356580887,0.7841344319897711,0.0010000000000000015,-2.6399555551048417,-2.398129744667755,-2.774973604991552,-2.0212858843439574,2.032427751743484,0.0009999999999999913,-2.4592200842283174,0.21940194747215624
B,181,dev_a,COc1cc(_C=C_C(=O)OCC(=O)N2CCCCCC2)ccc1OCC#N,-2.504234095341703,-3.368942160852781,-1.6395260298306242,0.7734174282617206,0.0009999999999999946,-2.539363094197088,-2.287133382399937,-2.9923974090432526,-1.581869355756621,1.6018029598096486,0.001000000000000009,-2.3628400106273366,0.21710071294176592
B,181,dev_a,Cc1cccc(NC(=S)NC2CC3C=CC2C3)c1,-1.488814309993296,-3.317927867747033,0.3402992477604409,1.2241439192425045,0.0009999999999999684,-1.5269495531558994,-1.3390748103520096,-3.0438587819720953,0.36570916126807607,2.095438634883383,0.001000000000000031,-1.408169479619364,0.1497394996412864
B,181,dev_a,CC(C)Sc1ccc(C(=O)Nc2ccc(F)cc2F)cn1,-2.7779892781230098,-3.2224878301475357,-2.3334907260984834,1.6701589033466833,0.000999999999999992,-2.830498931439654,-2.5807877889277098,-2.8672406100559993,-2.2943349677994203,2.638650568354164,0.000999999999999979,-2.666653901269714,0.1972014891953
B,181,dev_a,CN1CCN(C(=O)c2ccccc2NC(=O)CCN2C(=O)c3ccccc3C2=O)CC1,-2.81961801380449,-3.347909652293726,-2.291326375315254,0.6381642572837584,0.0009999999999999911,-2.8492709082000407,-2.650618675447555,-3.044763015229719,-2.256474335665391,1.3226564242146566,0.001,-2.7174804889186617,0.16899933835693526
B,181,dev_a,Cc1ccn2c(NCc3ccccc3)c(-c3cccs3)nc2c1,-2.5399438087138133,-3.170824370143084,-1.9090632472845426,1.262856040027796,0.0010000000000000282,-2.584287583810169,-2.3798065973029807,-2.983661011415685,-1.775952183190276,1.887626595578544,0.0009999999999999968,-2.44928572911747,0.1601372114108326
B,181,dev_a,C_C(CC(=O)NCc1ccco1)=N\NC(=O)CC#N,-2.671533199509131,-3.278632709348502,-2.0644336896697597,0.9296837914162386,0.0009999999999999926,-2.6986548856427266,-2.6289679158438473,-3.123402960912107,-2.1345328707755877,1.3023626163023814,0.0009999999999999946,-2.667442876465942,0.04256528366528389
B,181,dev_a,Cc1ccccc1NC(=O)CN1C(=O)COc2ccc(S(=O)(=O)N3CCCC3)cc21,-2.694333181848937,-3.447408102394887,-1.9412582613029872,0.5902239558251391,0.0009999999999999911,-2.720664502356104,-2.5589990233763804,-3.231884453332049,-1.8861135934207116,1.229968771830884,0.0010000000000000096,-2.618345262873279,0.1353341584725567
B,181,dev_a,CN1C2C=C3C(C#N)=C(N)C(C#N)(C#N)[C@@H](c4ccc(Cl)cc4)[C@@H]3C1CC2,-2.4698332873805926,-3.260946977604738,-1.6787195971564475,1.102911388512232,0.0010000000000000078,-2.5144108054924104,-1.8415928249866707,-2.7747257906722087,-0.9084598593011325,2.236486723716356,0.0010000000000000085,-1.9366746472043805,0.628240462393922
B,181,dev_a,CCOc1cc(NC(=S)NCCCN2CCOCC2)c(OCC)cc1NC(=O)C1CCCCC1,-2.8187068164920994,-3.3299153415150813,-2.307498291469118,0.40246980623929873,0.0009999999999999937,-2.844257467704185,-2.545038823606941,-2.9733010750377886,-2.1167765721760934,1.0168199959976878,0.0009999999999999857,-2.6147307844181187,0.27366799288515864
B,181,dev_a,O=C(CN1CCN(C(=O)C2CCCO2)CC1)Nc1ccc(Br)cc1,-2.825418645788904,-3.4110561552997165,-2.2397811362780913,0.6905051614812725,0.001000000000000019,-2.852715771798386,-2.437354264027234,-2.9235278533990483,-1.951180674655419,1.8832713093139317,0.0010000000000000102,-2.5178352028885524,0.38806438176167024
B,181,dev_a,COc1ccc(C2[NH2+]C(c3ccc(OC)c(OC)c3OC)C(C)C(=O)C2C)c(OC)c1OC,-2.5525324560878673,-3.2586232411798717,-1.8464416709958626,0.7260637568731574,0.0010000000000000122,-2.5964985907961564,-2.1041749133777348,-2.5844339753705423,-1.6239158513849268,1.5361151802873452,0.0009999999999999953,-2.2014483165247642,0.4483575427101325
B,181,dev_a,CCOC(=O)c1cnc2c(CC)cccc2c1NCCN1CCOCC1,-2.873835664360752,-3.2445540691159036,-2.5031172596056,0.8219917238962361,0.0010000000000000007,-2.91187158138023,-2.5405191881311033,-2.756687638367359,-2.3243507378948483,1.6414329478700818,0.0010000000000000304,-2.622258403340152,0.33331647622964855
B,181,dev_a,COc1ccc(CNC(=O)CN(c2cc(C)cc(C)c2)S(=O)(=O)c2c(C)noc2C)cc1,-2.740456375885639,-3.319597127732127,-2.1613156240391516,0.5793179343807365,0.0010000000000000128,-2.769806334880336,-2.6976383501147625,-3.100818910492277,-2.294457789737248,1.0601964663763102,0.0009999999999999983,-2.7550787523931533,0.04281802577087657
B,181,dev_a,COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1ccccc1,-2.724985723530148,-3.2127401779982847,-2.2372312690620113,1.149924423483627,0.001000000000000008,-2.7698145703254866,-2.3710402429874704,-3.0375050167694666,-1.7045754692054744,1.6984561599276906,0.000999999999999998,-2.4398788252067236,0.3539454805426776
B,181,dev_a,CCOC(=O)c1sc(NC(=O)CCC(=O)O)nc1C,-2.706683451788629,-3.114277809143474,-2.2990890944337843,0.7973409393524513,0.0009999999999999766,-2.7293248771531218,-2.588439664998446,-2.851848585759753,-2.325030744237139,1.84302474773055,0.0009999999999999885,-2.6437992791969274,0.11824378679018333
B,181,dev_a,CC(_C=C1\SC(=S)N(c2ccc(C(=O)O)cc2)C1=O)=C\c1ccccc1,-2.9192846358097215,-3.3774108711628648,-2.4611584004565787,0.7443174114761885,0.0010000000000000135,-2.944469762196092,-2.722055535954606,-3.178203179712736,-2.2659078921964766,1.4846347220438456,0.0009999999999999937,-2.7761935360996395,0.1972290998551154
B,181,dev_a,CC(C(=O)NCC1CCCCC1)N1CCN(S(=O)(=O)_C=C_c2ccccc2)CC1,-2.9615549943826878,-3.4514699678772467,-2.4716400208881284,0.40183685034818595,0.0009999999999999885,-2.981995569762128,-2.5424937253665645,-3.0031401486414286,-2.0818473020917,1.3578819232043484,0.0010000000000000072,-2.6207849069114233,0.4190612690161233
B,181,dev_a,Cc1c(Cc2ccc3c(c2)OCO3)sc(NC(=O)c2cccc3ccccc23)c1C(N)=O,-2.86029384124949,-3.255634971460454,-2.4649527110385256,1.0528050239514999,0.00100000000000005,-2.9082492975682523,-2.51013908530481,-2.6707716371337717,-2.3495065334758487,2.034261116304724,0.000999999999999986,-2.609114719749378,0.35015475594468004
B,181,dev_a,COc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NCc1ccccc1)c1ccc(O)cc1,-2.72286388764787,-3.2193507550667815,-2.226377020228959,0.5972961935115486,0.0010000000000000085,-2.756789812198468,-2.4080890437721676,-2.6230116246377206,-2.193166462906615,1.569056672005945,0.0010000000000000176,-2.500656985701866,0.31477484387570254
B,181,dev_a,O=[N+]([O-])C(Br)(CO)CO,-1.6961138436222942,-1.428527023963611,-1.9637006632809775,9.131833893721138,0.0010000000000000159,-1.827540879094181,-1.718097153463341,-1.8623269723853213,-1.5738673345413607,7.758311682799894,0.0009999999999999755,-1.82901853324072,-0.021983309841046683
B,181,dev_a,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,-2.438679698460051,-3.0799368978377935,-1.7974224990823084,1.614013846540336,0.0009999999999999918,-2.5064182605990806,-2.38283459432667,-2.946435581020404,-1.8192336076329363,1.8536305251191834,0.0009999999999999992,-2.461653835724335,0.055845104133381174
B,181,dev_a,CC(C)CC(NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C)C(=O)N1CC=C(c2ccccc2)CC1,-2.833280734639997,-3.364407414473146,-2.302154054806848,0.476098140947504,0.0009999999999999922,-2.858190372805684,-2.3108670642961204,-2.507587625385529,-2.114146503206712,1.7175551207887283,0.0010000000000000315,-2.412913982490112,0.5224136703438766
B,181,dev_a,O=C(NCCc1ccccc1)C1CCCN(S(=O)(=O)c2cccs2)C1,-2.9692978315697687,-3.44999149725127,-2.488604165888267,0.43404986383984495,0.0009999999999999955,-2.985847977183383,-2.543151056906507,-3.0073038650051753,-2.0789982488078382,1.713487412764763,0.0010000000000000009,-2.6175262053998933,0.4261467746632617
B,181,dev_a,COc1cc(C(=O)OCC(=O)N2CCOCC2)c([N+](=O)[O-])cc1OC,-2.7171371348752293,-3.273066650718571,-2.161207619031887,1.1527126116654174,0.001,-2.760992207450691,-2.3479639279526747,-2.853329228622928,-1.8425986272824215,2.1754342977960994,0.000999999999999986,-2.4354890841968735,0.3691732069225546
B,181,dev_a,CCC1(C)Cc2c(sc3[nH]c(=O)[nH]c(=O)c23)CS1,-2.5418687253130123,-3.1981887813009253,-1.8855486693250996,1.0008387844833366,0.0009999999999999838,-2.5688863226950573,-2.2715686189949644,-2.9880925171226704,-1.5550447208672584,1.908195276819256,0.0010000000000000035,-2.3275804201034394,0.2703001063180479
B,181,dev_a,COc1ccc([N+](=O)[O-])cc1N(CC(=O)N1CCCCC1)S(C)(=O)=O,-2.80234489657526,-3.3524983136707442,-2.2521914794797753,0.8040137563364325,0.0009999999999999783,-2.8341737056486838,-2.623576230536113,-3.080946268951898,-2.1662061921203284,1.5459590700871237,0.000999999999999996,-2.688579545385373,0.17876866603914676
B,181,dev_a,Cc1cc(NC(=O)CN2C(=O)CC(c3ccco3)Sc3ccccc32)no1,-2.7349374104547706,-3.3448995166808118,-2.1249753042287294,0.7932121771830609,0.0010000000000000141,-2.764206192869909,-2.693035411137984,-3.2309631234661707,-2.1551076988097977,1.1649685321323595,0.0009999999999999675,-2.7388585961112337,0.0419019993167864
B,181,dev_a,CC1(C)C2([N+](=O)[O-])CN3CC1([N+](=O)[O-])CN(C2)C3c1ccccc1,-2.816416503677382,-3.345733269332997,-2.287099738021767,1.059368236555335,0.0009999999999999922,-2.858140013540499,-2.3889568262056313,-2.7422212849641285,-2.0356923674471346,2.1147774247948745,0.0010000000000000178,-2.4765790848170264,0.4274596774717505
B,181,dev_a,Cc1ccnc(N=Cc2nc(-c3ccccc3Br)oc2O)c1,-1.9836711556878812,-2.830017262125467,-1.1373250492502955,2.866307040381638,0.0010000000000000187,-2.0746924955733057,-1.974680178376187,-2.3304131801075574,-1.6189471766448165,3.7424674290536766,0.0010000000000000074,-2.095379863696265,0.008990977311694293
B,181,dev_a,C=CCN1CC[NH+](C(c2ccc(Cl)cc2)c2nnnn2CCc2ccc(OC)c(OC)c2)CC1,-2.820909756053937,-3.3088383027896304,-2.3329812093182434,0.5573563490111179,0.0009999999999999892,-2.8528869070676284,-2.5882916163373864,-3.0079758730991526,-2.1686073595756206,1.1444588634313553,0.001000000000000007,-2.6576816096306297,0.23261813971655076
B,181,dev_a,O=C(COc1ccccc1[N+](=O)[O-])Nc1ccc2oc(=O)ccc2c1,-2.714415728026772,-3.2007934926515818,-2.228037963401962,1.9572115147727889,0.0009999999999999892,-2.7795779531721996,-1.9356348300971915,-3.0378769968412613,-0.8333926633531217,2.526185355843447,0.0010000000000000323,-2.022190433069315,0.7787808979295805
B,181,dev_a,Cc1ccnc(N2CCC(C(=O)Nc3nnc(C)s3)CC2)n1,-2.7589681371856503,-3.1666048093761603,-2.3513314649951402,0.7446964821715224,0.0010000000000000063,-2.7836628600299766,-2.4521205882100183,-3.021426916353741,-1.8828142600662954,1.3947891486234165,0.0009999999999999887,-2.5028848557688312,0.30684754897563193
B,181,dev_a,O=C(CN1C(=O)COc2ccc(Cl)cc21)Nc1ccc(N2CCOCC2)cc1,-2.8227912040940666,-3.437360916634733,-2.2082214915533998,0.8060735298845719,0.0010000000000000351,-2.855869802564021,-2.511175194087737,-3.0625562388882073,-1.9597941492872668,1.8502952737931542,0.0009999999999999892,-2.593256335009234,0.31161601000632944
B,181,dev_a,O=C(NNC(=O)c1cc2ccccc2cc1O)Nc1ccc(F)cc1F,-2.771029608650553,-3.174860593596677,-2.367198623704429,1.578130626942615,0.000999999999999999,-2.826002478082416,-2.3954816084215835,-2.5029614574627486,-2.288001759380418,2.822846057534555,0.000999999999999975,-2.4989395383913653,0.3755480002289695
B,181,dev_a,CN(C)C(CNC(=O)c1cnc(Cl)c(Cl)c1)c1ccccc1,-2.8128873020667333,-3.248951202400711,-2.3768234017327563,0.8763434882785376,0.001000000000000018,-2.842356871030428,-2.722059011638002,-3.0053531894221432,-2.4387648338538606,1.620062620298639,0.000999999999999998,-2.7792702716579534,0.09082829042873142
B,181,dev_a,N#CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1,-2.97782530076819,-3.4375610220683983,-2.5180895794679814,0.9937912874881261,0.00099999999999997,-3.005997825763308,-2.8454547464345463,-3.1742188333439425,-2.51669065952515,2.008023062510754,0.0009999999999999955,-2.9060640426070297,0.13237055433364375
B,181,dev_a,CCOC(=O)N1CCN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,-2.911345568232497,-3.426576355764478,-2.3961147807005156,0.5933808435878895,0.00099999999999998,-2.9311928894560655,-2.6855486410499125,-3.069238596135598,-2.301858685964227,2.0152792190787925,0.000999999999999997,-2.760017254077391,0.22579692718258437
B,181,dev_a,O=C(O)_C=C_c1ccc2c(c1)OCCO2,-2.556236942236628,-3.446123354803591,-1.6663505296696648,1.6521226780450158,0.000999999999999998,-2.5916707484240002,-2.310235928736084,-3.0706487194446757,-1.5498231380274925,3.3043590649216874,0.0009999999999999844,-2.386647167936337,0.24600101350054393
B,181,dev_a,COc1ccc(-c2nc([NH2+]CCCN(C)C)c3ccccc3n2)cc1,-2.569062419502927,-2.97359538970479,-2.1645294493010634,1.210533448525658,0.0010000000000000226,-2.624525357626821,-2.357290636336196,-2.832200547218156,-1.8823807254542364,1.6938234755231507,0.0009999999999999727,-2.435764720328297,0.21177178316673073
B,181,dev_b,COc1ccc(NC(=O)C(F)(F)F)cc1OC,-2.6136886848032965,-3.16956853773999,-2.0578088318666037,2.0804586531068505,0.0010000000000000202,-2.664246749324769,-2.056777191348573,-2.951596667122208,-1.1619577155749374,3.2915123536954085,0.0010000000000000028,-2.140113997005105,0.5569114934547237
B,181,dev_b,c1cc2c(cc1-c1csc(N[NH2+]C3=NCCCCC3)n1)OCCO2,-2.173275962236185,-3.094262058280283,-1.2522898661920867,1.6547586207821063,0.000999999999999982,-2.2419886552128503,-1.2117854864246258,-2.333007915011949,-0.09056305783730234,2.7359601543387297,0.0009999999999999979,-1.3294474426325347,0.961490475811559
B,181,dev_b,O=C(N_N=C_c1cccc2ccccc12)c1cc2ccccc2o1,-2.7851337988143605,-3.3999447351331322,-2.1703228624955884,1.2959426548428594,0.0010000000000000289,-2.827778816820525,-2.616735872372514,-3.0092093492118965,-2.224262395533131,2.4608851475867635,0.001000000000000007,-2.7029107899424716,0.16839792644184648
B,181,dev_b,CCCCNc1nc2ccccc2n1CC(=O)Nc1c(C)cccc1CC,-2.858204972465392,-3.2785333416809674,-2.4378766032498165,0.44117639610799364,0.000999999999999994,-2.877617204408355,-2.666702398937028,-2.9773356364578953,-2.3560691614161606,1.2713620258731981,0.0009999999999999747,-2.730577922950964,0.19150257352836375
B,181,dev_b,CCOC(=O)CSc1nc2cc(C(=O)N3CCC(C(N)=O)CC3)ccc2c(=O)n1C1CCCCC1,-2.877382440912524,-3.38903311882641,-2.3657317629986387,0.40467080238045355,0.0010000000000000028,-2.8999699238070717,-2.4822379394345524,-2.983703134831014,-1.980772744038091,1.148643193606684,0.000999999999999978,-2.5533693941372677,0.39514450147797175
B,181,dev_b,CCOC(=O)C1CCCN(C(=O)c2cc(Nc3ccc(OC)cc3)nc3ccccc23)C1,-2.7405260183541627,-3.268714511846499,-2.2123375248618267,0.9554258841339177,0.001000000000000005,-2.7907399142178604,-2.4840187369689852,-2.765038185521891,-2.20299928841608,1.6352538566140844,0.0010000000000000033,-2.5743505666829423,0.2565072813851774
B,181,dev_b,Cc1ccc(N(C)C(=O)CCNC(=O)Cn2cnc3ccccc3c2=O)cc1C,-2.8480599416047063,-3.2397397514860935,-2.4563801317233196,0.6201995973002956,0.0010000000000000044,-2.8755551710230716,-2.425449396672472,-2.701348026481609,-2.1495507668633356,1.7545316851276689,0.0010000000000000076,-2.512180428851532,0.42261054493223416
B,181,dev_b,COc1ccccc1NC(=O)_C(C#N)=C_c1cc([N+](=O)[O-])ccc1N1CCCC1,-2.608987697537231,-3.307234376226851,-1.9107410188476113,0.868178721768776,0.001000000000000011,-2.6458020716734496,-1.9328032623876334,-2.659394981135345,-1.2062115436399221,1.8805646490663364,0.0009999999999999736,-2.01896267646453,0.6761844351495976
B,181,dev_b,Cc1nn(C)cc1CN(C)C(=O)c1cc(COc2ccc(F)cc2F)on1,-2.5191032002024585,-3.243343549332637,-1.7948628510722797,0.9807407254643347,0.000999999999999997,-2.5579568150890024,-2.6469444643837177,-3.0195180928360585,-2.2743708359313763,1.3730677217923424,0.0010000000000000078,-2.7030534519393212,-0.12784126418125918
