split,molecule_id,sample_id,source_type,flexibility_group,rotatable_bond_count,input_to_target_aligned_RMSD,aligned_rms_displacement,mean_atom_displacement,max_atom_displacement,torsion_circular_change,max_rotatable_torsion_change,bond_validity_gain,angle_validity_gain,ring_validity_gain,clash_validity_gain,total_validity_gain,energy_drop,optimization_iterations,optimizer_status_code,convergence_status,acceptance_status,acceptance_reason,stop_reason,target_source,force_field_method,force_field_supported,small_gain_large_displacement
train,c1cc(Nc2ncnc3sccc23)cc(-c2nnc3n2CCCCC3)c1,train::c1cc(Nc2ncnc3sccc23)cc(-c2nnc3n2CCCCC3)c1__gen0001,upstream_etflow_formal,medium,3,0.13422265648841858,0.13422265648841858,0.11741671711206436,0.2612915337085724,0.14425116777420044,0.17997145652770996,0.013842280022799969,0.020849164575338364,0.01776554435491562,0.0,0.05245698895305395,12.08050869945284,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1cc(Nc2ncnc3sccc23)cc(-c2nnc3n2CCCCC3)c1,train::c1cc(Nc2ncnc3sccc23)cc(-c2nnc3n2CCCCC3)c1__gen0000,upstream_etflow_formal,medium,3,0.15906602144241333,0.15906602144241333,0.14429336786270142,0.2716905474662781,0.11825504153966904,0.16546298563480377,0.013646001927554607,0.02064570039510727,0.01580270193517208,0.0,0.05009440425783396,13.407120241211985,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1,train::c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1__gen0001,upstream_etflow_formal,high,7,0.13184614479541779,0.13184614479541779,0.11739703267812729,0.28495246171951294,0.054394423961639404,0.0961650088429451,0.009528156369924545,0.021822217851877213,0.009177048690617085,0.0,0.04052742291241884,11.158248946720665,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1,train::c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1__gen0002,upstream_etflow_formal,high,7,0.14470431208610535,0.14470431208610535,0.1299314945936203,0.28315040469169617,0.09239142388105392,0.2319132685661316,0.011745191179215908,0.020647171884775162,0.015231172554194927,0.0,0.047623535618186,11.368371905692644,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4ncn[nH]4)cc23)c1,train::c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4ncn[nH]4)cc23)c1__gen0001,upstream_etflow_formal,high,6,0.1810777336359024,0.1810777336359024,0.17080523073673248,0.278682142496109,0.050790149718523026,0.08220422267913818,0.011647495441138744,0.021975506097078323,0.014723896980285645,0.0,0.04834689851850271,12.668027108226468,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4ncn[nH]4)cc23)c1,train::c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4ncn[nH]4)cc23)c1__gen0002,upstream_etflow_formal,high,6,0.13787680864334106,0.13787680864334106,0.12401081621646881,0.2747410833835602,0.07876641303300858,0.1230008602142334,0.011849196627736092,0.020432883873581886,0.013101679272949696,0.0,0.045383759774267673,12.06574545181779,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,C1CCC2(CC1)CCNCC2,train::C1CCC2(CC1)CCNCC2__gen0000,upstream_etflow_formal,low,0,0.057203005999326706,0.057203005999326706,0.049639664590358734,0.1484406292438507,0.0,0.0,0.009185767732560635,0.015764063224196434,0.010063271038234234,0.0,0.0350131019949913,3.169300932501777,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,C1CCC2(CC1)CCNCC2,train::C1CCC2(CC1)CCNCC2__gen0001,upstream_etflow_formal,low,0,0.1831473708152771,0.1831473708152771,0.17056111991405487,0.28431808948516846,0.0,0.0,0.01004644762724638,0.017861468717455864,0.010913779027760029,0.0,0.03882169537246227,5.544801616405977,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2[nH]c(CN3CCOCC3)nc2c1,train::c1ccc2[nH]c(CN3CCOCC3)nc2c1__gen0001,upstream_etflow_formal,low,2,0.10838551819324493,0.10838551819324493,0.09740529954433441,0.20415803790092468,0.020420730113983154,0.025272728875279427,0.011643286794424057,0.020166294649243355,0.016737960278987885,0.0,0.048547541722655296,5.943516646288842,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2[nH]c(CN3CCOCC3)nc2c1,train::c1ccc2[nH]c(CN3CCOCC3)nc2c1__gen0002,upstream_etflow_formal,low,2,0.11959971487522125,0.11959971487522125,0.11110979318618774,0.25544026494026184,0.085397869348526,0.15362942218780518,0.011930982582271099,0.021303527057170868,0.014181770384311676,0.0,0.04741628002375364,5.410661929347015,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2[nH]c(CSc3nc4ccccc4o3)nc2c1,train::c1ccc2[nH]c(CSc3nc4ccccc4o3)nc2c1__gen0002,upstream_etflow_formal,medium,3,0.14720027148723602,0.14720027148723602,0.1337597519159317,0.26581937074661255,0.07127387076616287,0.10075663775205612,0.013910693116486073,0.022313598543405533,0.015847910195589066,0.0,0.05207220185548067,9.20114611401653,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2[nH]c(CSc3nc4ccccc4o3)nc2c1,train::c1ccc2[nH]c(CSc3nc4ccccc4o3)nc2c1__gen0000,upstream_etflow_formal,medium,3,0.15525983273983002,0.15525983273983002,0.13126584887504578,0.3455740213394165,0.2490599900484085,0.34236693382263184,0.013795067556202412,0.024586547166109085,0.016360515728592873,0.0,0.05474213045090437,10.771786508883338,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2[nH]c(CSc3nc4ccccc4s3)nc2c1,train::c1ccc2[nH]c(CSc3nc4ccccc4s3)nc2c1__gen0002,upstream_etflow_formal,medium,3,0.15278875827789307,0.15278875827789307,0.13361702859401703,0.2948895990848541,0.10803869366645813,0.13471835851669312,0.01575888879597187,0.01833183504641056,0.020288962870836258,0.0,0.05437968671321869,10.380598739246075,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2[nH]c(CSc3nc4ccccc4s3)nc2c1,train::c1ccc2[nH]c(CSc3nc4ccccc4s3)nc2c1__gen0000,upstream_etflow_formal,medium,3,0.14209218323230743,0.14209218323230743,0.13030271232128143,0.29610055685043335,0.15002065896987915,0.21672917902469635,0.01558311190456152,0.01956486701965332,0.017939943820238113,0.0,0.05308792274445295,7.25270102580847,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2[nH]c(SN3CCOCC3)nc2c1,train::c1ccc2[nH]c(SN3CCOCC3)nc2c1__gen0002,upstream_etflow_formal,low,2,0.14895127713680267,0.14895127713680267,0.13910529017448425,0.25536128878593445,0.032891035079956055,0.0559079684317112,0.01459450088441372,0.02374863252043724,0.017292283475399017,0.0,0.05563541688024998,7.5142602975775645,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2[nH]c(SN3CCOCC3)nc2c1,train::c1ccc2[nH]c(SN3CCOCC3)nc2c1__gen0001,upstream_etflow_formal,low,2,0.1628953069448471,0.1628953069448471,0.14562200009822845,0.33139437437057495,0.12159687280654907,0.17555248737335205,0.01520236860960722,0.024977097287774086,0.0183895081281662,0.0,0.058568974025547504,10.673512020244061,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c3c(c(C[NH+]4CCCCC4)cc2c1)COC3,train::c1ccc2c3c(c(C[NH+]4CCCCC4)cc2c1)COC3__gen0002,upstream_etflow_formal,low,2,0.08709243685007095,0.08709243685007095,0.07993385195732117,0.16462962329387665,0.03592658042907715,0.03725242614746094,0.011039630509912968,0.01797974295914173,0.015390612185001373,0.0,0.04440998565405607,7.852698856731799,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c3c(c(C[NH+]4CCCCC4)cc2c1)COC3,train::c1ccc2c3c(c(C[NH+]4CCCCC4)cc2c1)COC3__gen0001,upstream_etflow_formal,low,2,0.12805189192295074,0.12805189192295074,0.11510929465293884,0.2842482924461365,0.06901942938566208,0.12447874248027802,0.01274615153670311,0.019527902826666832,0.01504045445472002,0.0,0.04731450881808996,8.220011896911892,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c3c([nH]c2c1)C(C1CCCCC1)N(Cc1ncc[nH]1)CC3,train::c1ccc2c3c([nH]c2c1)C(C1CCCCC1)N(Cc1ncc[nH]1)CC3__gen0000,upstream_etflow_formal,medium,3,0.12641970813274384,0.12641970813274384,0.10428494960069656,0.3365843594074249,0.08141691237688065,0.13630546629428864,0.011644073761999607,0.018699651584029198,0.011486154049634933,0.0,0.04182987939566374,11.610317020844178,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c3c([nH]c2c1)C(C1CCCCC1)N(Cc1ncc[nH]1)CC3,train::c1ccc2c3c([nH]c2c1)C(C1CCCCC1)N(Cc1ncc[nH]1)CC3__gen0001,upstream_etflow_formal,medium,3,0.18041390180587769,0.18041390180587769,0.16779713332653046,0.3106042742729187,0.0954025611281395,0.17120325565338135,0.010659223422408104,0.015651408582925797,0.014236101880669594,0.0,0.040546733886003494,12.457219342527004,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c3nnc4n(c-3nc2c1)CCCS4,train::c1ccc2c3nnc4n(c-3nc2c1)CCCS4__gen0002,upstream_etflow_formal,low,0,0.08850808441638947,0.08850808441638947,0.08028393983840942,0.16419191658496857,0.0,0.0,0.021555623039603233,0.026310022920370102,0.028371889144182205,0.0,0.07623753510415554,17.000862727793304,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c3nnc4n(c-3nc2c1)CCCS4,train::c1ccc2c3nnc4n(c-3nc2c1)CCCS4__gen0001,upstream_etflow_formal,low,0,0.11025551706552505,0.11025551706552505,0.10093673318624496,0.21861876547336578,0.0,0.0,0.02049177512526512,0.02786988765001297,0.027499329298734665,0.0,0.07586099207401276,15.340644858688712,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(-c3nn4nnnc4c4ccccc34)cccc2c1,train::c1ccc2c(-c3nn4nnnc4c4ccccc34)cccc2c1__gen0000,upstream_etflow_formal,low,1,0.17312435805797577,0.17312435805797577,0.15805715322494507,0.2659459412097931,0.17980176210403442,0.17980176210403442,0.019071117043495178,0.022985242307186127,0.02086576633155346,0.0,0.06292212568223476,13.645603401375539,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(-c3nn4nnnc4c4ccccc34)cccc2c1,train::c1ccc2c(-c3nn4nnnc4c4ccccc34)cccc2c1__gen0001,upstream_etflow_formal,low,1,0.13308371603488922,0.13308371603488922,0.11927669495344162,0.22642774879932404,0.16588962078094482,0.16588962078094482,0.01901412568986416,0.022819973528385162,0.022003857418894768,0.0,0.06383795663714409,13.492258681322326,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(-c3nnc4n3CCCCC4)cc(-c3ccncc3)nc2c1,train::c1ccc2c(-c3nnc4n3CCCCC4)cc(-c3ccncc3)nc2c1__gen0002,upstream_etflow_formal,low,2,0.1223374679684639,0.1223374679684639,0.10889866948127747,0.2658330500125885,0.13984443247318268,0.19549965858459473,0.012009783647954464,0.017649445682764053,0.016237232834100723,0.0,0.04589646216481924,8.98470367417454,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(-c3nnc4n3CCCCC4)cc(-c3ccncc3)nc2c1,train::c1ccc2c(-c3nnc4n3CCCCC4)cc(-c3ccncc3)nc2c1__gen0001,upstream_etflow_formal,low,2,0.12200888991355896,0.12200888991355896,0.10521247982978821,0.2590872049331665,0.11117780208587646,0.19107937812805176,0.011968199163675308,0.019838564097881317,0.015547743998467922,0.0,0.04735450726002455,9.258440088432849,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)c1c3n2CC[NH2+]C3CCC1,train::c1ccc2c(c1)c1c3n2CC[NH2+]C3CCC1__gen0002,upstream_etflow_formal,low,0,0.08348953723907471,0.08348953723907471,0.06691635400056839,0.20546314120292664,0.0,0.0,0.012661450542509556,0.022561585530638695,0.016357967630028725,0.0,0.051581003703176975,7.696260764392569,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)c1c3n2CC[NH2+]C3CCC1,train::c1ccc2c(c1)c1c3n2CC[NH2+]C3CCC1__gen0001,upstream_etflow_formal,low,0,0.13578633964061737,0.13578633964061737,0.11085803806781769,0.29761743545532227,0.0,0.0,0.013356195762753487,0.020202137529850006,0.01815333403646946,0.0,0.05171166732907295,9.004385431789764,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)c1ccccc1n1c(-c3ccc4c(c3)OCO4)nnc21,train::c1ccc2c(c1)c1ccccc1n1c(-c3ccc4c(c3)OCO4)nnc21__gen0001,upstream_etflow_formal,low,1,0.11773663014173508,0.11773663014173508,0.10301186144351959,0.2620028853416443,0.08338499069213867,0.08338499069213867,0.016061389818787575,0.02008318156003952,0.018088705837726593,0.0,0.05423327721655369,12.594325980806659,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)c1ccccc1n1c(-c3ccc4c(c3)OCO4)nnc21,train::c1ccc2c(c1)c1ccccc1n1c(-c3ccc4c(c3)OCO4)nnc21__gen0002,upstream_etflow_formal,low,1,0.13262921571731567,0.13262921571731567,0.1133539006114006,0.2634618580341339,0.11942505836486816,0.11942505836486816,0.015405782498419285,0.022522959858179092,0.018404852598905563,0.0,0.05633359495550394,13.252665817418432,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CC1C[NH2+]Cc3cccc(c31)S2,train::c1ccc2c(c1)CC1C[NH2+]Cc3cccc(c31)S2__gen0000,upstream_etflow_formal,low,0,0.14217719435691833,0.14217719435691833,0.13111844658851624,0.26358169317245483,0.0,0.0,0.013121143914759159,0.023682428523898125,0.016521146520972252,0.0,0.053324718959629536,10.158265863579352,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CC1C[NH2+]Cc3cccc(c31)S2,train::c1ccc2c(c1)CC1C[NH2+]Cc3cccc(c31)S2__gen0001,upstream_etflow_formal,low,0,0.15745598077774048,0.15745598077774048,0.13796374201774597,0.38848936557769775,0.0,0.0,0.017332827672362328,0.025883689522743225,0.021405328065156937,0.0,0.06462184526026249,12.950440870253729,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)Cc1cc3ccccc3nc1-2,train::c1ccc2c(c1)Cc1cc3ccccc3nc1-2__gen0002,upstream_etflow_formal,low,0,0.022226285189390182,0.022226285189390182,0.019943803548812866,0.04571569710969925,0.0,0.0,0.011936429888010025,0.016932588070631027,0.011284684762358665,0.0,0.04015370272099972,3.4640780415667933,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)Cc1cc3ccccc3nc1-2,train::c1ccc2c(c1)Cc1cc3ccccc3nc1-2__gen0001,upstream_etflow_formal,low,0,0.02288428694009781,0.02288428694009781,0.021323444321751595,0.03961510583758354,0.0,0.0,0.012910611927509308,0.017302291467785835,0.01571509800851345,0.0,0.045928001403808594,4.012029365043844,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)ccc1ncccc12,train::c1ccc2c(c1)ccc1ncccc12__gen0000,upstream_etflow_formal,low,0,0.03726618364453316,0.03726618364453316,0.0341859869658947,0.06750816851854324,0.0,0.0,0.0156698040664196,0.017224770039319992,0.019693955779075623,0.0,0.052588529884815216,4.908374647905482,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)ccc1ncccc12,train::c1ccc2c(c1)ccc1ncccc12__gen0002,upstream_etflow_formal,low,0,0.03562195226550102,0.03562195226550102,0.03239645063877106,0.057754650712013245,0.0,0.0,0.015363526530563831,0.015938639640808105,0.019261471927165985,0.0,0.05056363809853792,4.277127487257644,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCCN2c1nc2ccccc2n2cnnc12,train::c1ccc2c(c1)CCCN2c1nc2ccccc2n2cnnc12__gen0000,upstream_etflow_formal,low,1,0.15154807269573212,0.15154807269573212,0.13474434614181519,0.3942900598049164,0.09941968321800232,0.09941968321800232,0.016617855057120323,0.02309754490852356,0.020139336585998535,0.0,0.05985473655164242,18.990267549267237,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCCN2c1nc2ccccc2n2cnnc12,train::c1ccc2c(c1)CCCN2c1nc2ccccc2n2cnnc12__gen0002,upstream_etflow_formal,low,1,0.17212016880512238,0.17212016880512238,0.16112227737903595,0.30051425099372864,0.2239292711019516,0.2239292711019516,0.017234694212675095,0.02340240404009819,0.019559543579816818,0.0,0.0601966418325901,19.142917136109496,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCN(C1=Nc3cccc4cccc1c34)C2,train::c1ccc2c(c1)CCN(C1=Nc3cccc4cccc1c34)C2__gen0000,upstream_etflow_formal,low,1,0.15395532548427582,0.15395532548427582,0.1445447951555252,0.27171167731285095,0.11147469282150269,0.11147469282150269,0.01361431647092104,0.01713741384446621,0.01463270653039217,0.0,0.04538443684577942,9.570882261104003,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCN(C1=Nc3cccc4cccc1c34)C2,train::c1ccc2c(c1)CCN(C1=Nc3cccc4cccc1c34)C2__gen0001,upstream_etflow_formal,low,1,0.11538348346948624,0.11538348346948624,0.106839619576931,0.20905356109142303,0.016819551587104797,0.016819551587104797,0.0159608181566,0.01939946413040161,0.019070658832788467,0.0,0.05443094111979008,11.164839444936916,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCN(c1nc3cc4c(cc3s1)OCCO4)C2,train::c1ccc2c(c1)CCN(c1nc3cc4c(cc3s1)OCCO4)C2__gen0001,upstream_etflow_formal,low,1,0.07538489997386932,0.07538489997386932,0.07115224003791809,0.1441355049610138,0.026196002960205078,0.026196002960205078,0.012918788008391857,0.01985182799398899,0.015058031305670738,0.0,0.047828647308051586,8.353586505959079,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCN(c1nc3cc4c(cc3s1)OCCO4)C2,train::c1ccc2c(c1)CCN(c1nc3cc4c(cc3s1)OCCO4)C2__gen0000,upstream_etflow_formal,low,1,0.09481273591518402,0.09481273591518402,0.08698450773954391,0.20938482880592346,0.06710226833820343,0.06710226833820343,0.012510072439908981,0.020968757569789886,0.016440391540527344,0.0,0.04991922155022621,8.776302811686982,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCN(c1nc(CN3CCOCC3)nc3sc4c(c13)CCCC4)C2,train::c1ccc2c(c1)CCN(c1nc(CN3CCOCC3)nc3sc4c(c13)CCCC4)C2__gen0000,upstream_etflow_formal,medium,3,0.17977088689804077,0.17977088689804077,0.16871343553066254,0.2652609944343567,0.07441680133342743,0.1547854095697403,0.014454525895416737,0.02007003128528595,0.018802441656589508,0.0,0.053326998837292194,17.905437247779076,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCN(c1nc(CN3CCOCC3)nc3sc4c(c13)CCCC4)C2,train::c1ccc2c(c1)CCN(c1nc(CN3CCOCC3)nc3sc4c(c13)CCCC4)C2__gen0002,upstream_etflow_formal,medium,3,0.18690568208694458,0.18690568208694458,0.17634528875350952,0.28977787494659424,0.1578345000743866,0.20929326117038727,0.015108577907085419,0.02094944193959236,0.01914512738585472,0.0,0.0552031472325325,18.31485422630051,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCN(c1ncnc3c1[nH]c1ccccc13)C2,train::c1ccc2c(c1)CCN(c1ncnc3c1[nH]c1ccccc13)C2__gen0000,upstream_etflow_formal,low,1,0.12832334637641907,0.12832334637641907,0.10823329538106918,0.29183170199394226,0.17477606236934662,0.17477606236934662,0.011279157362878323,0.02111048437654972,0.01348953042179346,0.0,0.045879172161221504,9.160423776105468,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCN(c1ncnc3c1[nH]c1ccccc13)C2,train::c1ccc2c(c1)CCN(c1ncnc3c1[nH]c1ccccc13)C2__gen0002,upstream_etflow_formal,low,1,0.11328164488077164,0.11328164488077164,0.09749909490346909,0.2519662082195282,0.1399933397769928,0.1399933397769928,0.011427100747823715,0.019541235640645027,0.014333972707390785,0.0,0.04530230909585953,8.270852728384082,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCN(Cc1nnnn1Cc1ccc3c(c1)OCO3)C2,train::c1ccc2c(c1)CCN(Cc1nnnn1Cc1ccc3c(c1)OCO3)C2__gen0002,upstream_etflow_formal,medium,4,0.13919737935066223,0.13919737935066223,0.12678559124469757,0.2665250599384308,0.05866733193397522,0.11469792574644089,0.011805864982306957,0.02272793836891651,0.016004690900444984,0.0,0.05053849425166845,13.628491286812107,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)CCN(Cc1nnnn1Cc1ccc3c(c1)OCO3)C2,train::c1ccc2c(c1)CCN(Cc1nnnn1Cc1ccc3c(c1)OCO3)C2__gen0000,upstream_etflow_formal,medium,4,0.19162027537822723,0.19162027537822723,0.17537617683410645,0.299121230840683,0.06168311834335327,0.127777099609375,0.015226315706968307,0.02461284212768078,0.01918308064341545,0.0,0.05902223847806454,20.8477516854321,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)Cn1nnnc1-2,train::c1ccc2c(c1)Cn1nnnc1-2__gen0001,upstream_etflow_formal,low,0,0.03208637982606888,0.03208637982606888,0.027734724804759026,0.055499397218227386,0.0,0.0,0.01646471582353115,0.023346705362200737,0.0190010666847229,0.0,0.05881248787045479,6.519765758251616,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)Cn1nnnc1-2,train::c1ccc2c(c1)Cn1nnnc1-2__gen0002,upstream_etflow_formal,low,0,0.03460131213068962,0.03460131213068962,0.030295738950371742,0.07219750434160233,0.0,0.0,0.015955477952957153,0.018382342532277107,0.020305123180150986,0.0,0.054642943665385246,4.880249808968202,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)cnc1ccccc12,train::c1ccc2c(c1)cnc1ccccc12__gen0002,upstream_etflow_formal,low,0,0.03975122049450874,0.03975122049450874,0.03627597168087959,0.06977342069149017,0.0,0.0,0.01930730789899826,0.019189927726984024,0.021899543702602386,0.0,0.06039677932858467,5.831049117542122,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)cnc1ccccc12,train::c1ccc2c(c1)cnc1ccccc12__gen0000,upstream_etflow_formal,low,0,0.031996116042137146,0.031996116042137146,0.03008262813091278,0.04825334623456001,0.0,0.0,0.01795114018023014,0.019509460777044296,0.02091829478740692,0.0,0.05837889574468136,5.318779735450676,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
train,c1ccc2c(c1)COC(CNC1CCCCC1)OC2,train::c1ccc2c(c1)COC(CNC1CCCCC1)OC2__gen0001,upstream_etflow_formal,medium,3,0.1497519165277481,0.1497519165277481,0.13520102202892303,0.3029159605503082,0.18886370956897736,0.23580600321292877,0.008776050060987473,0.021999210119247437,0.008563186973333359,0.0,0.03933844715356827,7.338598981817235,50,1,accepted_but_not_converged,True,finite_within_drift_and_nonincreasing_energy,iteration_limit,restrained_relaxation,MMFF94s,True,False
