step,checkpoint,scheduled_validation_checkpoint,training_completed,accuracy_noninferior,gate2_pass,stop_reason,checkpoint_sha256
2000,E:\3dconformergenerationcode\4dadapter\logs_ecir_mvr\medium\run_a_seed42_rescue_v2_20k\checkpoints\best_noninferior_validity.ckpt,False,False,True,False,velocity_graph_rms_hard_limit,3ca8c3f787626c074586137e04cad4bb65ecc1302230ff8aac8a14322f46c4ba
