seed,partition,kappa,uniform_nll,single_nll,k3_nll,source_gt_reference,source_active,occupancy_min,duplication
211,dev_a,7.223849,1.8378770664093453,7.053505911849791,1.482601520753622,0.5020080321285141,0.06232741617357002,0.30485793948173523,0.06272189319133759
211,dev_b,7.223849,1.8378770664093453,7.077165303356127,1.457146999594862,0.5100401606425703,0.05749163221106517,0.30577754974365234,0.060248080641031265
223,dev_a,7.242909,1.8378770664093453,7.2116403602577765,1.4665993466071368,0.5341365461847389,0.06607495069033531,0.3090784549713135,0.0615384615957737
223,dev_b,7.242909,1.8378770664093453,7.190348101204019,1.454184023214414,0.5060240963855421,0.05631029730261863,0.3066644072532654,0.0696987584233284
239,dev_a,7.137179,1.8378770664093453,7.061235275980492,1.4797944542997603,0.5301204819277109,0.0670611439842209,0.32159385085105896,0.09112425893545151
239,dev_b,7.137179,1.8378770664093453,7.040835271279467,1.4607982491279008,0.5140562248995983,0.05532585154557984,0.3144746422767639,0.10750147700309753
