split,flow_loss_first,flow_loss_last,flow_loss_min,validity_mode_loss_first,validity_mode_loss_last,validity_mode_loss_min,identity_loss_first,identity_loss_last,identity_loss_min,anchor_loss_first,anchor_loss_last,anchor_loss_min,sparse_loss_first,sparse_loss_last,sparse_loss_min,torsion_anchor_loss_first,torsion_anchor_loss_last,torsion_anchor_loss_min,error_loss_first,error_loss_last,error_loss_min,uncertainty_loss_first,uncertainty_loss_last,uncertainty_loss_min,trust_loss_first,trust_loss_last,trust_loss_min,total_loss_first,total_loss_last,total_loss_min
train,0.0029934195335954,0.0132017727324637,0.0029934195335954,0.0719301253557205,0.0882626169313152,0.0254761009807407,0.0,1.6676592720976657e-07,0.0,0.0,0.0001437781108961,0.0,0.0,6.357529092289482e-05,0.0,0.0,5.899951140689197e-05,0.0,0.7062973976135254,0.3918500906229019,0.3809920090436935,0.2806487679481506,0.0091949613561155,0.0091949613561155,0.0,3.733643638703654e-05,0.0,0.2115827351808548,0.1337201510369777,0.1106570939719677
