formulation,seed,mean,std,median,p90,p95,p99,p99_5,p99_9,max
restricted,307,0.005525257775222693,0.0008915951441026648,0.005436190403997891,0.006625592429190887,0.007065109629183992,0.008339371604578937,0.008941479677304662,0.009813502214420084,0.009999999776482546
restricted,331,0.005538826137941897,0.0008998846835879441,0.00545622874051332,0.006679968629032407,0.007080134330317381,0.008357404116541133,0.00887757134591097,0.009751108743216448,0.009999998845159985
restricted,353,0.005585559145039124,0.0009049782554926731,0.005506231915205727,0.006719636544585224,0.007153183384798477,0.008354048765187043,0.009075155951143072,0.009832561046625828,0.009999999776482596
unrestricted,307,0.006060002949321642,0.0013347538975528748,0.005921839037910113,0.007142989197745937,0.007654774072580039,0.009244887186214336,0.010938043263740834,0.02292762717604641,0.03854654356837275
unrestricted,331,0.006177730882493779,0.0013626255545560444,0.006040411069989204,0.007328985864296552,0.007844909653067575,0.009585853433236473,0.011235824353061615,0.021406754581258555,0.03839307650923732
unrestricted,353,0.006255360764404759,0.0013216315485219871,0.0061151015106588515,0.007448709104210138,0.007994951866567132,0.009891094546765108,0.011390556218102591,0.020512278385460582,0.038666967302560806
