step,L_prior,L_post,L_move,L_total,tau_mean,tau_median,tau_p10,tau_p25,tau_p75,tau_p90,tau_p95,tau_lt001,tau_le003,tau_003_005,tau_gt005,tau_ge009,graph_rms_proposal_mean,atom_cap_activation_rate,training_safety_rollback_rate,gradient_norm,backbone_lr,head_lr,step_time_seconds
250,-2.8385062217712402,0.6072148797681707,0.1867476999759674,-2.1551105635592562,0.00425700843334198,0.004097755067050457,0.0034715790534392,0.003727043396793306,0.004561996087431908,0.005272376770153642,0.005696014314889908,0.0,0.0,0.859375,0.140625,0.0,0.003498193618285751,0.0,,2.3072898387908936,0.00014985200463212044,0.0002997040092642409,0.42501091957092285
275,-2.8247299194335938,0.5308346634752436,0.17685596644878387,-2.221749652361186,0.00412836903706193,0.00398067943751812,0.00337372194044292,0.00353661976987496,0.004471554886549711,0.005115995369851589,0.005516304122284054,0.0,0.015625,0.84375,0.140625,0.0,0.0033847253956855662,0.0,,3.152773857116699,0.00014982093797709194,0.0002996418759541839,0.5276110172271729
300,-2.8478448390960693,0.6471869022969139,0.19286313652992249,-2.1219824655529127,0.004326593596488237,0.004251550417393446,0.003549521928653121,0.003826664120424539,0.004650773014873266,0.005190296983346343,0.005563028994947671,0.0,0.03125,0.828125,0.140625,0.0,0.003562483555755833,0.0,0.09375,2.928133964538574,0.00014978691751954619,0.00029957383503909237,3.6090269088745117
325,-2.8477795124053955,0.5230683570140414,0.1677774041891098,-2.256269011891503,0.004025150090456009,0.003887575352564454,0.003146159346215427,0.0034674921771511436,0.004406964872032404,0.005043649161234498,0.005283795529976486,0.0,0.046875,0.828125,0.125,0.0,0.0033253009330524532,0.0,,1.4110950231552124,0.0001497499446025524,0.0002994998892051048,0.44835877418518066
350,-2.672117233276367,1.039267790953368,0.21603399515151978,-1.5447217845518886,0.0045344093814492226,0.00429145060479641,0.0033835990820080043,0.003704548522364348,0.0053123775869607925,0.005948098050430417,0.006098685739561915,0.0,0.015625,0.640625,0.34375,0.0,0.003755726659325374,0.0,,2.874462842941284,0.0001497100206857381,0.0002994200413714762,0.5329468250274658
375,-2.836923122406006,0.5850111261249902,0.17291416227817535,-2.181374391889441,0.004113640636205673,0.00404785480350256,0.00338283006567508,0.0036774222971871495,0.004433583351783454,0.004853458376601338,0.005363965686410665,0.0,0.015625,0.90625,0.078125,0.0,0.0033910882796967623,0.0,,6.890996932983398,0.0001496671473452312,0.0002993342946904624,0.4254477024078369
400,-2.8713595867156982,0.5960054514372107,0.1947716772556305,-2.1959001007116083,0.004345947876572609,0.00439609307795763,0.0033170910319313407,0.003747671318706125,0.0048367391573265195,0.00539166615344584,0.005619727470912039,0.0,0.015625,0.8125,0.171875,0.0,0.0035881900350591828,0.0,0.0625,3.1114437580108643,0.00014962132627359775,0.0002992426525471955,3.1509435176849365
425,-2.8577136993408203,0.5413900057623329,0.1851021945476532,-2.240814175193554,0.004233368672430515,0.004092439077794552,0.003363035642541945,0.003715613216627389,0.00462622893974185,0.005260897101834416,0.0056897665373981,0.0,0.015625,0.796875,0.1875,0.0,0.0034911367475665978,0.0,,2.7786734104156494,0.00014957255927977505,0.0002991451185595501,0.4549252986907959
450,9.378686904907227,25.119309427369103,0.20441284775733948,34.58138332717465,0.004436213988810778,0.004460966680198908,0.003432295098900795,0.0037427781498990953,0.005102387396618724,0.005611069686710835,0.005734941503033042,0.0,0.015625,0.71875,0.265625,0.0,0.003665221068313174,0.0,,11.041582107543945,0.00014952084828900083,0.00029904169657800166,0.4594607353210449
475,-2.8277947902679443,0.6731381011905171,0.18362846970558167,-2.079748350590279,0.004211976192891598,0.00420346949249506,0.00334497659932822,0.0035943258553743362,0.004668570356443524,0.005398358032107353,0.005546848475933074,0.0,0.015625,0.8125,0.171875,0.0,0.003492186061708712,0.0,,6.497935771942139,0.00014946619534273627,0.00029893239068547254,0.5032312870025635
500,-2.695915699005127,0.6832311885426412,0.17118507623672485,-1.9428522599866023,0.004053237847983837,0.003920243587344885,0.0032008694019168616,0.0034108461113646626,0.004523676121607423,0.00507298717275262,0.005565557512454686,0.0,0.03125,0.859375,0.109375,0.0,0.0033795585725405752,0.0,0.0,3.6226799488067627,0.00014940860259858606,0.00029881720519717213,3.110471725463867
525,-2.810883045196533,1.5560622393938695,0.20601704716682434,-1.170779404058775,0.004364497493952513,0.004089948255568743,0.003242162684909999,0.0034739706316031516,0.004706656094640493,0.005914606573060156,0.0061871405923739076,0.0,0.046875,0.734375,0.21875,0.015625,0.003799617555980465,0.0,,5.452539920806885,0.00014934807233021318,0.00029869614466042637,0.45851922035217285
550,-2.8680927753448486,0.5592469358829208,0.18910406529903412,-2.2317038169118217,0.004254694562405348,0.004070378374308348,0.003337864251807332,0.0036529620992951095,0.00457937247119844,0.005106834322214126,0.005966513836756348,0.0,0.03125,0.8125,0.15625,0.0,0.0034719897274817337,0.0,,3.1594793796539307,0.00014928460692724903,0.00029856921385449807,0.4647512435913086
575,-2.7156920433044434,0.7122648445968429,0.2062104344367981,-1.9193069027657708,0.004425688646733761,0.0044258832931518555,0.003376233484596014,0.0037370832287706435,0.004781702067703009,0.005434464104473591,0.0057802273659035555,0.0,0.015625,0.765625,0.21875,0.015625,0.003584004903176015,0.015625,,3.1245245933532715,0.00014921820889519902,0.00029843641779039805,0.4692695140838623
600,-2.8443081378936768,0.7691377758308073,0.21155515313148499,-1.9888697729186395,0.004456641152501106,0.004149843007326126,0.003572161146439612,0.0037700955290347338,0.004610654315911233,0.005949971033260228,0.006210693507455289,0.0,0.0,0.796875,0.203125,0.015625,0.003758441311388007,0.015625,0.125,2.3160557746887207,0.00014914888085534376,0.0002982977617106875,3.4990429878234863
625,-2.85270357131958,0.6057618121018549,0.18668656051158905,-2.1707859253177504,0.0042453669011592865,0.004108983092010021,0.0032758428948000073,0.003695394319947809,0.004788005375303328,0.005260889977216721,0.005748756811954081,0.0,0.03125,0.78125,0.1875,0.0,0.003532741406878277,0.0,,3.54201078414917,0.0001490766255446356,0.0002981532510892712,0.4546687602996826
650,-2.8553617000579834,0.6304452892478639,0.17965227365493774,-2.1516301009718246,0.004144495353102684,0.0039005475118756294,0.0032412111293524505,0.0035064397961832583,0.004634936340153217,0.005416269414126873,0.005691286269575356,0.0,0.046875,0.78125,0.171875,0.0,0.0033907524888964692,0.015625,,1.6785987615585327,0.00014900144581559037,0.00029800289163118074,0.513352632522583
675,-2.828320026397705,0.6507768999770198,0.17646999657154083,-2.105554975943276,0.004124184139072895,0.003849498927593231,0.003416992328129709,0.003609061473980546,0.004558349377475679,0.004999513644725085,0.005507070128805934,0.0,0.046875,0.84375,0.109375,0.0,0.0034433736926576157,0.0,,5.081931114196777,0.00014892334463617515,0.0002978466892723503,0.46411776542663574
700,-2.8341784477233887,0.7286905729395136,0.1975238025188446,-2.024911156930329,0.004336019977927208,0.0041873157024383545,0.0033423792803660033,0.0036125698825344443,0.004814708023332059,0.005666462425142527,0.0058247959706932305,0.0,0.015625,0.78125,0.203125,0.0,0.0035795026348360206,0.0,0.109375,4.622945308685303,0.00014884232508969076,0.0002976846501793815,3.3702213764190674
725,-2.7960548400878906,0.6304727901446012,0.18980439007282257,-2.0881543423307747,0.0042761554941535,0.004177211783826351,0.0033493607304990293,0.003619964758399874,0.004727382678538561,0.005419714143499732,0.005871027172543108,0.0,0.015625,0.796875,0.1875,0.0,0.003512595109008106,0.015625,,3.882563591003418,0.00014875839037465003,0.00029751678074930007,0.4526829719543457
750,-2.8840718269348145,0.5203823166336838,0.17435258626937866,-2.292565120533484,0.004108424298465252,0.003995099104940891,0.0030432798899710178,0.0035808472894132137,0.004693177877925336,0.004942883923649788,0.0051363407168537375,0.0,0.078125,0.828125,0.09375,0.0,0.003422207404387348,0.0,,1.7400654554367065,0.00014867154380465193,0.00029734308760930386,0.4619014263153076
775,-2.8477540016174316,0.7468126257606825,0.2032928466796875,-2.0180112654617943,0.004384202882647514,0.004110562149435282,0.0034497166750952603,0.0037016397109255195,0.004885943257249892,0.005397194670513273,0.005798528646118939,0.0,0.015625,0.78125,0.203125,0.015625,0.0036006693490820045,0.015625,,3.298780918121338,0.00014858178880825036,0.0002971635776165007,0.4718344211578369
800,-2.813722610473633,0.6770049693682813,0.18155446648597717,-2.0626553607484674,0.004172417800873518,0.00405667070299387,0.0030547484755516054,0.0035972868790850043,0.0047051525907590985,0.005367306666448713,0.005617375019937754,0.0,0.078125,0.71875,0.203125,0.0,0.0034690527334363553,0.0,0.0625,4.288341522216797,0.00014848912892881884,0.0002969782578576377,3.5389888286590576
825,-2.8395180702209473,0.6095844770120503,0.19458916783332825,-2.150554012293923,0.004301641136407852,0.004186068661510944,0.0031880610156804325,0.003484383341856301,0.004873016499914229,0.005699152778834105,0.006334579223766922,0.0,0.015625,0.765625,0.21875,0.0,0.0035469243710097814,0.0,,2.3353912830352783,0.0001483935678244107,0.0002967871356488214,0.49823641777038574
850,-2.841653347015381,0.811705601841531,0.1860811412334442,-1.9540388831195017,0.004182498902082443,0.003991858568042517,0.0032560511492192743,0.0034357875119894743,0.004494434921070933,0.005431787902489305,0.005711563839577138,0.0,0.015625,0.84375,0.140625,0.0,0.0034284745985612903,0.03125,,1.4105867147445679,0.00014829510926761476,0.0002965902185352295,0.516010046005249
875,-2.8497238159179688,0.6158551107208654,0.19392980635166168,-2.154758097692259,0.00430822791531682,0.00414031557738781,0.003408416756428778,0.0036812591715715826,0.00483459432143718,0.005253991298377514,0.005448870593681931,0.0,0.015625,0.78125,0.203125,0.0,0.003549878617707127,0.015625,,3.340764284133911,0.00014819375714540634,0.0002963875142908127,0.44827914237976074
900,-2.865445137023926,0.7635988822450557,0.19966623187065125,-2.0203955689201436,0.004341620020568371,0.004164575133472681,0.0033756481716409326,0.0036698466865345836,0.0047201880952343345,0.005568327987566591,0.005780231393873691,0.0,0.03125,0.765625,0.203125,0.015625,0.0036088094963704536,0.015625,0.09375,3.9227468967437744,0.00014808951545899362,0.00029617903091798723,3.0128321647644043
925,-2.7869527339935303,0.9491988509409236,0.19646015763282776,-1.7576110646612837,0.004298959858715534,0.004163548815995455,0.0033403664827346803,0.0036272319266572595,0.004519930575042963,0.005419963598251343,0.006228819442912934,0.0,0.03125,0.828125,0.140625,0.015625,0.003669037641561492,0.015625,,3.8476903438568115,0.00014798238832365983,0.00029596477664731966,0.50569748878479
950,-2.7982277870178223,0.7020922773812449,0.1946125477552414,-2.016746391978439,0.004305822774767876,0.004038711078464985,0.00334441508166492,0.0036238186876289546,0.004675603937357664,0.005498260399326683,0.006497608427889645,0.0,0.0,0.8125,0.1875,0.0,0.0035534289913558862,0.0,,4.498169422149658,0.0001478723799686009,0.0002957447599372018,0.47177624702453613
975,-2.8405508995056152,0.6909513413794639,0.19179847836494446,-2.0713583961240647,0.004277641419321299,0.004143082536756992,0.0033899212256073953,0.0037399037973955274,0.004684972460381687,0.005313453869894147,0.005624731117859482,0.0,0.046875,0.78125,0.171875,0.0,0.0035967236373867116,0.0,,5.106182098388672,0.0001477594947367582,0.0002955189894735164,0.4965205192565918
1000,-2.834749698638916,0.5781158778982487,0.18941375613212585,-2.17936546614596,0.004269958008080721,0.004055581986904144,0.0033878412563353778,0.003581990022212267,0.004895978840067983,0.005401873448863626,0.005757951340638101,0.0,0.015625,0.78125,0.203125,0.0,0.0035336669448733774,0.0,0.0625,6.151060581207275,0.00014764373708464772,0.00029528747416929544,3.408087968826294
1025,-2.818138837814331,0.7378611210213226,0.19149568676948547,-2.002160070516058,0.004303179681301117,0.0041330959647893906,0.003412455413490534,0.0038119962555356324,0.004811561550013721,0.005480700545012951,0.0057896342594176515,0.0,0.046875,0.796875,0.15625,0.0,0.0035400888626493142,0.0,,1.722901701927185,0.00014752511158218297,0.00029505022316436594,0.47312283515930176
1050,-2.853424549102783,0.6009326352418175,0.17833703756332397,-2.1797421352326163,0.004148948006331921,0.0040360623970627785,0.003209456126205623,0.0035776180448010564,0.004418793832883239,0.0053665469866245995,0.005848860647529363,0.0,0.015625,0.859375,0.125,0.0,0.0033840029398097184,0.0,,2.882584571838379,0.00014740362291249592,0.00029480724582499183,0.4986445903778076
1075,-2.8660311698913574,0.6163072002255352,0.1771249771118164,-2.1774686339176266,0.004135712515562773,0.0040006679482758045,0.0032609967980533837,0.0035374946310184896,0.004518322995863855,0.005190988630056381,0.005535968369804322,0.0,0.046875,0.78125,0.171875,0.0,0.0034635274282893503,0.0,,1.6188743114471436,0.00014727927587175106,0.0002945585517435021,0.5083491802215576
1100,-2.8564653396606445,0.5849545987717143,0.19327819347381592,-2.1926659551986227,0.0043301647529006,0.004255726933479309,0.0034177937079221013,0.003787830879446119,0.004781157127581537,0.005431859102100135,0.005569827975705266,0.0,0.0,0.828125,0.171875,0.0,0.00356226655601032,0.0,0.078125,3.0577144622802734,0.0001471520753689567,0.0002943041507379134,3.383230447769165
1125,-2.8878324031829834,0.5836629665251574,0.17690059542655945,-2.232005631292264,0.0041331457905471325,0.004063126165419817,0.003197696525603533,0.0035048595163971186,0.004551985650323331,0.005198842193931341,0.005602132342755793,0.0,0.0625,0.765625,0.171875,0.0,0.0034317215770783035,0.0,,2.511214017868042,0.000147022026425771,0.000294044052851542,0.5110492706298828
1150,-2.83050537109375,0.9516925207554177,0.21918340027332306,-1.7894004442514106,0.0045737638138234615,0.004392402246594429,0.003566759708337486,0.004009052412584424,0.005007995758205652,0.005674223974347114,0.006099616596475243,0.0,0.0,0.75,0.25,0.015625,0.0038134353290836445,0.015625,,4.0682291984558105,0.0001468891341763035,0.000293778268352607,0.4815657138824463
1175,-2.8680472373962402,0.6858907171316705,0.19059590995311737,-2.1044059268407262,0.004273746162652969,0.0040723225101828575,0.003358880011364818,0.0036671271664090455,0.004678283352404833,0.005554517637938261,0.0058276220690459,0.0,0.046875,0.78125,0.171875,0.0,0.0035847524692634476,0.0,,1.982046365737915,0.00014675340386691258,0.00029350680773382516,0.4521331787109375
1200,-2.8771817684173584,0.5764151655890184,0.17542606592178345,-2.229204305186109,0.004120172467082739,0.004048239439725876,0.0032455873675644397,0.0035287077771499753,0.004676119424402714,0.00511067258194089,0.005399255407974123,0.0,0.03125,0.8125,0.15625,0.0,0.0034110436914749818,0.0,0.046875,5.026719570159912,0.00014661484085599856,0.0002932296817119971,3.337508201599121
1225,-2.812596082687378,1.191043490932038,0.19684690237045288,-1.541252007319877,0.004251089412719011,0.0040778182446956635,0.003028206410817802,0.0035387699608691037,0.004623895394615829,0.00533445286564529,0.005882350611500441,0.0,0.09375,0.71875,0.1875,0.03125,0.003549151138291091,0.03125,,5.008238315582275,0.00014647345061379177,0.00029294690122758354,0.5191359519958496
1250,-2.832735538482666,0.6584204903601927,0.18155714869499207,-2.1002516725302414,0.004189259372651577,0.004000041633844376,0.0034484082832932474,0.0035954875638708472,0.004627082729712129,0.005220033880323172,0.00554420652333647,0.0,0.03125,0.828125,0.140625,0.0,0.003492922509912384,0.0,,2.4794328212738037,0.0001463292387221369,0.0002926584774442738,0.46942806243896484
1275,-2.875060558319092,0.9502560926084087,0.1948767751455307,-1.8453075605030491,0.0042864661663770676,0.004100095480680466,0.0032191025326028465,0.00369804393267259,0.004722127108834684,0.00543313496746123,0.005679642152972519,0.0,0.03125,0.828125,0.140625,0.015625,0.003559583907338461,0.015625,,3.3553223609924316,0.00014618221087427246,0.0002923644217485449,0.5009138584136963
1300,-2.7937793731689453,0.6498335799627374,0.20026594400405884,-2.0622504600830007,0.004382023122161627,0.004207604564726353,0.0034025684697553517,0.0038101154495961964,0.004929899354465306,0.005808418663218617,0.005912438360974192,0.0,0.015625,0.75,0.234375,0.0,0.00358227975934877,0.0,0.125,4.781795978546143,0.00014603237287460618,0.00029206474574921236,3.564142942428589
1325,-2.830089807510376,0.6905107533298493,0.19435621798038483,-2.060294505421066,0.0042824577540159225,0.003989980556070805,0.00342809516005218,0.003660247544758022,0.004639252321794629,0.00532194720581174,0.0062007879372686136,0.0,0.046875,0.765625,0.1875,0.015625,0.003602517848776066,0.015625,,5.306272029876709,0.00014587973063848566,0.0002917594612769713,0.45459604263305664
1350,-2.850574016571045,0.5593153697559259,0.19020548462867737,-2.213667324452696,0.0042631858959794044,0.0042007844895124435,0.00320870466530323,0.003640378708951175,0.004758135881274939,0.0056702525354921825,0.0059782242169603705,0.0,0.0625,0.75,0.1875,0.0,0.0035468542179130837,0.0,,2.4024930000305176,0.00014572429019196517,0.00029144858038393035,0.5349411964416504
1375,-2.861088752746582,0.5369592357569056,0.1676444113254547,-2.255741628617732,0.00400468148291111,0.0037380573339760303,0.003097915113903582,0.0034391244989819825,0.004298029933124781,0.005214777868241072,0.005877361469902096,0.0,0.03125,0.828125,0.140625,0.0,0.0033064693268405913,0.0,,4.914372444152832,0.0001455660576715673,0.0002911321153431346,0.5954546928405762
1400,-2.85141921043396,0.587041949778683,0.1877751499414444,-2.1877773497999837,0.004242096096277237,0.004054016433656216,0.003237692080438137,0.003642016788944602,0.004673386923968792,0.005451707262545825,0.005900646653026342,0.0,0.03125,0.78125,0.1875,0.0,0.003521352661631442,0.0,0.0625,4.074787616729736,0.0001454050393240409,0.0002908100786480818,3.114131212234497
1425,-2.8148529529571533,0.5551760969750842,0.18616870045661926,-2.1837322758443394,0.004238283261656761,0.004155714996159077,0.0031947417883202434,0.003687236050609499,0.004673900781199336,0.0053431969601660965,0.005539835500530898,0.0,0.03125,0.796875,0.171875,0.0,0.0034989345808296873,0.0,,2.2527916431427,0.00014524124150611483,0.00029048248301222966,0.5215024948120117
1450,-2.844564437866211,0.6041017442409489,0.18383222818374634,-2.1654712364609745,0.004211889114230871,0.0040275054052472115,0.0033040040172636507,0.003640956769231707,0.0046115199802443385,0.005355283245444298,0.0057278825901448715,0.0,0.015625,0.796875,0.1875,0.0,0.003518642315486282,0.0,,2.2266557216644287,0.0001450746706842463,0.0002901493413684926,0.5081706047058105
1475,-2.8516077995300293,0.676097426621733,0.17430666089057922,-2.1044047213508508,0.004085581749677658,0.003961898386478424,0.003226875071413815,0.0035627249744720757,0.00443772436119616,0.005128809902817011,0.005322496150620281,0.0,0.046875,0.84375,0.109375,0.0,0.003398610371743426,0.0,,3.8709700107574463,0.0001449053334343662,0.0002898106668687324,0.45757150650024414
1500,-2.8958916664123535,0.5627498148784711,0.2024851143360138,-2.2505412430658267,0.004403046797960997,0.004185196943581104,0.003469251608476043,0.0036591985845007002,0.0050870797131210566,0.00568158975802362,0.00598995336331427,0.0,0.046875,0.6875,0.265625,0.0,0.0036469243081377546,0.0,0.09375,6.094661235809326,0.0001447332364416193,0.0002894664728832386,3.3537983894348145
1525,-2.8252506256103516,0.5940320728280186,0.20037618279457092,-2.149478247954643,0.0043783774599432945,0.004257196094840765,0.0033309776801615956,0.0037961024791002274,0.004891821532510221,0.005353635502979159,0.006199766346253454,0.0,0.0625,0.703125,0.234375,0.0,0.0036217993775211977,0.0,,2.689307689666748,0.00014455838650010008,0.00028911677300020016,0.47980666160583496
1550,-2.860513210296631,0.5448220490432831,0.18621815741062164,-2.2397264049433616,0.004226505756378174,0.004091627895832062,0.003161350404843688,0.0035757466102950275,0.00476122903637588,0.005388825805857778,0.005598115059547125,0.0,0.015625,0.796875,0.1875,0.0,0.003462423940121239,0.015625,,3.324831008911133,0.00014438079051258475,0.0002887615810251695,0.5140504837036133
1575,-2.8166768550872803,0.6803429476342597,0.1940365433692932,-2.0571797587551677,0.004320552572607994,0.00427482184022665,0.003379725757986307,0.003746559319552034,0.004863236332312226,0.00518081639893353,0.005512395245023071,0.0,0.03125,0.796875,0.171875,0.0,0.0035877824630191116,0.0,,4.7355265617370605,0.00014420045549025907,0.00028840091098051814,0.4493706226348877
1600,-2.8408501148223877,0.8913399332117208,0.22278600931167603,-1.858628148501002,0.004594027530401945,0.004449861124157906,0.003449765732511878,0.004027153016068041,0.00498507299926132,0.0057766245212405925,0.006163924257270991,0.0,0.03125,0.71875,0.25,0.015625,0.003749916891376492,0.0,0.15625,2.226300001144409,0.00014401738855244074,0.0002880347771048815,2.997831344604492
1625,-2.8504393100738525,0.5833929928775151,0.18625780940055847,-2.1910653856758753,0.004237554967403412,0.0041015734896063805,0.003267353610135615,0.0035159013350494206,0.004929736605845392,0.005397181119769811,0.0056535788113251315,0.0,0.015625,0.765625,0.21875,0.0,0.0034850071210936117,0.0,,4.259688377380371,0.00014383159692629897,0.00028766319385259794,0.48329710960388184
1650,-2.8371336460113525,0.530589965550296,0.16632801294326782,-2.2386927926856353,0.00401996448636055,0.004030761308968067,0.0032261955086141823,0.003481886815279722,0.00449364457745105,0.004863504879176617,0.005412050522863864,0.0,0.046875,0.859375,0.09375,0.0,0.003336598188113891,0.0,,5.960452556610107,0.00014364308794656924,0.0002872861758931385,0.5056726932525635
1675,-2.8505783081054688,0.7014840446966949,0.1731041669845581,-2.078479150627249,0.004082460887730122,0.003965221345424652,0.003199658333323896,0.003548018983565271,0.004424524027854204,0.00505491690710187,0.005607740255072711,0.0,0.015625,0.875,0.109375,0.0,0.003370760503060132,0.0,,4.289426803588867,0.0001434518690552631,0.0002869037381105262,0.546184778213501
1700,-2.8547983169555664,0.6252630795922554,0.18759843707084656,-2.1530074183258736,0.00417619151994586,0.003920814488083124,0.0031579953618347647,0.0035159370745532215,0.0046016956912353635,0.005127885052934289,0.006122773303650319,0.0,0.0625,0.8125,0.125,0.0,0.0035083370836574536,0.0,0.03125,3.6831159591674805,0.000143257947801375,0.00028651589560275,3.35617733001709
1725,-2.855877637863159,0.6038596498579697,0.16465753316879272,-2.1848485452323243,0.003968362230807543,0.0037760725244879723,0.003083196631632745,0.0034274933859705925,0.004331995500251651,0.005172972893342376,0.005458444054238497,0.0,0.0625,0.8125,0.125,0.0,0.0032971977348893082,0.0,,4.590439319610596,0.00014306133184058416,0.00028612266368116833,0.4770669937133789
1750,-2.8190994262695312,0.7599429975211012,0.2001378834247589,-1.9775133390963688,0.004331561736762524,0.004216399975121021,0.003157598385587335,0.0036023090360686183,0.004867455922067165,0.005615084990859032,0.006219915556721389,0.0,0.078125,0.6875,0.234375,0.015625,0.0036515073065741775,0.015625,,7.626267910003662,0.00014286202893495193,0.00028572405786990386,0.49213433265686035
1775,-2.826045513153076,0.7603899134154691,0.21566087007522583,-1.9776801498775112,0.0045076096430420876,0.004346993751823902,0.0032839229796081783,0.003961522364988923,0.004928677575662732,0.0055818616878241314,0.006365365441888569,0.0,0.0625,0.71875,0.21875,0.0,0.0037585076709828543,0.0,,3.58362078666687,0.00014266004695261567,0.00028532009390523134,0.4958961009979248
1800,-2.851776123046875,0.6525895495639871,0.21197059750556946,-2.1127165134324004,0.004455204121768475,0.004254652187228203,0.0032551435753703116,0.003510933311190456,0.005087271565571427,0.005731737799942494,0.006055070832371711,0.0,0.03125,0.703125,0.265625,0.015625,0.0036865530262427814,0.015625,0.125,4.0115156173706055,0.00014245539386747828,0.00028491078773495656,3.566168785095215
1825,-2.7929654121398926,0.8978912304529649,0.18689188361167908,-1.8188345883598822,0.004166202619671822,0.0038892864249646664,0.00310540315695107,0.0034654404153116047,0.004633827600628138,0.005086944298818707,0.006042860355228184,0.0,0.0625,0.796875,0.140625,0.015625,0.003422419736117926,0.015625,,3.9460206031799316,0.0001422480777588931,0.0002844961555177862,0.44612622261047363
1850,-2.841158866882324,0.6083969034040111,0.17988282442092896,-2.159381604961143,0.0041782790794968605,0.004178944975137711,0.003310835361480713,0.003610264102462679,0.004735860507935286,0.005103211477398873,0.005394126917235553,0.0,0.0625,0.8125,0.125,0.0,0.0034511891008729436,0.0,,3.2855236530303955,0.00014203810681134523,0.00028407621362269047,0.4708101749420166
1875,-2.86173677444458,0.5600787308649988,0.18471261858940125,-2.2263074460787804,0.004211020655930042,0.004068839363753796,0.003257225197739899,0.0036082715960219502,0.004635498276911676,0.005266507016494871,0.005824834108352658,0.0,0.03125,0.8125,0.15625,0.0,0.003506063451180474,0.0,,1.678627848625183,0.000141825489314128,0.000283650978628256,0.42992424964904785
