step,L_prior,L_post,L_move,L_total,tau_mean,tau_median,tau_p10,tau_p25,tau_p75,tau_p90,tau_p95,tau_lt001,tau_le003,tau_003_005,tau_gt005,tau_ge009,graph_rms_proposal_mean,atom_cap_activation_rate,training_safety_rollback_rate,gradient_norm,backbone_lr,head_lr,step_time_seconds
3025,-2.869908332824707,0.632753128053388,0.19047346711158752,-2.1594545600397974,0.004271566867828369,0.004172113258391619,0.003364124079234898,0.0037594964960590005,0.004497943096794188,0.005284031853079796,0.005649057892151177,0.0,0.046875,0.796875,0.15625,0.0,0.0035590741075792356,0.0,,5.135717868804932,0.0001293489847640286,0.0002586979695280572,0.3588271141052246
3050,-1.6795986890792847,3.0257408125358025,0.19225724041461945,1.424570429142038,0.004311981610953808,0.004259210079908371,0.003437659121118486,0.003758836362976581,0.004725605947896838,0.005376928159967065,0.005687066330574452,0.0,0.03125,0.765625,0.203125,0.0,0.003562022545308875,0.0,,8.533303260803223,0.00012902317686659318,0.00025804635373318635,0.3776733875274658
3075,-2.879178524017334,0.6056172918531815,0.1945914775133133,-2.1941807124760233,0.004323533736169338,0.004102576058357954,0.003388958889991045,0.00376922485884279,0.00481069041416049,0.005648576142266394,0.005916307726874947,0.0,0.015625,0.78125,0.203125,0.0,0.00360365767665977,0.0,,3.584042549133301,0.00012869523622663747,0.00025739047245327493,0.3386118412017822
3100,-2.890218496322632,0.5675914577471983,0.17833369970321655,-2.2498786234033332,0.004154880065470934,0.0042953770607709885,0.0031812536064535378,0.003527360677253455,0.004753785440698266,0.005100587382912636,0.0053348212968558064,0.0,0.046875,0.8125,0.140625,0.0,0.0034261777429402582,0.0,0.09375,2.7696244716644287,0.00012836517579069647,0.00025673035158139295,2.7787230014801025
3125,-2.848994016647339,0.6228061982125271,0.1880377233028412,-2.149480798032857,0.004254298284649849,0.0041605401784181595,0.0033231387147679924,0.0036748855491168797,0.004728985484689474,0.005376226920634508,0.005951588740572331,0.0,0.03125,0.78125,0.1875,0.0,0.0035163991078678057,0.0,,1.8241292238235474,0.00012803300858899106,0.0002560660171779821,0.36187028884887695
3150,-2.8077666759490967,0.7139491357866077,0.17342539131641388,-2.0230713865694256,0.004077409394085407,0.004129818640649319,0.0030721525894477964,0.0034621955710463226,0.004556680214591324,0.005069281300529838,0.005678950180299577,0.0,0.09375,0.78125,0.125,0.0,0.003415875410675848,0.0,,2.648585557937622,0.0001276987477349137,0.0002553974954698274,0.3681321144104004
3175,-2.870936870574951,0.5747814899959055,0.20300006866455078,-2.21334470299106,0.004422738216817379,0.004410968627780676,0.0033635017229244114,0.0038140182150527835,0.0049476115964353085,0.0056089380290359255,0.005795378517359494,0.0,0.046875,0.71875,0.234375,0.0,0.0036402406450588435,0.0,,3.290372371673584,0.00012736240642451045,0.0002547248128490209,0.39926743507385254
3200,-2.8264269828796387,0.8021998655351482,0.1830766499042511,-1.9495438906994975,0.004200548864901066,0.004003743175417185,0.0032854642486199737,0.003668418969027698,0.004682842758484185,0.005221431842073798,0.005889608012512325,0.0,0.015625,0.84375,0.140625,0.0,0.003438380512410424,0.0,0.09375,2.1308610439300537,0.00012702399793596044,0.0002540479958719209,2.7133097648620605
3225,-2.8504576683044434,0.7182827465105862,0.19232177734375,-2.0537202857565076,0.004266899079084396,0.004144654609262943,0.0031882882118225097,0.0036292612785473466,0.004700340796262026,0.005227332515642047,0.005761125870048998,0.0,0.046875,0.765625,0.1875,0.015625,0.0035741891701531487,0.0,,1.4542226791381836,0.00012668353562905117,0.00025336707125810234,0.5148336887359619
3250,-2.8668088912963867,0.610305124196037,0.17610988020896912,-2.18466251972057,0.004114339593797922,0.004170520696789026,0.0030742882052436473,0.0033489628694951534,0.004630064591765404,0.004939726600423455,0.005303682782687246,0.0,0.078125,0.828125,0.09375,0.0,0.0034000204957156986,0.0,,5.1228532791137695,0.00012634103294465165,0.0002526820658893033,0.42943787574768066
3275,-2.8438737392425537,0.6351484568742991,0.19845032691955566,-2.127770604011607,0.004359324928373098,0.004438869655132294,0.003160029905848205,0.003735813545063138,0.004971990711055696,0.005599149642512203,0.006037688930518924,0.0,0.078125,0.671875,0.25,0.0,0.003639585086898475,0.0,,3.8858485221862793,0.00012599650340418142,0.00025199300680836284,0.38756847381591797
3300,-2.847564697265625,0.6279132878378648,0.17668285965919495,-2.1475764224334934,0.0041418904438614845,0.004012882709503174,0.003253679978661239,0.0036617900477722287,0.0046318479580804706,0.005134291481226683,0.005470546102151274,0.0,0.03125,0.84375,0.125,0.0,0.003447366965199324,0.0,0.046875,4.451437950134277,0.00012564996060907682,0.00025129992121815365,3.5223474502563477
3325,-2.872116804122925,0.5524134995105598,0.18875344097614288,-2.242704318308559,0.004230007529258728,0.0042196414433419704,0.0031845498364418746,0.0035613281652331352,0.004682096070609987,0.005114515172317625,0.006302612158469853,0.0,0.078125,0.765625,0.15625,0.0,0.003502594792121346,0.0,,3.460158348083496,0.00012530141824025403,0.00025060283648050807,0.4002954959869385
3350,-2.846458911895752,0.6709921779562834,0.18816494941711426,-2.0987078127930756,0.004263315815478563,0.004083204083144665,0.003564636455848813,0.0037999905180186033,0.004630754585377872,0.005176398763433099,0.005335640185512602,0.0,0.03125,0.84375,0.125,0.0,0.0034931621519816943,0.015625,,2.045146942138672,0.00012495089005756894,0.00024990178011513787,0.4039168357849121
3375,357.5167541503906,721.3696971051102,0.19604438543319702,1078.9664244688754,0.004347624257206917,0.004383758641779423,0.003437711694277823,0.0037407802883535624,0.004809408448636532,0.005208662524819374,0.005687596625648437,0.0,0.03125,0.765625,0.203125,0.0,0.0036179226428879495,0.0,,147.688720703125,0.00012459838989927393,0.00024919677979854787,0.40126919746398926
3400,-2.8698034286499023,0.6111849154659532,0.18133117258548737,-2.184647323625443,0.004157370887696743,0.004064111039042473,0.0031106852693483233,0.0035662255831994116,0.004567446885630488,0.005084229214116932,0.005545183946378528,0.0,0.046875,0.84375,0.109375,0.0,0.003429049581940664,0.0,0.09375,2.7544314861297607,0.00012424393168147184,0.00024848786336294367,3.1607422828674316
3425,-2.836052417755127,0.6725328196711239,0.18898345530033112,-2.086426779168159,0.004241401329636574,0.004024180117994547,0.0032768358942121267,0.003625143726821989,0.004703475860878825,0.005360291758552194,0.00552996932528913,0.0,0.046875,0.78125,0.171875,0.0,0.0035179062447486353,0.015625,,4.401448726654053,0.000123887529397566,0.000247775058795132,0.5965542793273926
3450,-2.8613972663879395,0.6731304878642098,0.19372966885566711,-2.109237814481066,0.004265747033059597,0.004094439558684826,0.0031703424639999865,0.0035140186082571745,0.004986385349184275,0.005340874148532748,0.005665260250680148,0.0,0.078125,0.671875,0.25,0.0,0.0035173223223329236,0.015625,,2.7704226970672607,0.00012352919711770854,0.0002470583942354171,0.35375308990478516
3475,-2.853426694869995,0.5891348843613698,0.1994083821773529,-2.1829463044961854,0.004388687666505575,0.004364254884421825,0.003457454009912908,0.0037489041569642723,0.004664199892431498,0.005407439824193716,0.005922503536567091,0.0,0.015625,0.828125,0.15625,0.0,0.0036341585469510706,0.0,,3.2265546321868896,0.00012316894898824397,0.00024633789797648794,0.3460557460784912
3500,-2.8418526649475098,1.1599293376846234,0.2013658583164215,-1.5997793052749714,0.004359620623290539,0.004075285978615284,0.003324937028810382,0.0037690760800614953,0.0047929572174325585,0.005546031566336752,0.0061527320416644195,0.0,0.015625,0.828125,0.15625,0.015625,0.003601802100357846,0.015625,0.125,3.5332536697387695,0.00012280679923115187,0.00024561359846230374,3.5904836654663086
3525,-2.8409550189971924,0.9431418904737903,0.21794286370277405,-1.808906773321204,0.004547344986349344,0.004482051357626915,0.0033419937361031772,0.003961069043725729,0.005031658918596804,0.005253146169707179,0.006151635013520716,0.0,0.046875,0.6875,0.265625,0.015625,0.00379927987677404,0.015625,,2.5791118144989014,0.00012244276214348448,0.00024488552428696895,0.3476710319519043
3550,-2.8390331268310547,0.9586022502230954,0.2064172327518463,-1.796226225192611,0.004417187999933958,0.004265554249286652,0.0035221443278715013,0.00374399044085294,0.004717899719253182,0.0054356614127755165,0.005673378915525972,0.0,0.03125,0.765625,0.203125,0.015625,0.0035560444412189077,0.015625,,2.651153802871704,0.00012207685209680266,0.00024415370419360533,0.4086451530456543
3575,-2.877272129058838,0.5712194474714024,0.19201689958572388,-2.2277224180919903,0.004306758753955364,0.004325738176703453,0.0032163981813937426,0.0036441903794184327,0.004733203095383942,0.005339008430019021,0.005739441630430518,0.0,0.015625,0.828125,0.15625,0.0,0.003577532739590765,0.0,,2.9236974716186523,0.00012170908353660858,0.00024341816707321715,0.3529505729675293
3600,-2.824399471282959,0.7380412938643177,0.20097115635871887,-2.0043751624774258,0.004328871611505747,0.0040977718308568,0.00324457879178226,0.003563347097951919,0.004867806099355221,0.0054670651908963926,0.006167850783094762,0.0,0.046875,0.75,0.203125,0.015625,0.0035492932913791016,0.015625,0.0625,2.775428533554077,0.00012133947098177518,0.00024267894196355037,2.723737955093384
3625,-2.8685302734375,0.5810268322175844,0.18800237774848938,-2.210810837691416,0.004252989310771227,0.004206355661153793,0.0031482408521696925,0.003666399046778679,0.004766198457218707,0.005401509208604694,0.0055676292628049845,0.0,0.0625,0.734375,0.203125,0.0,0.003517307499694189,0.0,,1.7690232992172241,0.00012096802902397335,0.0002419360580479467,0.364321231842041
3650,-2.8396782875061035,0.8427222682840151,0.22245706617832184,-1.906208171068974,0.004567000083625317,0.004270088393241167,0.0035027266712859273,0.003816505486611277,0.004931077011860907,0.005549632664769888,0.006695276987738904,0.0,0.015625,0.75,0.234375,0.03125,0.003795462460261044,0.015625,,3.351752758026123,0.0001205947723270955,0.000241189544654191,0.43609070777893066
3675,-2.8699069023132324,0.6599334509382825,0.19004066288471222,-2.1324493630518337,0.0042951880022883415,0.004163182340562344,0.0034280301071703432,0.0038527477881871164,0.004595916951075196,0.00531970476731658,0.005435038497671485,0.0,0.03125,0.75,0.21875,0.0,0.003561946297072161,0.0,,2.1634223461151123,0.00012021971562667694,0.0002404394312533539,0.3793528079986572
3700,-2.8213961124420166,0.6687252553344163,0.19950783252716064,-2.0712847826838106,0.004330828320235014,0.004109036177396774,0.003252589632757008,0.0037135593011043966,0.0048457932425662875,0.005186716048046947,0.005648040841333567,0.0,0.03125,0.78125,0.1875,0.015625,0.0035364831716453164,0.0,0.078125,2.502932548522949,0.00011984287372931397,0.00023968574745862793,2.9996564388275146
3725,-2.8574085235595703,0.6775125271603717,0.18518401682376862,-2.104353099413191,0.0041704545728862286,0.004019751213490963,0.003122797841206193,0.003390134370420128,0.004531578742899001,0.005118491081520915,0.005814861180260777,0.0,0.015625,0.828125,0.15625,0.015625,0.003438627283728629,0.015625,,1.4053841829299927,0.00011946426151207948,0.00023892852302415896,0.36577916145324707
3750,-2.863715648651123,0.7436846136684241,0.20404748618602753,-2.0367930814986406,0.004399118945002556,0.0043181488290429115,0.0034488045377656816,0.0037423064932227135,0.004812024300917983,0.005286357225850224,0.0058729382464662175,0.0,0.0,0.828125,0.171875,0.015625,0.0036228941548819777,0.0,,3.7842373847961426,0.00011908389392193554,0.00023816778784387107,0.3668854236602783
3775,-2.8587608337402344,0.8780574017747695,0.2343602478504181,-1.8850998690739815,0.004651795141398907,0.00432615727186203,0.003505117911845446,0.003905918914824724,0.005164728732779622,0.005679277144372464,0.006382915959693491,0.0,0.03125,0.6875,0.28125,0.03125,0.00405739393863705,0.046875,,9.508339881896973,0.00011870178597514326,0.00023740357195028652,0.3461909294128418
3800,-2.8558709621429443,0.6188575713408654,0.1771189272403717,-2.1647605211960608,0.004124583210796118,0.00395979406312108,0.003193106991238892,0.003580002812668681,0.0044736843556165695,0.005204567825421691,0.005560765112750232,0.0,0.03125,0.8125,0.15625,0.0,0.0034301886348012413,0.0,0.03125,2.0514771938323975,0.00011831795275667015,0.0002366359055133403,2.817749500274658
3825,-2.735015869140625,0.802812843985878,0.21611420810222626,-1.8440426444336548,0.0044980235397815704,0.004252939485013485,0.0033550071064382793,0.003614401735831052,0.004967880086041987,0.005793619342148304,0.006432381831109522,0.0,0.046875,0.703125,0.25,0.015625,0.0037156513357932486,0.0,,2.849419355392456,0.0001179324094195944,0.0002358648188391888,0.37087464332580566
3850,-2.846187114715576,0.6385569017016804,0.1899094432592392,-2.130159649661788,0.004279997665435076,0.0041872188448905945,0.0033039247849956156,0.003740212239790708,0.004761093528941274,0.005316318152472377,0.005594010860659181,0.0,0.03125,0.8125,0.15625,0.0,0.003593710698901493,0.0,,7.005045413970947,0.00011754517118450678,0.00023509034236901357,0.37193751335144043
3875,-2.870832920074463,0.6102358539444886,0.17598065733909607,-2.1888085316079176,0.004112259019166231,0.003988492302596569,0.0032073145499452948,0.003413504979107529,0.004451813059858978,0.004988600267097354,0.005944221070967614,0.0,0.015625,0.890625,0.09375,0.0,0.003421655801597066,0.0,,3.3202109336853027,0.00011715625333890984,0.00023431250667781968,0.3505280017852783
3900,-2.8607988357543945,0.933471672983592,0.1835443377494812,-1.8524531491084644,0.0041454387828707695,0.004043353255838156,0.003017321019433439,0.00337930052774027,0.004649567767046392,0.005360145028680563,0.005729084671474992,0.0,0.109375,0.734375,0.15625,0.0,0.0034793521519337132,0.0,0.03125,2.202925205230713,0.00011676567123661413,0.00023353134247322825,3.1423606872558594
3925,-2.8737175464630127,0.6537110365257245,0.18860505521297455,-2.143068052150251,0.004285796079784632,0.004234069027006626,0.003562381328083575,0.003916135232429951,0.004665311542339623,0.004995417548343539,0.005525711947120726,0.0,0.03125,0.859375,0.109375,0.0,0.0034770271693594728,0.0,,5.125805377960205,0.00011637344029713232,0.00023274688059426465,0.3589744567871094
3950,-2.810074806213379,1.2711089779868663,0.2110966444015503,-1.4528522859081685,0.004460880067199469,0.004379487130790949,0.0033545568585395813,0.003908987622708082,0.00470254453830421,0.00558114550076425,0.006155596300959585,0.0,0.046875,0.765625,0.1875,0.015625,0.0037405175286098803,0.015625,,5.590841770172119,0.00011597957600507027,0.00023195915201014054,0.4103987216949463
3975,-2.8513612747192383,0.6430245078170478,0.17894774675369263,-2.1353378557598415,0.004099344369024038,0.003951417747884989,0.0031937577528879046,0.003445117035880685,0.004515390843153,0.005176850035786629,0.00548973330296576,0.0,0.0625,0.75,0.1875,0.015625,0.0034498236162439984,0.015625,,3.48215913772583,0.00011558409390951578,0.00023116818781903156,0.3555717468261719
4000,-2.863522529602051,0.6296599719703154,0.19982868432998657,-2.152345598858599,0.004374220035970211,0.0042634750716388226,0.0032320396276190877,0.003640052047558129,0.005131944548338652,0.005596827855333686,0.005805751425214112,0.0,0.0625,0.65625,0.28125,0.0,0.0036635777278906157,0.0,0.09375,9.017766952514648,0.00011518700962342481,0.00023037401924684962,3.153231620788574
4025,-2.791741371154785,0.8516502492006324,0.1966298520565033,-1.8598790802185037,0.004348001442849636,0.004247691016644239,0.003339277906343341,0.0037105641094967723,0.004981740145012736,0.005752817727625371,0.005927236215211451,0.0,0.03125,0.734375,0.234375,0.0,0.0036076885638215202,0.0,,3.2102644443511963,0.00011478833882300508,0.00022957667764601016,0.46142005920410156
4050,-2.8575351238250732,0.6727687630286289,0.21142689883708954,-2.098518097079747,0.0045002358965575695,0.004414399154484272,0.0034229314653202894,0.0038489315775223076,0.0052021300652995706,0.005701339431107045,0.005957877566106618,0.0,0.03125,0.65625,0.3125,0.0,0.0037142769496482323,0.0,,1.3571162223815918,0.00011438809724709729,0.00022877619449419457,0.39986300468444824
4075,-2.8654725551605225,0.6047440265573024,0.1943359375,-2.1814522499882223,0.004330114461481571,0.0043430207297205925,0.003323595388792455,0.0036794620100408792,0.004929559072479606,0.005190789001062512,0.0055729680228978375,0.0,0.046875,0.78125,0.171875,0.0,0.0035520486218747873,0.0,,2.8487672805786133,0.00011398630069655331,0.00022797260139310662,0.36350154876708984
4100,-2.880002021789551,0.6100174877372415,0.18507522344589233,-2.1944860201749172,0.004233160056173801,0.0042429231107234955,0.003200956271030009,0.0037030339590273798,0.004747858154587448,0.005309338681399822,0.005458731786347925,0.0,0.046875,0.734375,0.21875,0.0,0.003518481565090968,0.0,0.046875,2.507988452911377,0.0001135829650336131,0.0002271659300672262,2.63071870803833
4125,-2.8384342193603516,0.6657132831700393,0.19123932719230652,-2.0947078737132006,0.004268119111657143,0.004093613009899855,0.0032585140550509097,0.0034681051038205624,0.004785808501765132,0.0055661185178905725,0.006094678794033825,0.0,0.0625,0.75,0.1875,0.0,0.0035886667947495473,0.0,,3.067042112350464,0.00011317810618127793,0.00022635621236255586,0.35367846488952637
4150,-2.8485469818115234,0.5777793021174568,0.18173518776893616,-2.196631675842176,0.00414717011153698,0.004006171599030495,0.00295468564145267,0.003359057824127376,0.004815460764802992,0.005519889574497938,0.006010196800343691,0.0,0.125,0.703125,0.171875,0.0,0.003446937910027039,0.0,,2.0189478397369385,0.00011277174012268214,0.0002255434802453643,0.3685762882232666
4175,-2.8707993030548096,0.6581229523939824,0.18835651874542236,-2.135839280374553,0.00427219457924366,0.004270640201866627,0.003395574796013534,0.003712071862537414,0.004685126710683107,0.005165033088997007,0.005385425547137856,0.0,0.046875,0.78125,0.171875,0.0,0.003563572554347452,0.0,,1.9815073013305664,0.00011236388290046186,0.0002247277658009237,0.38092756271362305
4200,-2.7468180656433105,5.752486024232505,0.20264723896980286,3.0883346984106286,0.0043677957728505135,0.004328924231231213,0.00319441924802959,0.0036360389785841107,0.004826661315746605,0.005325763300061227,0.006033425522036849,0.0,0.0625,0.796875,0.140625,0.015625,0.003616113970331465,0.0,0.0625,2.062640428543091,0.00011195455061612189,0.00022390910123224378,2.8865551948547363
4225,-2.868088722229004,0.5588379983518396,0.1876249611377716,-2.2327120791461197,0.004237670451402664,0.0042227450758218765,0.0031279145739972593,0.003504728141706437,0.004831520025618374,0.005284239025786519,0.005880917608737943,0.0,0.046875,0.75,0.203125,0.0,0.003528839056762972,0.0,,1.7939815521240234,0.00011154375942939997,0.00022308751885879993,0.3643920421600342
4250,-2.8757386207580566,0.5925421002519442,0.16634634137153625,-2.2153381523477718,0.003998221829533577,0.003862065728753805,0.003090562461875379,0.0035224162274971604,0.0046160497004166245,0.005004245415329933,0.005317612877115607,0.0,0.09375,0.796875,0.109375,0.0,0.0033507372426095686,0.0,,2.6838650703430176,0.00011113152555762866,0.00022226305111525731,0.3467392921447754
4275,-2.861795425415039,0.6457379940292914,0.17966262996196747,-2.1427668970682543,0.004179042764008045,0.004194239154458046,0.0033142758766189218,0.00371300958795473,0.004679488600231707,0.0051149747800081965,0.005300696846097707,0.0,0.0625,0.78125,0.15625,0.0,0.0034258426760476186,0.0,,1.9963268041610718,0.00011071786527509545,0.0002214357305501909,0.3521430492401123
4300,-2.8633484840393066,0.5656334775835398,0.19165202975273132,-2.2195335832089063,0.004284556955099106,0.004255523905158043,0.003236266551539302,0.003605867677833885,0.00485452520661056,0.005514115281403065,0.005760667263530195,0.0,0.03125,0.734375,0.234375,0.0,0.0035897214306978217,0.0,0.03125,1.852110505104065,0.00011030279491239994,0.0002206055898247999,2.8674190044403076
4325,-2.8826940059661865,0.6287436822362888,0.18777450919151306,-2.1773506736449253,0.004244841635227203,0.004256109241396189,0.0031226541846990584,0.0035366276861168444,0.004742577206343412,0.0054081443697214125,0.005744120501913129,0.0,0.03125,0.8125,0.15625,0.0,0.003487694261158499,0.0,,2.9157042503356934,0.00010988633085580935,0.0002197726617116187,0.3445241451263428
4350,-2.8843626976013184,1.3846022709042995,0.2133060097694397,-1.412745602545026,0.004495034925639629,0.004409565590322018,0.003343782899901271,0.0038317308062687516,0.004967875545844436,0.005555184837430716,0.006054732273332772,0.0,0.015625,0.765625,0.21875,0.015625,0.0036912093330244383,0.015625,,3.980217218399048,0.00010946848954661154,0.0002189369790932231,0.34068918228149414
4375,-2.8879289627075195,0.6624306017017708,0.20690718293190002,-2.1410938403153077,0.004446418024599552,0.0042616273276507854,0.003268873691558838,0.003711056662723422,0.00507016503252089,0.005782132688909769,0.006124804401770234,0.0,0.0625,0.65625,0.28125,0.0,0.0036796211190945,0.0,,2.739413261413574,0.00010904928748046594,0.00021809857496093188,0.3636970520019531
4400,-2.818686008453369,0.7603462102037364,0.21781790256500244,-1.9694844199198789,0.004504008684307337,0.004376576282083988,0.003077326854690909,0.003543373546563089,0.005027714651077986,0.006127950688824058,0.00684826960787177,0.0,0.078125,0.65625,0.265625,0.0,0.0038465228743902436,0.0,0.125,1.2587089538574219,0.00010862874120675236,0.00021725748241350473,3.4362130165100098
4425,-2.82313871383667,0.6518393287514611,0.20010864734649658,-2.089668223812683,0.004378317389637232,0.004275325685739517,0.0033532175002619624,0.0038772738771513104,0.0047493778401985765,0.005586041230708361,0.0062059116084128615,0.0,0.0625,0.765625,0.171875,0.0,0.003662263495568268,0.0,,2.4996354579925537,0.00010820686732791758,0.00021641373465583515,0.35823607444763184
4450,-2.845733642578125,0.5742224465180193,0.20289482176303864,-2.1887434561681,0.004432721994817257,0.004386282525956631,0.0034765109419822695,0.0038750258972868323,0.004873363417573273,0.005552184721454978,0.00571591891348362,0.0,0.03125,0.75,0.21875,0.0,0.0035694235635280102,0.0,,4.282476902008057,0.00010778368249881993,0.00021556736499763986,0.37073230743408203
4475,-2.8382081985473633,0.5807828166564643,0.18298551440238953,-2.182779326192504,0.004215486813336611,0.004083278588950634,0.0033250404288992287,0.0036721760407090187,0.004642839543521404,0.00523714991286397,0.005480149365030229,0.0,0.0,0.84375,0.15625,0.0,0.003498366937898065,0.0,,2.656834602355957,0.00010735920342607189,0.00021471840685214377,0.3545818328857422
4500,-2.900191307067871,0.5401713378985802,0.1775699108839035,-2.2875831298271736,0.004149843938648701,0.004077542573213577,0.003369219973683357,0.0037038453738205135,0.004479573923163116,0.005032237758859992,0.005568631994538009,0.0,0.046875,0.84375,0.109375,0.0,0.0034360263983205354,0.0,0.09375,1.3672258853912354,0.00010693344686738042,0.00021386689373476084,2.935248374938965
4525,-2.8590550422668457,1.141517623429396,0.22197580337524414,-1.6269858934830643,0.004510064609348774,0.004302829969674349,0.0033010246232151987,0.003810478956438601,0.0048857193905860186,0.005365846538916231,0.006373848998919127,0.0,0.078125,0.6875,0.234375,0.03125,0.003798405026836526,0.03125,,1.6572500467300415,0.0001065064296308854,0.0002130128592617708,0.36500978469848633
4550,-2.886413097381592,0.8448262798087565,0.18934863805770874,-1.9643450317485365,0.004226519260555506,0.0041422415524721146,0.003225061250850558,0.003589913889300078,0.004704140825197101,0.005184085853397847,0.005475975270383059,0.0,0.0625,0.8125,0.125,0.015625,0.0035018386872976196,0.015625,,1.8223503828048706,0.00010607816857449628,0.00021215633714899255,0.4116530418395996
4575,-2.849189519882202,0.603153728211668,0.17668744921684265,-2.1739589345805377,0.00412430614233017,0.004105716478079557,0.0032895979937165977,0.0036460012197494507,0.00457341643050313,0.004905586084350944,0.00541508498135954,0.0,0.0625,0.859375,0.078125,0.0,0.0033423902839244944,0.015625,,1.222941517829895,0.00010564868060522618,0.00021129736121045236,0.35325050354003906
4600,-2.8525967597961426,0.6595724951160453,0.1951197236776352,-2.113428251849363,0.004315139725804329,0.004350470844656229,0.003091113269329071,0.003597961098421365,0.004892021184787154,0.005364678101614118,0.005794476135633884,0.0,0.0625,0.703125,0.234375,0.0,0.003638579984576765,0.0,0.109375,2.893005132675171,0.00010521798267852465,0.0002104359653570493,3.2328760623931885
4625,-2.8697643280029297,0.6745299576165981,0.19444680213928223,-2.1159128667471103,0.004328498151153326,0.00411087553948164,0.003531179274432361,0.003789793699979782,0.004863450536504388,0.0053541258908808235,0.006027527968399224,0.0,0.03125,0.796875,0.171875,0.0,0.003597287736053818,0.0,,1.5956343412399292,0.00010478609179760853,0.00020957218359521706,0.36809420585632324
4650,-2.8430330753326416,0.6987762844767493,0.19415929913520813,-2.0650525668058473,0.004271819721907377,0.0040983520448207855,0.0032914815470576285,0.0035960908280685544,0.004765734192915261,0.005428590718656779,0.006248488835990428,0.0,0.0625,0.78125,0.15625,0.0,0.003630917604017987,0.0,,1.4310219287872314,0.00010435302501279023,0.00020870605002558046,0.3415040969848633
4675,-2.765294313430786,0.6041186672855621,0.19678890705108643,-2.0808987173031563,0.00432043569162488,0.004246048163622618,0.003311847010627389,0.0036304803215898573,0.004661204759031534,0.005367755377665162,0.005701691424474119,0.0,0.03125,0.78125,0.1875,0.015625,0.0034989111542897463,0.015625,,2.8551039695739746,0.00010391879942080477,0.00020783759884160954,0.4045090675354004
4700,-2.862740993499756,0.6493034836693274,0.16110117733478546,-2.147718829210235,0.003929167054593563,0.0037897247821092606,0.0029133189003914596,0.003276818781159818,0.00451100105419755,0.005090210260823369,0.0052999893669039,0.0,0.171875,0.671875,0.15625,0.0,0.0032459168357556363,0.0,0.078125,3.2375166416168213,0.0001034834321641351,0.0002069668643282702,2.730896472930908
4725,-2.871587038040161,0.6092081441554246,0.19542494416236877,-2.182658374401647,0.0043407934717834,0.004318091087043285,0.003290690016001463,0.0036990141961723566,0.0049221784574911,0.005550379026681184,0.005813106102868913,0.0,0.015625,0.796875,0.1875,0.0,0.00356265657020257,0.0,,1.2066115140914917,0.00010304694043033502,0.00020609388086067004,0.3902759552001953
4750,-2.880600929260254,0.725321450618505,0.19631056487560272,-2.075197680505515,0.004290503915399313,0.0040535349398851395,0.0033095756080001593,0.0035724264453165233,0.004793770145624876,0.00545116001740098,0.005977366073057055,0.0,0.03125,0.765625,0.203125,0.015625,0.0035017635893078687,0.015625,,2.4362313747406006,0.00010260934145135086,0.0002052186829027017,0.35160112380981445
4775,-2.85469388961792,0.572520791661744,0.19625529646873474,-2.202113845276828,0.004346584901213646,0.004317852668464184,0.003239090205170214,0.003746934176888317,0.005081155337393284,0.005445441417396069,0.00562474331818521,0.0,0.046875,0.6875,0.265625,0.0,0.0035530877857384503,0.0,,1.8480051755905151,0.00010217065250284092,0.00020434130500568184,0.6087596416473389
4800,-2.5764198303222656,1.0086883864690386,0.19890204071998596,-1.4865924977372564,0.004340386018157005,0.004151808097958565,0.0033601618837565185,0.0037493780837394297,0.004878112697042525,0.005247665150091052,0.0057132543530315156,0.0,0.046875,0.75,0.203125,0.015625,0.0035740906383097916,0.015625,0.0625,7.817515850067139,0.0001017308909034938,0.0002034617818069876,3.0540566444396973
4825,-2.877363920211792,0.5396842831532351,0.1855165660381317,-2.26200107990104,0.0041975658386945724,0.004035282880067825,0.0031247473787516357,0.0036143464385531843,0.004630861454643309,0.005098223173990846,0.005870275292545553,0.0,0.078125,0.78125,0.140625,0.0,0.003475902013376582,0.015625,,1.1093066930770874,0.00010129007401434438,0.00020258014802868876,0.341839075088501
4850,-2.856215476989746,0.6850552457411746,0.1951509416103363,-2.091551485375597,0.00429060123860836,0.004243284463882446,0.0028543638065457347,0.0036791047896258533,0.004974043695256114,0.005217587389051914,0.005593583011068402,0.0,0.109375,0.640625,0.25,0.0,0.0036177017086165583,0.0,,3.6991281509399414,0.00010084821923808872,0.00020169643847617745,0.3859260082244873
4875,-2.874871253967285,0.4759165957026885,0.1774768829345703,-2.3265557647294592,0.004134231247007847,0.004140892066061497,0.00308605011086911,0.0035215370589867234,0.004610408679582179,0.005200633686035872,0.00558506401721388,0.0,0.0625,0.78125,0.15625,0.0,0.003425135382216162,0.0,,2.8718209266662598,0.00010040534401839678,0.00020081068803679355,0.35083651542663574
4900,-2.801975965499878,0.7017722718948933,0.2031494677066803,-2.0173320777182964,0.004390302114188671,0.004331065341830254,0.003254211996681988,0.0036310793948359787,0.005034348461776972,0.005596991395577788,0.006210848852060732,0.0,0.078125,0.65625,0.265625,0.0,0.0036987780424886027,0.0,0.109375,2.653134822845459,9.996146583922393e-05,0.00019992293167844785,3.0668447017669678
