applicable_record_count,bootstrap_ci95_high,bootstrap_ci95_low,bootstrap_draws,cohort,effect_direction,loss_count,median_difference,method,metric,paired_mean_difference,row_type,significance_status,tie_count,win_count
3761,0.004134142676577503,0.003961772321705193,10000,ring_risk,V8_12P5K_worse,3700,0.0033421240077586845,V8 Full 12.5K minus D1,mean_displacement,0.004046570555347371,paired_comparison,SIGNIFICANT_V8_12P5K_worse,4,57
3761,0.024363333994341336,0.023142685300760517,10000,ring_risk,V8_12P5K_worse,3698,0.01750967255793512,V8 Full 12.5K minus D1,max_atom_displacement,0.02374839208293757,paired_comparison,SIGNIFICANT_V8_12P5K_worse,4,59
3761,0.0,0.0,10000,ring_risk,tie,0,0.0,V8 Full 12.5K minus D1,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,3761,0
3761,0.00023251699792095883,0.00018087633922834784,10000,ring_risk,V8_12P5K_worse,2464,0.00015628337860107422,V8 Full 12.5K minus D1,rmsd,0.0002060083799188963,paired_comparison,SIGNIFICANT_V8_12P5K_worse,6,1291
3761,8.869867189732627e-07,-3.020595663574167e-08,10000,ring_risk,V8_12P5K_worse,1477,-5.755159691034351e-07,V8 Full 12.5K minus D1,target_loss,4.333720835383461e-07,paired_comparison,NOT_SIGNIFICANT,4,2280
7366,-0.0027151778441487917,-0.008009774640238936,10000,high_flexibility,V8_12P5K_worse,69,0.0,V8 Full 12.5K minus D1,accepted,-0.005294596796090144,paired_comparison,SIGNIFICANT_V8_12P5K_worse,7267,30
7366,-0.18030511899943588,-0.185317586373062,10000,high_flexibility,V8_12P5K_better,82,-0.17072882503271103,V8 Full 12.5K minus D1,weighted_bac_delta,-0.1827723419998914,paired_comparison,SIGNIFICANT_V8_12P5K_better,32,7252
7366,-0.0862687638724313,-0.08854724730894363,10000,high_flexibility,V8_12P5K_better,67,-0.0882352963089943,V8 Full 12.5K minus D1,bond_delta,-0.08739524885585738,paired_comparison,SIGNIFICANT_V8_12P5K_better,448,6851
4289,-0.007043059395034367,-0.007620715396891342,10000,high_flexibility,V8_12P5K_better,21,0.0,V8 Full 12.5K minus D1,angle_delta,-0.007330485710044282,paired_comparison,SIGNIFICANT_V8_12P5K_better,2249,2019
4289,-0.007043059395034367,-0.007620715396891342,10000,high_flexibility,V8_12P5K_better,21,0.0,V8 Full 12.5K minus D1,active_angle_delta,-0.007330485710044282,paired_comparison,SIGNIFICANT_V8_12P5K_better,2249,2019
20,8.127469766350257e-07,-3.353550814608752e-06,10000,high_flexibility,V8_12P5K_better,5,0.0,V8 Full 12.5K minus D1,clash_delta,-1.159274552264833e-06,paired_comparison,NOT_SIGNIFICANT,7,8
2622,-0.049004349474650245,-0.053003399049320485,10000,high_flexibility,V8_12P5K_better,24,-0.0476190485060215,V8 Full 12.5K minus D1,ring_delta,-0.051000056418211606,paired_comparison,SIGNIFICANT_V8_12P5K_better,849,1749
2820,0.0,0.0,10000,high_flexibility,tie,0,0.0,V8 Full 12.5K minus D1,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,2820,0
7366,0.0032174753904210232,0.0031196254734719006,10000,high_flexibility,V8_12P5K_worse,7266,0.0026336131068092072,V8 Full 12.5K minus D1,mean_displacement,0.0031681897413537883,paired_comparison,SIGNIFICANT_V8_12P5K_worse,31,69
7366,0.01973543618349634,0.018947906614559064,10000,high_flexibility,V8_12P5K_worse,7265,0.01304290934058372,V8 Full 12.5K minus D1,max_atom_displacement,0.019340476199699266,paired_comparison,SIGNIFICANT_V8_12P5K_worse,31,70
7366,0.0,0.0,10000,high_flexibility,tie,0,0.0,V8 Full 12.5K minus D1,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,7366,0
7366,0.00015345550973035096,0.0001298469888120222,10000,high_flexibility,V8_12P5K_worse,4770,0.00012314319610595703,V8 Full 12.5K minus D1,rmsd,0.00014169573325672908,paired_comparison,SIGNIFICANT_V8_12P5K_worse,34,2562
7366,3.0599105925267615e-07,-1.4469163190907464e-07,10000,high_flexibility,V8_12P5K_worse,3102,-2.1102130176586797e-07,V8 Full 12.5K minus D1,target_loss,7.442726426339732e-08,paired_comparison,NOT_SIGNIFICANT,31,4233
4521,0.0013271400132714001,-0.0053085600530856005,10000,low_error_minimal_movement,V8_12P5K_worse,33,0.0,V8 Full 12.5K minus D1,accepted,-0.0019907100199071004,paired_comparison,NOT_SIGNIFICANT,4464,24
4521,-0.13882215895397249,-0.1432925872402833,10000,low_error_minimal_movement,V8_12P5K_better,38,-0.13718710653483868,V8 Full 12.5K minus D1,weighted_bac_delta,-0.14104400754166913,paired_comparison,SIGNIFICANT_V8_12P5K_better,45,4438
4521,-0.07632194808860933,-0.07875634798322456,10000,low_error_minimal_movement,V8_12P5K_better,23,-0.07692307978868484,V8 Full 12.5K minus D1,bond_delta,-0.07753174160923368,paired_comparison,SIGNIFICANT_V8_12P5K_better,249,4249
1461,-0.006691341899508454,-0.007603773228850593,10000,low_error_minimal_movement,V8_12P5K_better,2,0.0,V8 Full 12.5K minus D1,angle_delta,-0.007148481997253958,paired_comparison,SIGNIFICANT_V8_12P5K_better,764,695
1461,-0.006691341899508454,-0.007603773228850593,10000,low_error_minimal_movement,V8_12P5K_better,2,0.0,V8 Full 12.5K minus D1,active_angle_delta,-0.007148481997253958,paired_comparison,SIGNIFICANT_V8_12P5K_better,764,695
5,3.22246050927788e-06,-3.948807716369629e-06,10000,low_error_minimal_movement,V8_12P5K_better,2,0.0,V8 Full 12.5K minus D1,clash_delta,-3.929890226572752e-08,paired_comparison,NOT_SIGNIFICANT,1,2
1064,-0.0468976785710232,-0.051700826854571086,10000,low_error_minimal_movement,V8_12P5K_better,4,-0.05000000074505806,V8 Full 12.5K minus D1,ring_delta,-0.04930219933201552,paired_comparison,SIGNIFICANT_V8_12P5K_better,278,782
1377,0.0,0.0,10000,low_error_minimal_movement,tie,0,0.0,V8 Full 12.5K minus D1,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,1377,0
4521,0.0021186473429570174,0.0020401445117735908,10000,low_error_minimal_movement,V8_12P5K_worse,4446,0.0018411012861179188,V8 Full 12.5K minus D1,mean_displacement,0.0020791168387734992,paired_comparison,SIGNIFICANT_V8_12P5K_worse,42,33
4521,0.01070147069186633,0.010060959511417125,10000,low_error_minimal_movement,V8_12P5K_worse,4446,0.007442307338351384,V8 Full 12.5K minus D1,max_atom_displacement,0.010384106283361292,paired_comparison,SIGNIFICANT_V8_12P5K_worse,42,33
4521,0.0,0.0,10000,low_error_minimal_movement,tie,0,0.0,V8 Full 12.5K minus D1,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,4521,0
4521,0.00014458485897337933,0.00012074991812638227,10000,low_error_minimal_movement,V8_12P5K_worse,2992,0.00011473894119262695,V8 Full 12.5K minus D1,rmsd,0.00013254234104610285,paired_comparison,SIGNIFICANT_V8_12P5K_worse,45,1484
4521,1.881604204695239e-06,1.4079497979595947e-06,10000,low_error_minimal_movement,V8_12P5K_worse,2910,1.3254555142339086e-07,V8 Full 12.5K minus D1,target_loss,1.638066798804215e-06,paired_comparison,SIGNIFICANT_V8_12P5K_worse,42,1569
10000,-0.0055,-0.0098,10000,natural,V8_12P5K_worse,97,0.0,V8 Full 12.5K minus V5-B,accepted,-0.0076,paired_comparison,SIGNIFICANT_V8_12P5K_worse,9882,21
10000,-0.17362829980551336,-0.17780316781515235,10000,natural,V8_12P5K_better,135,-0.16589874774217606,V8 Full 12.5K minus V5-B,weighted_bac_delta,-0.17572257708193628,paired_comparison,SIGNIFICANT_V8_12P5K_better,44,9821
10000,-0.08453757506775203,-0.08656235477086854,10000,natural,V8_12P5K_better,108,-0.08571428805589676,V8 Full 12.5K minus V5-B,bond_delta,-0.08554851177856326,paired_comparison,SIGNIFICANT_V8_12P5K_better,731,9161
5724,-0.007307004306844815,-0.007857309097271939,10000,natural,V8_12P5K_better,20,0.0,V8 Full 12.5K minus V5-B,angle_delta,-0.007583613040323996,paired_comparison,SIGNIFICANT_V8_12P5K_better,3110,2594
5724,-0.007307004306844815,-0.007857309097271939,10000,natural,V8_12P5K_better,20,0.0,V8 Full 12.5K minus V5-B,active_angle_delta,-0.007583613040323996,paired_comparison,SIGNIFICANT_V8_12P5K_better,3110,2594
20,7.20984234021671e-06,-3.9991593496324636e-07,10000,natural,V8_12P5K_worse,16,1.0253825166728348e-06,V8 Full 12.5K minus V5-B,clash_delta,3.150202314827766e-06,paired_comparison,NOT_SIGNIFICANT,0,4
3761,-0.049125461423535834,-0.052593975326262275,10000,natural,V8_12P5K_better,25,-0.0476190485060215,V8 Full 12.5K minus V5-B,ring_delta,-0.05085228985619732,paired_comparison,SIGNIFICANT_V8_12P5K_better,1257,2479
3456,0.0,0.0,10000,natural,tie,0,0.0,V8 Full 12.5K minus V5-B,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,3456,0
10000,0.0031730514256046102,0.0030870085551487907,10000,natural,V8_12P5K_worse,9858,0.0025614809710532427,V8 Full 12.5K minus V5-B,mean_displacement,0.0031297869024903774,paired_comparison,SIGNIFICANT_V8_12P5K_worse,41,101
10000,0.018981583752268296,0.018316915496012682,10000,natural,V8_12P5K_worse,9853,0.01232731189520564,V8 Full 12.5K minus V5-B,max_atom_displacement,0.018648387510384418,paired_comparison,SIGNIFICANT_V8_12P5K_worse,41,106
10000,0.0,0.0,10000,natural,tie,0,0.0,V8 Full 12.5K minus V5-B,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,10000,0
10000,0.00017208952256012709,0.00014805272999219598,10000,natural,V8_12P5K_worse,6453,0.00012290477752685547,V8 Full 12.5K minus V5-B,rmsd,0.0001602134889923036,paired_comparison,SIGNIFICANT_V8_12P5K_worse,44,3503
10000,8.274875360447979e-07,4.027667610200328e-07,10000,natural,V8_12P5K_worse,4592,-8.777399784776208e-08,V8 Full 12.5K minus V5-B,target_loss,6.113148549702255e-07,paired_comparison,SIGNIFICANT_V8_12P5K_worse,41,5367
5724,-0.007686932215234102,-0.014500349406009784,10000,active_angle,V8_12P5K_worse,83,0.0,V8 Full 12.5K minus V5-B,accepted,-0.0110062893081761,paired_comparison,SIGNIFICANT_V8_12P5K_worse,5621,20
5724,-0.17882079099595644,-0.18472851236928664,10000,active_angle,V8_12P5K_better,115,-0.17231457593879895,V8 Full 12.5K minus V5-B,weighted_bac_delta,-0.18175990105751033,paired_comparison,SIGNIFICANT_V8_12P5K_better,1,5608
5724,-0.07892543279717104,-0.08171819154057046,10000,active_angle,V8_12P5K_better,92,-0.07999999821186066,V8 Full 12.5K minus V5-B,bond_delta,-0.08031583246159947,paired_comparison,SIGNIFICANT_V8_12P5K_better,558,5074
5724,-0.007307004306844815,-0.007857309097271939,10000,active_angle,V8_12P5K_better,20,0.0,V8 Full 12.5K minus V5-B,angle_delta,-0.007583613040323996,paired_comparison,SIGNIFICANT_V8_12P5K_better,3110,2594
5724,-0.007307004306844815,-0.007857309097271939,10000,active_angle,V8_12P5K_better,20,0.0,V8 Full 12.5K minus V5-B,active_angle_delta,-0.007583613040323996,paired_comparison,SIGNIFICANT_V8_12P5K_better,3110,2594
17,8.396365707513349e-06,-6.442475329790527e-07,10000,active_angle,V8_12P5K_worse,14,1.007181708700955e-06,V8 Full 12.5K minus V5-B,clash_delta,3.495210475033245e-06,paired_comparison,NOT_SIGNIFICANT,0,3
2502,-0.044004178019914235,-0.04826304122389069,10000,active_angle,V8_12P5K_better,23,-0.04545454680919647,V8 Full 12.5K minus V5-B,ring_delta,-0.04613651952249922,paired_comparison,SIGNIFICANT_V8_12P5K_better,995,1484
2241,0.0,0.0,10000,active_angle,tie,0,0.0,V8 Full 12.5K minus V5-B,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,2241,0
5724,0.003910019674695004,0.0037806203127162133,10000,active_angle,V8_12P5K_worse,5637,0.0032227629344561137,V8 Full 12.5K minus V5-B,mean_displacement,0.003845089022614468,paired_comparison,SIGNIFICANT_V8_12P5K_worse,1,86
5724,0.02539636908751293,0.024422833022529095,10000,active_angle,V8_12P5K_worse,5631,0.02000629183021374,V8 Full 12.5K minus V5-B,max_atom_displacement,0.02491382606172344,paired_comparison,SIGNIFICANT_V8_12P5K_worse,1,92
5724,0.0,0.0,10000,active_angle,tie,0,0.0,V8 Full 12.5K minus V5-B,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,5724,0
5724,0.0001947425159205605,0.00015668966787900438,10000,active_angle,V8_12P5K_worse,3697,0.00013488531112670898,V8 Full 12.5K minus V5-B,rmsd,0.00017559955158198654,paired_comparison,SIGNIFICANT_V8_12P5K_worse,2,2025
5724,1.767983159113774e-06,1.0274241394230768e-06,10000,active_angle,V8_12P5K_worse,2207,-5.906462092752918e-07,V8 Full 12.5K minus V5-B,target_loss,1.3912312572069735e-06,paired_comparison,SIGNIFICANT_V8_12P5K_worse,1,3516
20,-0.2,-0.7,10000,active_clash,V8_12P5K_worse,10,-0.5,V8 Full 12.5K minus V5-B,accepted,-0.45,paired_comparison,SIGNIFICANT_V8_12P5K_worse,9,1
20,-0.002463763226873577,-0.09359559796793235,10000,active_clash,V8_12P5K_better,11,0.007166683830291731,V8 Full 12.5K minus V5-B,weighted_bac_delta,-0.04634725171229093,paired_comparison,SIGNIFICANT_V8_12P5K_better,0,9
20,0.009841700494289394,-0.02330264069372788,10000,active_clash,V8_12P5K_better,7,0.0,V8 Full 12.5K minus V5-B,bond_delta,-0.005472836550325155,paired_comparison,NOT_SIGNIFICANT,8,5
17,0.00246875845991513,-0.0034787283991189566,10000,active_clash,V8_12P5K_better,2,0.0,V8 Full 12.5K minus V5-B,angle_delta,-0.0005071886869914391,paired_comparison,NOT_SIGNIFICANT,12,3
17,0.00246875845991513,-0.0034787283991189566,10000,active_clash,V8_12P5K_better,2,0.0,V8 Full 12.5K minus V5-B,active_angle_delta,-0.0005071886869914391,paired_comparison,NOT_SIGNIFICANT,12,3
20,7.20984234021671e-06,-3.9991593496324636e-07,10000,active_clash,V8_12P5K_worse,16,1.0253825166728348e-06,V8 Full 12.5K minus V5-B,clash_delta,3.150202314827766e-06,paired_comparison,NOT_SIGNIFICANT,0,4
15,0.001543209950129191,-0.030000001192092896,10000,active_clash,V8_12P5K_better,1,0.0,V8 Full 12.5K minus V5-B,ring_delta,-0.012794116760293643,paired_comparison,NOT_SIGNIFICANT,10,4
18,0.0,0.0,10000,active_clash,tie,0,0.0,V8 Full 12.5K minus V5-B,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,18,0
20,0.006947316133728235,0.001134563905397954,10000,active_clash,V8_12P5K_worse,9,-0.00015122957483981736,V8 Full 12.5K minus V5-B,mean_displacement,0.003797687708356534,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,11
20,0.01740713299972412,0.0007028047439962394,10000,active_clash,V8_12P5K_worse,9,-0.0009083655022550374,V8 Full 12.5K minus V5-B,max_atom_displacement,0.00878410036675632,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,11
20,0.0,0.0,10000,active_clash,tie,0,0.0,V8 Full 12.5K minus V5-B,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,20,0
20,1.645296812057466e-05,-0.0014404377341270447,10000,active_clash,V8_12P5K_better,9,-8.106231689453125e-06,V8 Full 12.5K minus V5-B,rmsd,-0.0006392419338226319,paired_comparison,NOT_SIGNIFICANT,0,11
20,3.1724459718258656e-05,2.480842182244203e-06,10000,active_clash,V8_12P5K_worse,15,8.91287527338136e-07,V8 Full 12.5K minus V5-B,target_loss,1.4532052322380196e-05,paired_comparison,SIGNIFICANT_V8_12P5K_worse,0,5
3761,-0.0061153948417973945,-0.015421430470619515,10000,ring_risk,V8_12P5K_worse,60,0.0,V8 Full 12.5K minus V5-B,accepted,-0.010635469290082425,paired_comparison,SIGNIFICANT_V8_12P5K_worse,3681,20
3761,-0.21843153160372528,-0.2268260955123854,10000,ring_risk,V8_12P5K_better,92,-0.2193879894912243,V8 Full 12.5K minus V5-B,weighted_bac_delta,-0.22258958672176268,paired_comparison,SIGNIFICANT_V8_12P5K_better,1,3668
3761,-0.08810269672724962,-0.09172909268357822,10000,ring_risk,V8_12P5K_better,91,-0.09302325546741486,V8 Full 12.5K minus V5-B,bond_delta,-0.0899089171336476,paired_comparison,SIGNIFICANT_V8_12P5K_better,256,3414
2502,-0.006487363101289177,-0.007314571502699824,10000,ring_risk,V8_12P5K_better,19,0.0,V8 Full 12.5K minus V5-B,angle_delta,-0.006897941315665746,paired_comparison,SIGNIFICANT_V8_12P5K_better,1424,1059
2502,-0.006487363101289177,-0.007314571502699824,10000,ring_risk,V8_12P5K_better,19,0.0,V8 Full 12.5K minus V5-B,active_angle_delta,-0.006897941315665746,paired_comparison,SIGNIFICANT_V8_12P5K_better,1424,1059
15,9.371245099979809e-06,-8.497782247710954e-07,10000,ring_risk,V8_12P5K_worse,12,1.8663990886125248e-06,V8 Full 12.5K minus V5-B,clash_delta,3.9151482572682046e-06,paired_comparison,NOT_SIGNIFICANT,0,3
3761,-0.049125461423535834,-0.052593975326262275,10000,ring_risk,V8_12P5K_better,25,-0.0476190485060215,V8 Full 12.5K minus V5-B,ring_delta,-0.05085228985619732,paired_comparison,SIGNIFICANT_V8_12P5K_better,1257,2479
1613,0.0,0.0,10000,ring_risk,tie,0,0.0,V8 Full 12.5K minus V5-B,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,1613,0
3761,0.0039388870834491324,0.0037774966411765506,10000,ring_risk,V8_12P5K_worse,3696,0.003208035428542644,V8 Full 12.5K minus V5-B,mean_displacement,0.0038578414154248385,paired_comparison,SIGNIFICANT_V8_12P5K_worse,1,64
3761,0.02278126559562059,0.021618468879853452,10000,ring_risk,V8_12P5K_worse,3691,0.016161800595000386,V8 Full 12.5K minus V5-B,max_atom_displacement,0.02219853391605838,paired_comparison,SIGNIFICANT_V8_12P5K_worse,1,69
3761,0.0,0.0,10000,ring_risk,tie,0,0.0,V8 Full 12.5K minus V5-B,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,3761,0
3761,0.00022052718463634371,0.00017254898237691965,10000,ring_risk,V8_12P5K_worse,2466,0.0001556873321533203,V8 Full 12.5K minus V5-B,rmsd,0.00019608926581705672,paired_comparison,SIGNIFICANT_V8_12P5K_worse,1,1294
3761,1.9661982391821375e-06,1.097943399483311e-06,10000,ring_risk,V8_12P5K_worse,1660,-2.804450787152746e-07,V8 Full 12.5K minus V5-B,target_loss,1.5376196330254841e-06,paired_comparison,SIGNIFICANT_V8_12P5K_worse,1,2100
7366,-0.006244909041542221,-0.011267988053217486,10000,high_flexibility,V8_12P5K_worse,76,0.0,V8 Full 12.5K minus V5-B,accepted,-0.008688569101276133,paired_comparison,SIGNIFICANT_V8_12P5K_worse,7278,12
7366,-0.17493034901065727,-0.17963027834140094,10000,high_flexibility,V8_12P5K_better,92,-0.16750624706037343,V8 Full 12.5K minus V5-B,weighted_bac_delta,-0.17724488287901105,paired_comparison,SIGNIFICANT_V8_12P5K_better,25,7249
7366,-0.08660313515114922,-0.08887458962877705,10000,high_flexibility,V8_12P5K_better,61,-0.0882352963089943,V8 Full 12.5K minus V5-B,bond_delta,-0.08771546756403135,paired_comparison,SIGNIFICANT_V8_12P5K_better,441,6864
4289,-0.007079042624696302,-0.007656950213852271,10000,high_flexibility,V8_12P5K_better,15,0.0,V8 Full 12.5K minus V5-B,angle_delta,-0.007364436140139326,paired_comparison,SIGNIFICANT_V8_12P5K_better,2254,2020
4289,-0.007079042624696302,-0.007656950213852271,10000,high_flexibility,V8_12P5K_better,15,0.0,V8 Full 12.5K minus V5-B,active_angle_delta,-0.007364436140139326,paired_comparison,SIGNIFICANT_V8_12P5K_better,2254,2020
20,7.20984234021671e-06,-3.9991593496324636e-07,10000,high_flexibility,V8_12P5K_worse,16,1.0253825166728348e-06,V8 Full 12.5K minus V5-B,clash_delta,3.150202314827766e-06,paired_comparison,NOT_SIGNIFICANT,0,4
2622,-0.04936672453837814,-0.05331696903480119,10000,high_flexibility,V8_12P5K_better,13,-0.0476190485060215,V8 Full 12.5K minus V5-B,ring_delta,-0.051348704362357736,paired_comparison,SIGNIFICANT_V8_12P5K_better,855,1754
2820,0.0,0.0,10000,high_flexibility,tie,0,0.0,V8 Full 12.5K minus V5-B,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,2820,0
7366,0.0031368578160393926,0.0030418370603833783,10000,high_flexibility,V8_12P5K_worse,7263,0.002579547790446668,V8 Full 12.5K minus V5-B,mean_displacement,0.0030888554928800225,paired_comparison,SIGNIFICANT_V8_12P5K_worse,24,79
7366,0.01900307397265168,0.01823862959730963,10000,high_flexibility,V8_12P5K_worse,7261,0.012483661354053766,V8 Full 12.5K minus V5-B,max_atom_displacement,0.018617841989536005,paired_comparison,SIGNIFICANT_V8_12P5K_worse,24,81
7366,0.0,0.0,10000,high_flexibility,tie,0,0.0,V8 Full 12.5K minus V5-B,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,7366,0
7366,0.0001494322391644124,0.00012640926498007368,10000,high_flexibility,V8_12P5K_worse,4761,0.00012046098709106445,V8 Full 12.5K minus V5-B,rmsd,0.0001380227080326575,paired_comparison,SIGNIFICANT_V8_12P5K_worse,26,2579
7366,7.400792087335696e-07,3.0040576256397593e-07,10000,high_flexibility,V8_12P5K_worse,3321,-1.1851597037093597e-07,V8 Full 12.5K minus V5-B,target_loss,5.136078785199668e-07,paired_comparison,SIGNIFICANT_V8_12P5K_worse,24,4021
4521,-0.0035390400353904005,-0.0090687900906879,10000,low_error_minimal_movement,V8_12P5K_worse,34,0.0,V8 Full 12.5K minus V5-B,accepted,-0.0061933200619332,paired_comparison,SIGNIFICANT_V8_12P5K_worse,4481,6
4521,-0.1361078511567494,-0.14046773841060295,10000,low_error_minimal_movement,V8_12P5K_better,42,-0.13526072294916958,V8 Full 12.5K minus V5-B,weighted_bac_delta,-0.13828366110449056,paired_comparison,SIGNIFICANT_V8_12P5K_better,44,4435
4521,-0.07643883765007278,-0.07885571410873313,10000,low_error_minimal_movement,V8_12P5K_better,25,-0.07692307978868484,V8 Full 12.5K minus V5-B,bond_delta,-0.0776429551926925,paired_comparison,SIGNIFICANT_V8_12P5K_better,247,4249
1461,-0.006696527223123466,-0.007609589069051901,10000,low_error_minimal_movement,V8_12P5K_better,2,0.0,V8 Full 12.5K minus V5-B,angle_delta,-0.007153667320868971,paired_comparison,SIGNIFICANT_V8_12P5K_better,764,695
1461,-0.006696527223123466,-0.007609589069051901,10000,low_error_minimal_movement,V8_12P5K_better,2,0.0,V8 Full 12.5K minus V5-B,active_angle_delta,-0.007153667320868971,paired_comparison,SIGNIFICANT_V8_12P5K_better,764,695
5,3.923216718249023e-06,-9.499155567027628e-07,10000,low_error_minimal_movement,V8_12P5K_worse,4,2.493223291821778e-06,V8 Full 12.5K minus V5-B,clash_delta,1.6824444173835218e-06,paired_comparison,NOT_SIGNIFICANT,0,1
1064,-0.047057152070416684,-0.051865714015763016,10000,low_error_minimal_movement,V8_12P5K_better,3,-0.05000000074505806,V8 Full 12.5K minus V5-B,ring_delta,-0.049472267359593196,paired_comparison,SIGNIFICANT_V8_12P5K_better,277,784
1377,0.0,0.0,10000,low_error_minimal_movement,tie,0,0.0,V8 Full 12.5K minus V5-B,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,1377,0
4521,0.0020915119254262,0.0020143202997832525,10000,low_error_minimal_movement,V8_12P5K_worse,4446,0.0018214233823528048,V8 Full 12.5K minus V5-B,mean_displacement,0.002052547770770397,paired_comparison,SIGNIFICANT_V8_12P5K_worse,41,34
4521,0.010460902870239656,0.00983658541300038,10000,low_error_minimal_movement,V8_12P5K_worse,4446,0.007274403440533206,V8 Full 12.5K minus V5-B,max_atom_displacement,0.010150253012921875,paired_comparison,SIGNIFICANT_V8_12P5K_worse,41,34
4521,0.0,0.0,10000,low_error_minimal_movement,tie,0,0.0,V8 Full 12.5K minus V5-B,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,4521,0
4521,0.0001437303992841138,0.00012008579605660906,10000,low_error_minimal_movement,V8_12P5K_worse,2995,0.00011473894119262695,V8 Full 12.5K minus V5-B,rmsd,0.0001318747201615982,paired_comparison,SIGNIFICANT_V8_12P5K_worse,43,1483
4521,1.924324037121922e-06,1.4502135590637636e-06,10000,low_error_minimal_movement,V8_12P5K_worse,3040,1.5692216948082205e-07,V8 Full 12.5K minus V5-B,target_loss,1.6798094515316977e-06,paired_comparison,SIGNIFICANT_V8_12P5K_worse,41,1440
10000,-0.0033,-0.008,10000,natural,V8_12P5K_worse,98,0.0,V8 Full 12.5K minus V7,accepted,-0.0056,paired_comparison,SIGNIFICANT_V8_12P5K_worse,9860,42
10000,-0.17848499690583797,-0.18291027783968491,10000,natural,V8_12P5K_better,134,-0.16904415901080938,V8 Full 12.5K minus V7,weighted_bac_delta,-0.18071667523143262,paired_comparison,SIGNIFICANT_V8_12P5K_better,43,9823
10000,-0.08411846459747292,-0.08615518415426136,10000,natural,V8_12P5K_better,123,-0.085106385871768,V8 Full 12.5K minus V7,bond_delta,-0.08513938501831145,paired_comparison,SIGNIFICANT_V8_12P5K_better,733,9144
5724,-0.007260710971951332,-0.007806619178004004,10000,natural,V8_12P5K_better,30,0.0,V8 Full 12.5K minus V7,angle_delta,-0.007534278041906368,paired_comparison,SIGNIFICANT_V8_12P5K_better,3101,2593
5724,-0.007260710971951332,-0.007806619178004004,10000,natural,V8_12P5K_better,30,0.0,V8 Full 12.5K minus V7,active_angle_delta,-0.007534278041906368,paired_comparison,SIGNIFICANT_V8_12P5K_better,3101,2593
20,5.692011470728173e-06,-3.2220495768342514e-07,10000,natural,V8_12P5K_worse,18,1.6618487279629335e-06,V8 Full 12.5K minus V7,clash_delta,2.712813511607237e-06,paired_comparison,NOT_SIGNIFICANT,0,2
3761,-0.04803033135926692,-0.051590826539993806,10000,natural,V8_12P5K_better,49,-0.0476190485060215,V8 Full 12.5K minus V7,ring_delta,-0.04980910151584752,paired_comparison,SIGNIFICANT_V8_12P5K_better,1258,2454
3456,0.0,0.0,10000,natural,tie,0,0.0,V8 Full 12.5K minus V7,chirality_preserved,0.0,paired_comparison,NOT_SIGNIFICANT,3456,0
10000,0.003228846847673424,0.003141499041036261,10000,natural,V8_12P5K_worse,9861,0.0026066352584166452,V8 Full 12.5K minus V7,mean_displacement,0.00318509742329361,paired_comparison,SIGNIFICANT_V8_12P5K_worse,40,99
10000,0.019361481519165544,0.018686988840987025,10000,natural,V8_12P5K_worse,9853,0.012766689302225132,V8 Full 12.5K minus V7,max_atom_displacement,0.019022695214781195,paired_comparison,SIGNIFICANT_V8_12P5K_worse,40,107
10000,0.0,0.0,10000,natural,tie,0,0.0,V8 Full 12.5K minus V7,solver_failure_count,0.0,paired_comparison,NOT_SIGNIFICANT,10000,0
10000,0.00017676807283423842,0.0001516317361826077,10000,natural,V8_12P5K_worse,6466,0.0001246035099029541,V8 Full 12.5K minus V7,rmsd,0.00016430447958409788,paired_comparison,SIGNIFICANT_V8_12P5K_worse,43,3491
10000,4.949299405066116e-07,6.300047383625398e-08,10000,natural,V8_12P5K_worse,4330,-1.673106737598573e-07,V8 Full 12.5K minus V7,target_loss,2.738469039272884e-07,paired_comparison,SIGNIFICANT_V8_12P5K_worse,40,5630
5724,-0.005939902166317261,-0.01310272536687631,10000,active_angle,V8_12P5K_worse,84,0.0,V8 Full 12.5K minus V7,accepted,-0.009433962264150943,paired_comparison,SIGNIFICANT_V8_12P5K_worse,5610,30
