group,method,molecule_id,rotatable_bond_count,aligned_RMSD,delta_aligned_RMSD,bond_outlier_rate,bond_outlier_magnitude,angle_outlier_rate,angle_outlier_magnitude,ring_bond_outlier_rate,ring_planarity_outlier_rate,clash_penetration,severe_clash_rate,stereocenter_degenerate_rate,torsion_prior_outlier_score,total_thresholded_validity_score,chirality_error,mean_displacement,molecule_rms_displacement,max_displacement,coordinate_unchanged,mean_torsion_change,high_flex_torsion_change,accepted,selected_step,uncertainty,rigid_gate_mean,global_safety_gate_mean,velocity_norm_mean,torsion_gate_max,torsion_contribution_max,torsion_gate_mean,torsion_gate_active_fraction,torsion_velocity_norm,torsion_velocity_fraction,delta_bond_outlier_rate,delta_bond_outlier_magnitude,delta_angle_outlier_rate,delta_angle_outlier_magnitude,delta_ring_bond_outlier_rate,delta_ring_planarity_outlier_rate,delta_clash_penetration,delta_severe_clash_rate,delta_chirality_error,delta_stereocenter_degenerate_rate,delta_torsion_prior_outlier_score,delta_total_thresholded_validity_score,COV_P,COV_R,MAT_P,MAT_R,diversity
all,upstream,COc1ccc(CSc2nc(C)cc(C)c2C#N)cc1,7.0,0.7320680320262909,0.0,0.08108107838779688,0.16227875277400017,0.016393441706895828,0.07794978469610214,0.0,0.0,0.0,0.0,0.0,3.312731759673034,0.15753165446221828,0.0,6.005549266774324e-07,6.481115519818559e-07,1.1493883960156381e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21739129722118378,0.7320680618286133,1.7925020456314087,3.3454158306121826
all,upstream,COc1ccc(Cl)cc1NC(=O)_C=C\C(=O)O,7.0,0.854810506105423,0.0,0.12962963059544563,0.2556547597050667,0.012195121496915817,0.020770607516169548,0.0,0.0,0.0,0.0,0.0,2.5627020973010612,0.2109310938976705,0.0,7.628802904946497e-07,8.803156674730417e-07,1.8391896787761652e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3076923191547394,0.8548104763031006,1.327653408050537,1.8141937255859375
all,upstream,COc1ccc(Cn2nnnc2CN2CCC(c3nc4ccccc4s3)CC2)cc1,7.0,1.5989853143692017,0.0,0.12068965658545494,0.36999836564064026,0.014705882873386145,0.007620352553203702,0.03703703731298447,0.0,0.0,0.0,0.0,2.9452882989520246,0.26683725632028654,0.0,5.245040597401385e-07,5.535020193292439e-07,9.254408439574036e-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5989853143692017,2.7355430126190186,1.787690281867981
all,upstream,COc1ccc(N(C(C)C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)S(C)(=O)=O)cc1,12.0,1.7362608313560486,0.0,0.109375,0.2465415745973587,0.0,0.0,0.02777777798473835,0.0,0.0,0.0,0.0,3.2964945157504024,0.19878817163407803,0.0,6.158917926768481e-07,6.968920729377714e-07,1.5175941143752425e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7362608909606934,2.8497445583343506,3.371727228164673
all,upstream,COc1ccc(N2C(=O)C(CN3CCCCC3)C2c2ccccc2)cc1,6.0,1.1135415434837341,0.0,0.04545454401522875,0.13776335399597883,0.05000000074505806,0.35897235572338104,0.0,0.0,0.0,0.0,0.0,3.683314416556682,0.21963847219012678,0.0,4.861276750034449e-07,5.416279407199909e-07,9.100930355998571e-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06666667014360428,1.113541603088379,1.9644445180892944,2.138256549835205
all,upstream,COc1ccc(N2CC(C(=O)O)CC2=O)cc1,5.0,0.595186248421669,0.0,0.06451612710952759,0.14375899732112885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.129087076110646,0.1004558764398098,0.0,7.181947410117573e-07,8.175646826202865e-07,1.4785676398787473e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27272728085517883,0.5951862335205078,1.4611057043075562,1.1560436487197876
all,upstream,COc1ccc(N2CCN(C(c3cccs3)C(C)NC(=O)C(=O)N3CCCC3)CC2)cc1,11.0,1.6122069954872131,0.0,0.16417910903692245,0.4330398067831993,0.0,0.0,0.04545454680919647,0.0,0.0,0.0,0.0,3.053739674794476,0.31789360754191875,0.0,6.321634771211393e-07,7.315542234209715e-07,1.5062741169913352e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6122069358825684,2.1349546909332275,3.0364575386047363
all,upstream,COc1ccc(NC(=O)CCCN2C(=O)C(c3ccccc3)Oc3cccnc32)cc1OC,11.0,1.2794449925422668,0.0,0.180327869951725,0.4709639400243759,0.0,0.0,0.0652173925191164,0.0,0.0,0.0,0.0,2.9623133680486475,0.3632862474769354,0.0,6.342692842054021e-07,7.34611802499785e-07,1.4927836389233562e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.06666667014360428,1.279444932937622,3.0889267921447754,1.6077194213867188
all,upstream,COc1ccc(NC(=O)CN(C)S(=O)(=O)c2ccc3c(c2)CCC(=O)N3)c(OC)c1,11.0,1.0262132585048676,0.0,0.08181818202137947,0.3001684248447418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.962462526707103,0.15686028823256493,0.0,5.937445735071378e-07,6.598991149076028e-07,1.2937240398969152e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333334028720856,1.02621328830719,1.6961307525634766,2.9283366203308105
all,upstream,COc1ccc(NC(=O)CSc2nccn2Cc2ccccc2)c(OC)c1,11.0,1.09128999710083,0.0,0.10000000149011612,0.36289265751838684,0.024390242993831635,0.03520714212208986,0.0,0.0,0.0,0.0,0.0,2.8690779719453126,0.22391519439406693,0.0,3.3115875908151793e-07,3.7327026802813634e-07,8.037853831410757e-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.06666667014360428,1.09128999710083,2.921384334564209,1.8883036375045776
all,upstream,COc1ccc(NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1Cl,8.0,1.6694832742214203,0.0,0.06944444496184587,0.15860493655782193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3041520054204914,0.10909567910130136,0.0,5.574141113129372e-07,6.141197559372813e-07,1.0560149235061544e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.07692307978868484,1.6694833040237427,2.226104974746704,3.1678597927093506
all,upstream,COc1ccc(NC(=O)c2ccc3c(c2)OCO3)cc1[N+](=O)[O-],6.0,1.3741748332977295,0.0,0.09459459222853184,0.1980928834527731,0.008333333767950535,0.0028185038827359676,0.0,0.0,0.0,0.0,0.0,3.023185224564152,0.15315577283035964,0.0,5.423830202744284e-07,5.93998393583206e-07,1.0904761040819722e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.10526315867900848,1.3741748332977295,2.209138870239258,1.9284672737121582
all,upstream,COc1ccc(NC(=S)N2CCN(C(=O)C3CCCO3)CC2)c(OC)c1,9.0,1.3766196966171265,0.0,0.11320754885673523,0.19149119779467583,0.0,0.0,0.05882352963089943,0.0,0.0,0.0,0.0,2.844951934063674,0.21990387793630362,0.0,7.159342487739195e-07,8.211640363242623e-07,1.630093152016343e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3766196966171265,2.3966379165649414,2.4109997749328613
all,upstream,COc1ccc(NCC(=O)Nc2ccc(Br)cc2F)c(OC)c1,9.0,1.7410693168640137,0.0,0.1250000037252903,0.3689558655023575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.882142920032814,0.21723897010087967,0.0,7.45901076015798e-07,8.102371964469057e-07,1.392672317024335e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7410693168640137,2.6760973930358887,2.2552592754364014
all,upstream,COc1ccc(NS(=O)(=O)c2cccc(C(=O)N_N=C_c3ccc4c(c3)OCCO4)c2)cc1,9.0,1.168520450592041,0.0,0.09649122878909111,0.1745971105992794,0.0,0.0,0.043478261679410934,0.0,0.0,0.0,0.0,2.7979640525942937,0.1836187681183219,0.0,8.523141161731473e-07,9.379790810726263e-07,1.7904284277392435e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.10000000149011612,1.168520450592041,2.136298894882202,3.2899057865142822
all,upstream,COc1ccc(Nc2cc(Nc3cccc(OC)c3)ncn2)cc1,8.0,0.5989770889282227,0.0,0.10227273032069206,0.283560074865818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5741546018799735,0.17316274903714657,0.0,1.0187002885686525e-06,1.0879726062285044e-06,1.7847140725280042e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000149011612,0.5989770889282227,2.120734691619873,2.3682069778442383
all,upstream,COc1ccc(OC)c(-n2c(N)c(C(=O)NCC3CCCO3)c3nc4ccccc4nc32)c1,10.0,0.952243447303772,0.0,0.12096773833036423,0.32891495525836945,0.0,0.0,0.057692309841513634,0.0,0.0,0.0,0.0,2.5705758236546927,0.2608887869864702,0.0,7.296845296878018e-07,8.481225393097702e-07,1.7541507304486004e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000149011612,0.952243447303772,1.8733526468276978,2.131364583969116
all,upstream,COc1ccc(OC)c(NC(=O)CCNC(=O)Cn2cnc3ccccc3c2=O)c1,12.0,1.6248807311058044,0.0,0.09259259328246117,0.2957073524594307,0.0,0.0,0.029411764815449715,0.0,0.0,0.0,0.0,2.7536710724706754,0.19593119621276855,0.0,7.438608093934818e-07,7.899959655333078e-07,1.3905944342695875e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.06666667014360428,1.6248807907104492,2.607013702392578,3.6070072650909424
all,upstream,COc1ccc(OC)c(NC(=O)CSc2nnc(C)n2Cc2ccccc2)c1,12.0,2.2560262084007263,0.0,0.08653846196830273,0.299814909696579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2591072634258254,0.16149218939244747,0.0,3.739995406704111e-07,4.074876756021695e-07,7.520112035308557e-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.256026268005371,3.2972795963287354,3.0645339488983154
all,upstream,COc1ccc(OC)c(NC(=O)c2ccccc2NS(=O)(=O)c2cccc3cccnc23)c1,10.0,0.9920078217983246,0.0,0.1315789446234703,0.3408609740436077,0.0,0.0,0.043478261679410934,0.0,0.0,0.0,0.0,3.121868060953852,0.26027244981378317,0.0,5.150403978859686e-07,5.56624485170687e-07,9.94391740505307e-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.06666667014360428,0.992007851600647,2.443991184234619,2.7959423065185547
all,upstream,COc1ccc(S(=O)(=O)N(C)CC(=O)NCCN2CCOCC2)cc1,11.0,1.6765472888946533,0.0,0.0882352963089943,0.11520924046635628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.322010555498063,0.11703760642558336,0.0,7.911282580153056e-07,8.573132390665705e-07,1.5991073496479657e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6765472888946533,2.257545232772827,1.918350100517273
all,upstream,COc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c2ccccc2)cc1,11.0,1.988555669784546,0.0,0.16417910531163216,0.5597542375326157,0.01293103490024805,0.007034590467810631,0.0833333358168602,0.0,0.0,0.0,0.0,3.3370554600346365,0.402140683028847,0.0,6.545055555307044e-07,7.28013588968679e-07,1.5595868489981513e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988555669784546,2.3175241947174072,2.9466195106506348
all,upstream,COc1ccc(S(=O)(=O)N2CCCC(C(=O)N3CCN(c4ccccc4)CC3)C2)cc1Cl,7.0,1.388612449169159,0.0,0.15079365670681,0.3881453573703766,0.004347825888544321,0.00043081259354949,0.02083333395421505,0.0,0.0,0.0,0.0,2.853255104802908,0.2731188590405509,0.0,8.677780556354264e-07,9.64502333999917e-07,1.9246271563133632e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.03333333507180214,1.3886125087738037,2.0923304557800293,3.1132216453552246
all,upstream,COc1ccc(_C=C_C(=O)Nc2ccncc2)cc1OC,8.0,0.491951584815979,0.0,0.1315789446234703,0.5188490748405457,0.0,0.0,0.0416666679084301,0.0,0.0,0.0,0.0,2.6488856687143647,0.3029578812420368,0.0,9.81900029728422e-07,1.0543170958499104e-06,1.7916417505148274e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2666666805744171,0.491951584815979,1.6702920198440552,2.579188108444214
all,upstream,COc1ccc2[nH]c(-c3ccccc3)cc2c1,3.0,0.8030111566185951,0.0,0.109375,0.45643407106399536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5277544307569366,0.22348351776599884,0.0,5.337934823046453e-07,5.781293737072701e-07,8.77106259622451e-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.8030111789703369,0.6535397171974182,1.9497429132461548
all,upstream,COc1ccc2[nH]c(=O)c(CN(C(=O)c3ccncc3)C(C)C)cc2c1,9.0,1.1560384929180145,0.0,0.11224490031599998,0.2535196617245674,0.0,0.0,0.05882352963089943,0.0,0.0,0.0,0.0,3.093722733135137,0.23444834537804127,0.0,6.512918275802804e-07,7.503279846332589e-07,1.5589889699185733e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.10000000149011612,1.156038522720337,2.036125421524048,3.4487316608428955
all,upstream,COc1ccc2c(c1)C(=NO)c1cc(OC)ccc1-2,5.0,0.6008585691452026,0.0,0.14705882966518402,0.5258564352989197,0.036363635212183,2.140419363975525,0.06666667014360428,0.0,0.0,0.0,0.0,2.3147194192874117,0.9166580848395824,0.0,6.662880878138822e-07,7.603833580560604e-07,1.4310028859654267e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6008585691452026,0.8178507089614868,1.1386449337005615
all,upstream,COc1ccc2c(c1)CCc1c(C(=O)N3CC4(C)CC3CC(C)(C)C4)noc1-2,7.0,1.9052250981330872,0.0,0.14166666939854622,0.18488582223653793,0.017543859779834747,0.035619193338789046,0.1250000037252903,0.0,0.0,0.0,0.0,2.9239973825258057,0.339336786797503,0.0,7.624604165812343e-07,8.388655601265782e-07,1.7809716723604652e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9052250385284424,1.6405428647994995,2.074845790863037
all,upstream,COc1ccc2c(c1)c1ccccc1n2C,3.0,0.764363020658493,0.0,0.06451612710952759,0.1503325290977955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7723190698625246,0.10209925938397646,0.0,8.771262116624712e-07,9.82375809144287e-07,1.7215455159202975e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7643630504608154,0.7996803522109985,0.663472592830658
all,upstream,COc1ccc2cc3cc(C(=O)NCCN4CCc5ccccc5C4)sc3nc2c1,7.0,0.5968195199966431,0.0,0.14912280812859535,0.35983651876449585,0.005050505045801401,0.0022780250292271376,0.01923076994717121,0.0,0.0,0.0,0.0,2.999267721198987,0.2639327190699987,0.0,6.695327101624571e-07,7.311322178793489e-07,1.4285224665400165e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2666666805744171,0.5968195199966431,1.8630903959274292,2.460627555847168
all,upstream,COc1cccc(-c2cccc(NC(=O)C3CCN(Cc4nccs4)CC3)c2)c1,8.0,1.6763202548027039,0.0,0.10526315867900848,0.263120636343956,0.010101010091602802,0.018874713219702244,0.0,0.0,0.0,0.0,0.0,2.86151811273354,0.18586300616152585,0.0,7.384892342088278e-07,8.294335316350043e-07,1.6454296769552457e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6763203144073486,2.4161195755004883,2.216973066329956
all,upstream,COc1cccc(C(=O)Nc2cc(C(=O)NCc3ccc(C)cc3)ccc2N2CCC3(CC2)CC(c2ccccc2)=NO3)c1,12.0,1.8453125357627869,0.0,0.1764705926179886,0.7148161232471466,0.04421768710017204,0.9093756079673767,0.05714285746216774,0.0,0.0,0.0,0.0,3.153893059039823,0.6838790699839592,0.0,7.720015275936021e-07,8.727760985038913e-07,1.900052097880689e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8453125953674316,2.685009717941284,3.149905204772949
all,upstream,COc1cccc(CCNC(=O)c2cc(COc3c(F)cccc3F)on2)c1,10.0,1.3939398527145386,0.0,0.1145833320915699,0.36195752024650574,0.03797468449920416,0.053514204919338226,0.0,0.0,0.0,0.0,0.0,3.472099423442006,0.25642594788223505,0.0,8.42708715254048e-07,9.065429082966148e-07,1.6465896237605193e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3939398527145386,2.3073463439941406,2.8585822582244873
all,upstream,COc1cccc(CNC(=O)C2CCN(S(=O)(=O)c3cnc[nH]3)CC2)c1,8.0,1.6671144366264343,0.0,0.09999999776482582,0.1500207595527172,0.01123595517128706,0.038557146675884724,0.029411764815449715,0.0,0.0,0.0,0.0,3.3747548338401216,0.18779219430871308,0.0,6.922469424353039e-07,7.666054955279833e-07,1.3354178918234538e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667114496231079,2.220564842224121,2.895970344543457
all,upstream,COc1cccc(CNC(=O)c2cccs2)c1,6.0,0.5208233594894409,0.0,0.04838709533214569,0.1463513784110546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.795426252829071,0.08497493993490934,0.0,5.080360239162474e-07,5.669778033734474e-07,1.0656796689545445e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000001192092896,0.5208233594894409,1.4904249906539917,2.6246423721313477
all,upstream,COc1cccc(N(CC(=O)N2CCCC2)S(C)(=O)=O)c1,8.0,0.9451342821121216,0.0,0.1309523843228817,0.18935732170939445,0.00657894741743803,0.001002375385724008,0.0,0.0,0.0,0.0,0.0,3.324470553628799,0.18512125601409934,0.0,4.813939682435375e-07,5.213586717900398e-07,8.586410160660307e-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5666666626930237,0.9451342821121216,1.3685017824172974,2.4556667804718018
all,upstream,COc1cccc(N2C(=O)CC(N3CCN(CCN=CC4=C(O)CC(C)(C)CC4=O)CC3)C2=O)c1,11.0,1.5803245306015015,0.0,0.1736111119389534,0.2533738687634468,0.007575757801532745,0.0019562027882784605,0.0652173925191164,0.0,0.0,0.0,0.0,3.0400556836757895,0.31023678014753386,0.0,6.278241642121429e-07,6.757376525001746e-07,1.1650237752292014e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5803245306015015,2.4951834678649902,1.9713135957717896
all,upstream,COc1cccc(N2C(=O)NC(=O)C3(Cc4cc(C)ccc4N(C)C3)C2=O)c1,5.0,1.0550760328769684,0.0,0.0769230779260397,0.17755292356014252,0.0,0.0,0.0,0.125,0.0,0.0,0.0,3.2017064460013116,0.24631130881607533,0.0,6.00043691179053e-07,6.776284635634511e-07,1.4161867625261948e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.06666667014360428,1.055076003074646,1.7691271305084229,2.7065341472625732
all,upstream,COc1cccc(NC(=O)CN(C)C(=O)c2ccc3ccccc3c2)c1,9.0,1.142157256603241,0.0,0.09375,0.2100183144211769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.982417878998974,0.14625457860529423,0.0,1.005918790042415e-06,1.0888661279295775e-06,2.080476690480282e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.13333334028720856,1.1421573162078857,2.0534090995788574,2.5746097564697266
all,upstream,COc1cccc(NC(=O)CN(C)S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)c1,9.0,1.0386622250080109,0.0,0.1195652149617672,0.2260136678814888,0.012987012974917889,0.211110457777977,0.0,0.0,0.0,0.0,0.0,3.069720999102719,0.24183325935155153,0.0,6.718284168982791e-07,7.277570830410696e-07,1.1792823215728276e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.03333333507180214,1.0386621952056885,2.4812891483306885,1.6528306007385254
all,upstream,COc1cccc(NC(=O)N2CCN(C(=O)C(Cc3ccc(OC)c(OC)c3)NC(C)=O)CC2)c1,16.0,1.791008472442627,0.0,0.09420289844274521,0.24038292467594147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6889145650935564,0.15429862961173058,0.0,5.392586217567441e-07,5.896633012980601e-07,1.0588460384042264e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791008472442627,2.9708282947540283,3.9442713260650635
all,upstream,COc1cccc(NS(=O)(=O)c2cc3c(cc2C)N(C(C)=O)CCO3)c1,8.0,0.7033960223197937,0.0,0.08333333116024733,0.11078990995883942,0.024096384644508362,0.018865445628762245,0.05882352963089943,0.0,0.0,0.0,0.0,3.3836976842738866,0.19866708433255553,0.0,4.4993045378305396e-07,5.101745585989192e-07,1.0367035088165721e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000149011612,0.7033960223197937,2.061424493789673,3.4319417476654053
