group,method,molecule_id,rotatable_bond_count,aligned_RMSD,delta_aligned_RMSD,bond_outlier_rate,bond_outlier_magnitude,angle_outlier_rate,angle_outlier_magnitude,ring_bond_outlier_rate,ring_planarity_outlier_rate,clash_penetration,severe_clash_rate,stereocenter_degenerate_rate,torsion_prior_outlier_score,total_thresholded_validity_score,chirality_error,mean_displacement,molecule_rms_displacement,max_displacement,coordinate_unchanged,mean_torsion_change,high_flex_torsion_change,accepted,selected_step,uncertainty,rigid_gate_mean,global_safety_gate_mean,velocity_norm_mean,torsion_gate_max,torsion_contribution_max,torsion_gate_mean,torsion_gate_active_fraction,torsion_velocity_norm,torsion_velocity_fraction,delta_bond_outlier_rate,delta_bond_outlier_magnitude,delta_angle_outlier_rate,delta_angle_outlier_magnitude,delta_ring_bond_outlier_rate,delta_ring_planarity_outlier_rate,delta_clash_penetration,delta_severe_clash_rate,delta_chirality_error,delta_stereocenter_degenerate_rate,delta_torsion_prior_outlier_score,delta_total_thresholded_validity_score,COV_P,COV_R,MAT_P,MAT_R,diversity
all,upstream,C1CN(c2nc3nonc3n3nnnc23)CCO1,1.0,0.49727535247802734,0.0,0.1034482792019844,0.20259961485862732,0.03999999910593033,0.034924671053886414,0.10000000149011612,0.0,0.0,0.0,0.0,2.717100036622128,0.3028293512761593,0.0,4.872345016337931e-07,5.308285153660108e-07,9.62942522164667e-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4000000059604645,0.49727535247802734,1.6751083135604858,0.0
all,upstream,C=C(C)C1CC=C(CN2CCN(Cc3ccccc3)CC2)CC1,6.0,2.2957284450531006,0.0,0.12727272510528564,0.2553918957710266,0.019607843831181526,0.014392510056495667,0.0,0.0,0.0,0.0,0.0,3.325018800183369,0.21432667039334774,0.0,5.792755928268889e-07,6.477123406511964e-07,1.2839233249906101e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2957284450531006,2.836392402648926,0.0
all,upstream,C=C(C)COc1ccc(-c2[nH]ncc2Oc2ccccc2OCC)c(O)c1,11.0,1.649246096611023,0.0,0.09803921729326248,0.3275408148765564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1403328863626907,0.17992442101240158,0.0,5.363582999962091e-07,5.796526920676115e-07,9.200185218105617e-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649246096611023,2.6977615356445312,0.0
all,upstream,C=C(C)COc1ccc(-c2nc(N)ncc2-c2ccc(OC)c(OC)c2)c(O)c1,12.0,1.8881301879882812,0.0,0.0555555559694767,0.09047924727201462,0.01149425283074379,0.01773034781217575,0.0,0.0,0.0,0.0,0.0,2.964040005758317,0.09410220757126808,0.0,3.916861714969855e-07,4.4705228674501996e-07,7.907449912636366e-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8881301879882812,2.508798837661743,0.0
all,upstream,C=C(C)COc1ccc(-c2nc(N)ncc2-c2ccc(OC)cc2)c(O)c1,10.0,1.1722548007965088,0.0,0.07999999821186066,0.24023069441318512,0.012500000186264515,0.010877150110900402,0.0,0.0,0.0,0.0,0.0,3.312944572450056,0.15527695952914655,0.0,6.969335686335398e-07,7.772001140438078e-07,1.4793483842368005e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06666667014360428,1.1722548007965088,1.98910653591156,0.0
all,upstream,C=C(C)CSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CCN(C)C3,5.0,1.1368287801742554,0.0,0.1599999964237213,0.33580875396728516,0.02298850566148758,0.06342019885778427,0.0,0.0,0.0,0.0,0.0,3.7918911004353832,0.28279574029147625,0.0,7.434117605953361e-07,7.996380873009912e-07,1.3058723880021716e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11764705926179886,1.1368287801742554,1.7318346500396729,0.0
all,upstream,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)CCC(=O)[C@@]21C,3.0,1.7282030582427979,0.0,0.24390244483947754,0.6920194029808044,0.03750000149011612,0.07463711500167847,0.4000000059604645,0.0,0.0,0.0,0.0,4.935165916253588,0.8730665817856789,0.0,4.6267859943327494e-07,5.305286094881012e-07,1.2215317610753118e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7282030582427979,1.8432064056396484,0.0
all,upstream,C=CCCC(=O)Nc1ccc(Br)cn1,5.0,1.0550024509429932,0.0,0.48000001907348633,2.989323139190674,0.050000001676380634,0.07201582752168179,0.0833333358168602,0.0,0.0,0.0,0.0,2.981916354116733,1.378668098244816,0.0,7.077140367073298e-07,8.116287517623277e-07,1.557205678182072e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0550024509429932,1.0493496656417847,0.028470482677221298
all,upstream,C=CC[NH+]1C(c2ccccc2)=CS_C1=C(\C#N)c1nnc2n1CCCCC2,4.0,1.4201432466506958,0.0,0.4615384638309479,3.0165188312530518,0.1111111156642437,2.376780867576599,0.40909090638160706,0.0,0.0,0.0,0.0,3.418313543057269,2.3300654105842113,0.0,6.364839748584927e-07,7.047764256640221e-07,1.2100987873964186e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4201432466506958,1.4158097505569458,0.02777428738772869
all,upstream,C=CCc1ccc(OCC(O)C[NH+]2CCC(Cc3ccccc3)CC2)c(OC)c1,12.0,3.0037730932235718,0.0,0.6076923161745071,2.7912639379501343,0.05982906185090542,0.10611451137810946,0.5555555522441864,0.0,0.0,0.0,0.0,3.4322150454441513,1.94742154260166,0.0,7.752566375529568e-07,8.675984020101168e-07,1.7407328414265066e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0037732124328613,2.998816728591919,0.030451828613877296
