molecule_id,sample_id,method,source_type,rotatable_bond_count,has_ring,bond_violation,angle_violation,torsion_circular_error,ring_invalidity,clash_score,severe_clash,chirality_error,chirality_preserved,aligned_RMSD,MMFF_coverage,force_field_method,relaxation_energy_drop,relaxation_RMSD,optimization_success,ms_per_conformer,subsets
Brc1cccc(-c2nnc3n2CCC3)c1,val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0000,ECIR_4step_teacher,upstream_etflow_formal,1,True,0.011757117696106434,0.01926913671195507,0.0007510185241699219,0.015122405253350735,0.0,False,0.0,True,0.9382913708686829,True,MMFF94s,3.889503158535483,0.041403695940971375,False,73.47309999749996,all;rotatable_le_2;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(-c2nnc3n2CCC3)c1,val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0000,MMFF_10step,upstream_etflow_formal,1,True,0.002981614088639617,0.0035739173181355,0.0019021034240722656,0.0037668386939913034,0.0,False,0.0,True,0.9438433051109314,True,MMFF94s,4.042720221992425,0.03794978931546211,False,3.647000005003065,all;rotatable_le_2;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(-c2nnc3n2CCC3)c1,val::Brc1cccc(-c2nnc3n2CCC3)c1__gen0000,MMFF_50step,upstream_etflow_formal,1,True,0.0,0.0,0.0,0.0,0.0,False,0.0,True,0.951107382774353,True,MMFF94s,4.337578744012628,0.0696406438946724,False,5.503399996086955,all;rotatable_le_2;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1,val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0000,upstream,upstream_etflow_formal,4,True,0.01359594613313675,0.022809142246842384,0.09096250683069229,0.014593102969229221,0.0,False,0.0,True,0.5904262661933899,True,MMFF94s,7.191961914814019,0.052267324179410934,False,0.0,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1,val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0000,ECIR_4step_teacher,upstream_etflow_formal,4,True,0.011413000524044037,0.021731676533818245,0.08638909459114075,0.011106912046670914,0.0,False,0.0,True,0.5909175872802734,True,MMFF94s,5.928974976556685,0.05194516479969025,False,67.36529999761842,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1,val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0000,MMFF_10step,upstream_etflow_formal,4,True,0.0025045424699783325,0.004567597061395645,0.08209887892007828,0.002309855306521058,0.0,False,0.0,True,0.5982412099838257,True,MMFF94s,7.191961914814019,0.052267324179410934,False,3.6782999959541485,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1,val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0000,MMFF_50step,upstream_etflow_formal,4,True,0.0,0.0,0.0,0.0,0.0,False,0.0,True,0.6286657452583313,True,MMFF94s,8.71279169453366,0.17663060128688812,False,6.433600006857887,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1,val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0001,upstream,upstream_etflow_formal,4,True,0.012973979115486145,0.01953834854066372,0.04902715981006622,0.0162130668759346,0.0,False,0.0,True,0.26574912667274475,True,MMFF94s,4.46805217690385,0.03421798720955849,False,0.0,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1,val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0001,ECIR_4step_teacher,upstream_etflow_formal,4,True,0.010070674121379852,0.01969376765191555,0.0501205176115036,0.012299488298594952,0.0,False,0.0,True,0.26595601439476013,True,MMFF94s,3.6127258361707533,0.03481017425656319,False,73.75080000201706,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1,val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0001,MMFF_10step,upstream_etflow_formal,4,True,0.005137000232934952,0.006470129359513521,0.05283251404762268,0.004851790145039558,0.0,False,0.0,True,0.2667185664176941,True,MMFF94s,4.46805217690385,0.03421798720955849,False,4.400200006784871,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1,val::Brc1cccc(CSc2nnc(-c3ccncc3)o2)c1__gen0001,MMFF_50step,upstream_etflow_formal,4,True,0.0,0.0,0.0,0.0,0.0,False,0.0,True,0.24406519532203674,True,MMFF94s,5.3081948054755586,0.10453406721353531,False,7.0829999895067886,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(OCCSc2ncccn2)c1,val::Brc1cccc(OCCSc2ncccn2)c1__gen0001,upstream,upstream_etflow_formal,5,True,0.012863668613135815,0.018328936770558357,0.06298577785491943,0.015096832998096943,0.0,False,0.0,True,0.5052790641784668,True,MMFF94s,3.60408049938963,0.036486729979515076,False,0.0,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(OCCSc2ncccn2)c1,val::Brc1cccc(OCCSc2ncccn2)c1__gen0001,ECIR_4step_teacher,upstream_etflow_formal,5,True,0.010212039574980736,0.01828717440366745,0.06316545605659485,0.011146347038447857,0.0,False,0.0,True,0.5049577951431274,True,MMFF94s,2.8529203970226913,0.04116496443748474,False,76.89050000044517,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
Brc1cccc(OCCSc2ncccn2)c1,val::Brc1cccc(OCCSc2ncccn2)c1__gen0001,MMFF_10step,upstream_etflow_formal,5,True,0.004915825091302395,0.005785594694316387,0.052809424698352814,0.005802263971418142,0.0,False,0.0,True,0.5019764304161072,True,MMFF94s,3.60408049938963,0.036486729979515076,False,3.8825000083306804,all;rotatable_3_5;ring;source_upstream_etflow_formal;MMFF_supported
