upstream,method,seed,records,reference_records,V3D,PB,source_rmsd_mean,source_rmsd_median,source_rmsd_p95,source_rmsd_p99,reference_rmsd,finite_coordinate_rate,tau_median,tau_p95,tau_p99,tau_max,xtb_median_delta_e,xtb_trimmed_mean_delta_e,xtb_lower_fraction,xtb_p90,xtb_p95,xtb_p99,xtb_gt25,xtb_gt50,xtb_gt100
avgflow,AVGFLOW_RAW,,10000,7908,0.5472,0.9529,0.0,0.0,0.0,0.0,0.6759700617388053,,,,,,,,,,,,,,
avgflow,AVGFLOW_SIXS_U_SEED307,307.0,10000,7908,0.5708,0.953,0.003481163424323313,0.0033392144832760174,0.004310263250954446,0.005349463731981829,0.6760316396578695,1.0,0.0033392144832760096,0.004310263250954449,0.005349463731981816,0.05438977852463722,0.28224876643059293,0.29605523599294387,0.018,0.4980385419872394,0.5817818991397422,0.8983121282954737,0.0,0.0,0.0
avgflow,AVGFLOW_SIXS_U_SEED331,331.0,10000,7908,0.5751,0.9531,0.0035957203081343325,0.00346124905627222,0.004342068987898523,0.005453692339360724,0.6760193543307206,1.0,0.0034612490562722087,0.004342068987898529,0.0054536923393607144,0.05196415260434151,0.3015569954307664,0.31360236387513873,0.0169,0.5096411516232806,0.5972036166129634,0.8939189742853576,0.0,0.0,0.0
avgflow,AVGFLOW_SIXS_U_SEED353,353.0,10000,7908,0.5806,0.9531,0.0034598346612416207,0.0033144635381176903,0.004515810799784949,0.005882302317768334,0.6760364634008103,1.0,0.0033144635381177068,0.004515810799784952,0.005882302317768343,0.053750939667224884,0.2614315591215157,0.2784739009316411,0.0161,0.4917894795502176,0.5949209507302468,0.9729181021971923,1.0,0.0,0.0
