sample_id,bond_solver_failure_fraction,cartesian_bond_subspace_cosine,bond_cancellation_fraction,atom_clipping_fraction,graph_clip_scale_min
val::CCOC(=O)c1c[nH]c2nc(C)ccc2c1=O__gen0000::cartesian_s2_u0.350,0.0,0.6916401535272598,0.0,0.0,1.0
val::CCOC(=O)c1ccc(COc2ccc(C(C)C)cc2)o1__gen0000,0.0,0.7185005098581314,0.0,0.0,1.0
val::CCOC(=O)c1cnn(-c2nc(OCC)cc(OCC)n2)c1C__gen0001::cartesian_s1_u0.350,0.0,0.594232052564621,0.0,0.0,1.0
val::CCOC(=O)c1cnn(-c2nc(OCC)cc(OCC)n2)c1C__gen0001::cartesian_s2_u0.350,0.0,0.4161417782306671,0.0,0.0,1.0
val::CCOC(=O)c1nnn(CC(=O)N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)c1C(=O)OCC__gen0000,0.0,0.5673240721225739,0.0,0.0,1.0
val::CCOCCCn1c(=N)c(C(=O)Nc2cc(C)on2)cc2c(=O)n3ccccc3nc21__gen0000,0.0,0.6327277570962906,0.0,0.0,1.0
val::CCO[C@@H]1OC(C(=O)Nc2ccccc2)=C[C@H](c2ccccc2)[C@H]1CCCO__gen0000::cartesian_s1_u0.350,0.0,0.7127591818571091,0.0,0.0,1.0
val::CCO[C@@H]1OC(C(=O)Nc2ccccc2)=C[C@H](c2ccccc2)[C@H]1CCCO__gen0000::cartesian_s2_u0.350,0.0,0.6100104004144669,0.0,0.0,1.0
val::CCOc1cc(CNc2ccc(N3CCCC3)cc2)cc(Cl)c1OC__gen0001,0.0,0.7421941757202148,0.0,0.0,1.0
val::CCOc1cc(_C=C2_C(=N)N3OC(C)=CC3=NC2=O)ccc1OC(=O)c1ccco1__gen0001,0.0,0.3943306431174278,0.0,0.0,1.0
val::CCOc1cc(_C=N_n2cnnc2)ccc1OS(=O)(=O)c1ccccc1__gen0001,0.0,0.4996432438492775,0.0,0.0,1.0
val::CCOc1ccc(-c2csc(NC(=O)CSCC(=O)O)n2)c2ccccc12__gen0000,0.0,0.36613929271698,0.0,0.0,1.0
val::CCOc1ccc(-c2noc(CCC(=O)NC)n2)cc1OCC__gen0000::cartesian_s1_u0.350,0.0,0.6146909892559052,0.0,0.0,1.0
val::CCOc1ccc(-c2noc(CCC(=O)NC)n2)cc1OCC__gen0000::cartesian_s2_u0.350,0.0,0.5427539944648743,0.0,0.0,1.0
val::CCOc1ccc(-n2c(SCC(=O)Nc3ccc(OC)cc3)nc3c(c2=O)SCC3)cc1__gen0000,0.0,0.5176481902599335,0.0,0.0,1.0
val::CCOc1ccc(C2C3=C(CCCC3=O)N(CC(=O)O)C3=C2C(=O)CCC3)cc1__gen0001::cartesian_s1_u0.350,0.0,0.8221009969711304,0.0,0.0,1.0
val::CCOc1ccc(C2C3=C(CCCC3=O)N(CC(=O)O)C3=C2C(=O)CCC3)cc1__gen0001::cartesian_s2_u0.350,0.0,0.8160699009895325,0.0,0.0,1.0
val::CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC__gen0001::cartesian_s1_u0.350,0.0,0.59248486161232,0.0,0.0,1.0
val::CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC__gen0001::cartesian_s2_u0.350,0.0,0.743138313293457,0.0,0.0,1.0
val::CCOc1ccc(CNC(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)cc1OC__gen0001::cartesian_s1_u0.350,0.0,0.7688829451799393,0.0,0.0,1.0
val::CCOc1ccc(CNC(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)cc1OC__gen0001::cartesian_s2_u0.350,0.0,0.807088777422905,0.0,0.0,1.0
val::CCOc1ccc(CNc2ccc(N3CCCC3)cc2)cc1__gen0000::cartesian_s1_u0.350,0.0,0.7280092090368271,0.0,0.0,1.0
val::CCOc1ccc(CNc2ccc(N3CCCC3)cc2)cc1__gen0000::cartesian_s2_u0.350,0.0,0.7890877276659012,0.0,0.0,1.0
val::CCOc1ccc(Cn2nnc(C(=O)Nc3cc(C)cc(C)c3)c2N)cc1__gen0001::cartesian_s1_u0.350,0.0,0.6917064040899277,0.0,0.0,1.0
val::CCOc1ccc(Cn2nnc(C(=O)Nc3cc(C)cc(C)c3)c2N)cc1__gen0001::cartesian_s2_u0.350,0.0,0.7434504479169846,0.0,0.0,1.0
val::CCOc1ccc(NC(=O)C2CCCN2C(=O)Oc2ccccc2)cc1__gen0001::cartesian_s1_u0.350,0.0,0.6787446737289429,0.0,0.0,1.0
val::CCOc1ccc(NC(=O)C2CCCN2C(=O)Oc2ccccc2)cc1__gen0001::cartesian_s2_u0.350,0.0,0.7598816901445389,0.0,0.0,1.0
val::CCOc1ccc(NC(=O)Nc2cccn(Cc3ccccc3)c2=O)cc1__gen0000,0.0,0.7222129702568054,0.0,0.0,1.0
val::CCOc1ccccc1NC(=S)NCCCn1ccnc1__gen0001,0.0,0.6021286696195602,0.0,0.0,1.0
val::CCSc1nnc2c(n1)OC(c1ccc(C(=O)O)cc1)N(C(C)=O)c1ccccc1-2__gen0001,0.0,0.49651452898979187,0.0,0.0,1.0
val::CCc1ccc(C(=O)COC(=O)c2cccnc2Cl)cc1__gen0001::cartesian_s1_u0.350,0.0,0.6829478293657303,0.0,0.0,1.0
val::CCc1ccc(C(=O)COC(=O)c2cccnc2Cl)cc1__gen0001::cartesian_s2_u0.350,0.0,0.7039214968681335,0.0,0.0,1.0
val::CCc1ccc(C(C)NC(=O)c2ccc3c(c2)OCO3)cc1__gen0001,0.0,0.7177747189998627,0.0,0.0,1.0
val::CCc1ccc(CNC(=O)C2CCC(=O)N(CCc3ccc(Cl)cc3)C2)nc1__gen0000,0.0,0.8063173890113831,0.0,0.0,1.0
val::CCc1ccc(NC(=O)Cn2nc(C)c([N+](=O)[O-])c2C)cc1__gen0000::cartesian_s1_u0.350,0.0,0.7277113944292068,0.0,0.0,1.0
val::CCc1ccc(NC(=O)Cn2nc(C)c([N+](=O)[O-])c2C)cc1__gen0000::cartesian_s2_u0.350,0.0,0.7141779810190201,0.0,0.0,1.0
val::CCc1ccc(NC(=O)N(CCCN2CCOCC2)Cc2cccs2)cc1__gen0001,0.0,0.536380261182785,0.0,0.0,1.0
val::CCc1ccc2oc(-c3cc(N=Cc4cccc(OC)c4O)ccc3O)nc2c1__gen0000,0.0,0.6249996423721313,0.0,0.0,1.0
val::CCn1c(-c2ccco2)n[nH]c1=S__gen0000,0.0,0.474235363304615,0.0,0.0,1.0
val::CCn1c(=O)c2c(nc(SCC(=O)N3CCCC(C)C3)n2C)n(C)c1=O__gen0001,0.0,0.7739278078079224,0.0,0.0,1.0
val::CCn1c(C)nc2cc(C(=O)NNS(=O)(=O)c3c(F)cc(F)c(Cl)c3F)ccc21__gen0000,0.0,0.7075104117393494,0.0,0.0,1.0
val::CCn1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nnc1-c1cccs1__gen0001::cartesian_s1_u0.350,0.0,0.4152955189347267,0.0,0.0,1.0
val::CCn1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nnc1-c1cccs1__gen0001::cartesian_s2_u0.350,0.0,0.45658428966999054,0.0,0.0,1.0
val::CCn1c(SCC(=O)N2CCOCC2)nc(O)cc1=O__gen0001,0.0,0.5791667699813843,0.0,0.0,1.0
val::CCn1c(SCC(=O)NCc2ccccc2)nnc1-c1cccnc1__gen0000::cartesian_s1_u0.350,0.0,0.4778486490249634,0.0,0.0,1.0
val::CCn1c(SCC(=O)NCc2ccccc2)nnc1-c1cccnc1__gen0000::cartesian_s2_u0.350,0.0,0.4979096055030823,0.0,0.0,1.0
val::CCn1c(SCC(=O)Nc2ccccc2F)nnc1-c1ccoc1C__gen0001::cartesian_s1_u0.350,0.0,0.47873707860708237,0.0,0.0,1.0
val::CCn1c(SCC(=O)Nc2ccccc2F)nnc1-c1ccoc1C__gen0001::cartesian_s2_u0.350,0.0,0.5745740681886673,0.0,0.0,1.0
val::CCn1c(_C=C_c2ccccc2F)nc2ccccc2c1=O__gen0000,0.0,0.7720160037279129,0.0,0.0,1.0
val::CCn1cc(C(=O)NCc2ccc(C)o2)c2cc(OC)c(OC)cc2c1=O__gen0000,0.0,0.7565654367208481,0.0,0.0,1.0
val::CCn1cc(CCCC(=O)NCc2cccc(OC)c2)c2ccccc21__gen0000::cartesian_s1_u0.350,0.0,0.7999431639909744,0.0,0.0,1.0
val::CCn1cc(CCCC(=O)NCc2cccc(OC)c2)c2ccccc21__gen0000::cartesian_s2_u0.350,0.0,0.8192688822746277,0.0,0.0,1.0
val::CCn1cc([N+](=O)[O-])c(C(=O)Nc2cc(C)on2)n1__gen0000::cartesian_s1_u0.350,0.0,0.4681210145354271,0.0,0.0,1.0
val::CCn1cc([N+](=O)[O-])c(C(=O)Nc2cc(C)on2)n1__gen0000::cartesian_s2_u0.350,0.0,0.4369903951883316,0.0,0.0,1.0
val::CCn1nnnc1SCC(=O)NC1CCCC1__gen0001,0.0,0.5558506995439529,0.0,0.0,1.0
val::CN(C(=O)COC(=O)c1ccccc1Nc1ccccc1)C1CCS(=O)(=O)C1__gen0001,0.0,0.6640764772891998,0.0,0.0,1.0
val::CN(C(=O)c1ccco1)c1nc(-c2ccc(Cl)cc2)cs1__gen0000::cartesian_s1_u0.350,0.0,0.3089432641863823,0.0,0.0,1.0
val::CN(C(=O)c1ccco1)c1nc(-c2ccc(Cl)cc2)cs1__gen0000::cartesian_s2_u0.350,0.0,0.4403746873140335,0.0,0.0,1.0
val::CN(C)C(CNC(=O)c1cccc(C#N)c1)c1ccco1__gen0000::cartesian_s1_u0.350,0.0,0.6082793027162552,0.0,0.0,1.0
val::CN(C)C(CNC(=O)c1cccc(C#N)c1)c1ccco1__gen0000::cartesian_s2_u0.350,0.0,0.7137800604104996,0.0,0.0,1.0
val::CN(C)S(=O)(=O)c1ccc(C(=O)NCC2CC2(Cl)Cl)cc1__gen0000,0.0,0.5935162156820297,0.0,0.0,1.0
val::CN(C)_N=C_C=C1\CC_C(=C\c2ccc(Br)cc2)C1=O__gen0000::cartesian_s1_u0.350,0.0,0.6647660732269287,0.0,0.0,1.0
val::CN(C)_N=C_C=C1\CC_C(=C\c2ccc(Br)cc2)C1=O__gen0000::cartesian_s2_u0.350,0.0,0.6193784922361374,0.0,0.0,1.0
val::CN(C)c1ncc(S(=O)(=O)c2ccccc2)c(N)n1__gen0000::cartesian_s1_u0.350,0.0,0.7761922627687454,0.0,0.0,1.0
val::CN(C)c1ncc(S(=O)(=O)c2ccccc2)c(N)n1__gen0000::cartesian_s2_u0.350,0.0,0.7749088853597641,0.0,0.0,1.0
val::CN(CC(=O)NCCc1ccc(Cl)cc1)S(=O)(=O)c1cccs1__gen0001,0.0,0.5167504698038101,0.0,0.0,1.0
val::CN(CC(=O)Nc1ccc(N2CCOCC2)cc1)Cc1cc(=O)n2ccsc2n1__gen0000,0.0,0.5201105773448944,0.0,0.0,1.0
val::CN(Cc1ccc(Cl)cc1)C(=O)c1ccc2ccccc2n1__gen0001,0.0,0.6855683326721191,0.0,0.0,1.0
val::CN(Cc1ccc2c(c1)OCCO2)C(=O)CN1C(=O)NC2(CCCCC2)C1=O__gen0001,0.0,0.7135445475578308,0.0,0.0,1.0
val::CN(Cc1ccccc1)Cc1c[nH]c2ccccc12__gen0001,0.0,0.6115191429853439,0.0,0.0,1.0
val::CN(Cc1cnn(C)c1)C(=O)C1CCC(=O)N(Cc2ccc(Cl)cc2)C1__gen0001,0.0,0.7096555680036545,0.0,0.0,1.0
val::CN(Cc1nc(-c2ccccc2)no1)C(=O)c1ccco1__gen0001,0.0,0.40870580822229385,0.0,0.0,1.0
val::CN(c1ccc(C(=O)Nc2ccc3c(c2)OCO3)cc1)S(C)(=O)=O__gen0001,0.0,0.6945368647575378,0.0,0.0,1.0
val::CN(c1ccc(C(=O)Nc2cccnc2)cc1)S(C)(=O)=O__gen0001,0.0,0.739399716258049,0.0,0.0,1.0
val::CN1CC[NH+](CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1__gen0001,0.0,0.7144850790500641,0.0,0.0,1.0
val::CN1CCc2c(sc3nc(NN)n(-c4ccc(Cl)cc4)c(=O)c23)C1__gen0000::cartesian_s1_u0.350,0.0,0.4918135181069374,0.0,0.0,1.0
val::CN1CCc2c(sc3nc(NN)n(-c4ccc(Cl)cc4)c(=O)c23)C1__gen0000::cartesian_s2_u0.350,0.0,0.526634082198143,0.0,0.0,1.0
val::CNC(=O)_C(C#N)=C\c1cc(C)n(-c2ccc(N3CCOCC3)cc2)c1C__gen0001,0.0,0.7105892449617386,0.0,0.0,1.0
val::CNc1c(NS(=O)(=O)c2ccc(OC)c(Cl)c2)c(=O)oc2ccccc12__gen0001,0.0,0.7032547891139984,0.0,0.0,1.0
val::COC(=O)C(C)Sc1nnc(Cc2cc(=O)[nH]c(=O)[nH]2)n1-c1ccc(OC)cc1__gen0000,0.0,0.6033700853586197,0.0,0.0,1.0
val::COC(=O)C(Cc1ccc(OCCn2c(=O)sc3cc(C(=O)c4ccccc4)ccc32)cc1)C(=O)OC__gen0001,0.0,0.5640229284763336,0.0,0.0,1.0
val::COC(=O)C1(CCSC)NC(c2ccc(OC)cc2OC)C2C(=O)N(c3cccc(C(C)=O)c3)C(=O)C21__gen0000,0.0,0.6735443621873856,0.0,0.0,1.0
val::COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CC[C@]4(C(=O)Nc5ccccc54)[C@@H]3C[C@H]12__gen0001,0.0,0.6774466186761856,0.0,0.0,1.0
val::COC(=O)C1C(c2ccccc2)C(C(=O)OCc2ccco2)C1c1ccccc1__gen0001,0.0,0.43332620710134506,0.0,0.0,1.0
val::COC(=O)CN1C(=O)C(C)=C(c2ccc(C)cc2)S1(=O)=O__gen0000::cartesian_s1_u0.350,0.0,0.7532003670930862,0.0,0.0,1.0
val::COC(=O)CN1C(=O)C(C)=C(c2ccc(C)cc2)S1(=O)=O__gen0000::cartesian_s2_u0.350,0.0,0.7889164686203003,0.0,0.0,1.0
val::COC(=O)CN1C(=O)[C@H]2[C@@H](C1=O)[C@@H](c1ccc(C)o1)N1C(=O)CN(Cc3ccc(-c4ccccc4)cc3)C(=O)[C@@]21C__gen0001,0.0,0.7046814113855362,0.0,0.0,1.0
val::COC(=O)COc1cccc(NC(=O)c2cc(OC)cc(OC)c2)c1__gen0000::cartesian_s1_u0.350,0.0,0.7760496884584427,0.0,0.0,1.0
val::COC(=O)COc1cccc(NC(=O)c2cc(OC)cc(OC)c2)c1__gen0000::cartesian_s2_u0.350,0.0,0.8513243496417999,0.0,0.0,1.0
val::COC(=O)[C@@H](N)CCC[NH2+]C(=N)N[N+](=O)[O-]__gen0000,0.0,0.7555477023124695,0.0,0.0,1.0
val::COC(=O)c1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(C)C[C@@H]4C3c2ccccc2)cc1__gen0000,0.0,0.5029920637607574,0.0,0.0,1.0
val::COC(=O)c1ccc(COc2ccc(Cl)cc2)o1__gen0000,0.0,0.5373545736074448,0.0,0.0,1.0
val::COC(=O)c1ccc2c(c1)C(C)(C)C(_C=C_c1ccc(OC)c(OC)c1OC)=[N+]2C__gen0000::cartesian_s1_u0.350,0.0,0.8128670752048492,0.0,0.0,1.0
val::COC(=O)c1ccc2c(c1)C(C)(C)C(_C=C_c1ccc(OC)c(OC)c1OC)=[N+]2C__gen0000::cartesian_s2_u0.350,0.0,0.7894971817731857,0.0,0.0,1.0
val::COC(=O)c1cccc(N(CC(=O)NC2CCCC2)C(=O)CNC(=O)c2cccs2)c1__gen0000::cartesian_s1_u0.350,0.0,0.6372082233428955,0.0,0.0,1.0
val::COC(=O)c1cccc(N(CC(=O)NC2CCCC2)C(=O)CNC(=O)c2cccs2)c1__gen0000::cartesian_s2_u0.350,0.0,0.7320886999368668,0.0,0.0,1.0
val::COC(=O)c1ccccc1NC(=O)c1ccc(-c2cccc(Cl)c2)o1__gen0000,0.0,0.4961073696613312,0.0,0.0,1.0
val::COC(=O)c1nnc(-c2ccccc2)c(-c2ccccc2)n1__gen0001::cartesian_s1_u0.350,0.0,0.5101151391863823,0.0,0.0,1.0
val::COC(=O)c1nnc(-c2ccccc2)c(-c2ccccc2)n1__gen0001::cartesian_s2_u0.350,0.0,0.5745959877967834,0.0,0.0,1.0
val::COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)CSCC(=O)O__gen0001::cartesian_s1_u0.350,0.0,0.5181090161204338,0.0,0.0,1.0
val::COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)CSCC(=O)O__gen0001::cartesian_s2_u0.350,0.0,0.6223442405462265,0.0,0.0,1.0
val::COC(=O)c1sc(NC(=O)c2csc3c2CCCC3)nc1C__gen0001::cartesian_s1_u0.350,0.0,0.5299219787120819,0.0,0.0,1.0
val::COC(=O)c1sc(NC(=O)c2csc3c2CCCC3)nc1C__gen0001::cartesian_s2_u0.350,0.0,0.39316481351852417,0.0,0.0,1.0
val::COC(=O)c1sc2nc(CSc3nc4ccc(C)cc4[nH]3)[nH]c(=O)c2c1C__gen0001,0.0,0.5193664878606796,0.0,0.0,1.0
val::COC(C[C@H](O)[C@@H](C)[C@H](O)COCc1ccccc1)OC__gen0000,0.0,0.7024903893470764,0.0,0.0,1.0
val::COC(Cn1c(-c2cccc(S(=O)(=O)N(C)C)c2)n[nH]c1=S)OC__gen0001::cartesian_s1_u0.350,0.0,0.6944655776023865,0.0,0.0,1.0
val::COC(Cn1c(-c2cccc(S(=O)(=O)N(C)C)c2)n[nH]c1=S)OC__gen0001::cartesian_s2_u0.350,0.0,0.6606118381023407,0.0,0.0,1.0
val::COC1CCCN(C(=O)c2cc(COc3ccc(-n4cncn4)cc3)on2)C1__gen0000,0.0,0.46462851762771606,0.0,0.0,1.0
val::COCC(C)NC(=O)COc1nncc2ccccc12__gen0001,0.0,0.6960723102092743,0.0,0.0,1.0
val::COCCC(=O)N1CCC(Oc2ccc(C(=O)NCCc3cn[nH]c3)cc2)CC1__gen0001,0.0,0.6739462614059448,0.0,0.0,1.0
val::COCCC[NH2+]C(c1ccccc1)c1ccncc1__gen0001,0.0,0.7134310454130173,0.0,0.0,1.0
val::COCCCn1c(SCC(=O)Nc2ccc(NC(=O)c3ccco3)c(OC)c2)nc2ccccc2c1=O__gen0000::cartesian_s1_u0.350,0.0,0.579355776309967,0.0,0.0,1.0
val::COCCCn1c(SCC(=O)Nc2ccc(NC(=O)c3ccco3)c(OC)c2)nc2ccccc2c1=O__gen0000::cartesian_s2_u0.350,0.0,0.5797294080257416,0.0,0.0,1.0
val::COCCNC(=O)CN(c1cccc(OC)c1)S(=O)(=O)c1ccc(C)cc1__gen0000::cartesian_s1_u0.350,0.0,0.8033182621002197,0.0,0.0,1.0
val::COCCNC(=O)CN(c1cccc(OC)c1)S(=O)(=O)c1ccc(C)cc1__gen0000::cartesian_s2_u0.350,0.0,0.8406840264797211,0.0,0.0,1.0
val::COCCNc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1[N+](=O)[O-]__gen0000,0.0,0.7748853266239166,0.0,0.0,1.0
val::COCCn1c(C)cc(C(=O)COC(=O)CNC(=O)c2ccccc2)c1C__gen0001::cartesian_s1_u0.350,0.0,0.737403005361557,0.0,0.0,1.0
val::COCCn1c(C)cc(C(=O)COC(=O)CNC(=O)c2ccccc2)c1C__gen0001::cartesian_s2_u0.350,0.0,0.7793211042881012,0.0,0.0,1.0
val::COCCn1c(N_N=C(C)_C=C_c2ccccc2)nc2c1c(=O)[nH]c(=O)n2C__gen0001,0.0,0.7542718052864075,0.0,0.0,1.0
val::COCCn1c(SCC(=O)Nc2cccc(OC)c2)nc2c(oc3ccccc32)c1=O__gen0001,0.0,0.6135559976100922,0.0,0.0,1.0
val::COCc1cc(C)nc(OCC(=O)N_N=C_c2ccc(O)cc2O)c1C#N__gen0001,0.0,0.6746008098125458,0.0,0.0,1.0
val::COc1cc(-n2c(C)nc3cc(C(=O)NCCN4CCOCC4)ccc32)cc(OC)c1OC__gen0001,0.0,0.7143762111663818,0.0,0.0,1.0
val::COc1cc(C(CC(=O)N2CCCC2)c2c(OC)cc(OC)c3ccc(=O)oc23)cc(OC)c1OC__gen0000::cartesian_s1_u0.350,0.0,0.8356511741876602,0.0,0.0,1.0
val::COc1cc(C(CC(=O)N2CCCC2)c2c(OC)cc(OC)c3ccc(=O)oc23)cc(OC)c1OC__gen0000::cartesian_s2_u0.350,0.0,0.7462416291236877,0.0,0.0,1.0
val::COc1cc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)cc(OC)c1OC(=O)N1CCOCC1__gen0001,0.0,0.6868355721235275,0.0,0.0,1.0
val::COc1cc(CC(=O)OCn2nnc3ccccc3c2=O)cc(OC)c1OC__gen0000,0.0,0.7113534808158875,0.0,0.0,1.0
val::COc1cc(NC(=O)CSc2nc3ccccc3cc2Cc2ccccc2)cc(OC)c1__gen0000,0.0,0.644779846072197,0.0,0.0,1.0
val::COc1cc(NC(=O)CSc2nnc(-c3ccncc3)n2C2CCCCC2)ccc1NC(=O)c1ccco1__gen0001::cartesian_s1_u0.350,0.0,0.46947216242551804,0.0,0.0,1.0
val::COc1cc(NC(=O)CSc2nnc(-c3ccncc3)n2C2CCCCC2)ccc1NC(=O)c1ccco1__gen0001::cartesian_s2_u0.350,0.0,0.6001396626234055,0.0,0.0,1.0
val::COc1cc(NC(=O)c2ccc(Br)o2)ccc1NC(=O)C(C)C__gen0001::cartesian_s1_u0.350,0.0,0.7752286195755005,0.0,0.0,1.0
val::COc1cc(NC(=O)c2ccc(Br)o2)ccc1NC(=O)C(C)C__gen0001::cartesian_s2_u0.350,0.0,0.7449589371681213,0.0,0.0,1.0
val::COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O__gen0000,0.0,0.6048635840415955,0.0,0.0,1.0
val::COc1cc(S(=O)(=O)NCc2ccncc2)c(OC)cc1C__gen0001,0.0,0.7442073076963425,0.0,0.0,1.0
val::COc1cc(_C=C2\SC(=Nc3ccc(O)cc3)NC2=O)cc(OC)c1OC__gen0000,0.0,0.5766901522874832,0.0,0.0,1.0
val::COc1cc(_C=N_NC(=O)c2cc(-c3ccccc3)nc3ccccc23)ccc1O__gen0000,0.0,0.5717143565416336,0.0,0.0,1.0
val::COc1cc2c(cc1NC(=O)CSCC(=O)O)oc1ccccc12__gen0001::cartesian_s1_u0.350,0.0,0.5074834153056145,0.0,0.0,1.0
val::COc1cc2c(cc1NC(=O)CSCC(=O)O)oc1ccccc12__gen0001::cartesian_s2_u0.350,0.0,0.4920149892568588,0.0,0.0,1.0
val::COc1ccc(-c2c[n+](CC(=O)c3cccs3)c3n2CCC3)cc1__gen0001,0.0,0.5024799928069115,0.0,0.0,1.0
val::COc1ccc(-c2cc(C(F)(F)F)c3c(=O)n(-c4ccccc4)[nH]c3n2)cc1__gen0001,0.0,0.5957446098327637,0.0,0.0,1.0
val::COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)NCc4ccco4)c(Cl)c3n2)cc1__gen0001::cartesian_s1_u0.350,0.0,0.5241016745567322,0.0,0.0,1.0
val::COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)NCc4ccco4)c(Cl)c3n2)cc1__gen0001::cartesian_s2_u0.350,0.0,0.5617093443870544,0.0,0.0,1.0
val::COc1ccc(-c2cc(COc3ccccc3)on2)cc1__gen0000,0.0,0.49133409559726715,0.0,0.0,1.0
val::COc1ccc(-c2cc3ccc(OCC(C)=O)cc3oc2=O)cc1__gen0001,0.0,0.7376857250928879,0.0,0.0,1.0
val::COc1ccc(-c2csc(NC(=S)NC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)n2)cc1OC__gen0001::cartesian_s1_u0.350,0.0,0.5225041508674622,0.0,0.0,1.0
val::COc1ccc(-c2csc(NC(=S)NC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)n2)cc1OC__gen0001::cartesian_s2_u0.350,0.0,0.5271064341068268,0.0,0.0,1.0
val::COc1ccc(-c2n[nH]c(C)c2-c2cnn(-c3ccccc3)c2)c(O)c1__gen0001,0.0,0.5230421423912048,0.0,0.0,1.0
val::COc1ccc(-c2nc(C(N)=O)c3[nH]c(=O)n(-c4cccc(C)c4)c3n2)c(OC)c1__gen0000::cartesian_s1_u0.350,0.0,0.7142645865678787,0.0,0.0,1.0
val::COc1ccc(-c2nc(C(N)=O)c3[nH]c(=O)n(-c4cccc(C)c4)c3n2)c(OC)c1__gen0000::cartesian_s2_u0.350,0.0,0.7297760844230652,0.0,0.0,1.0
val::COc1ccc(-c2nnc(N(C)C(=O)c3ccco3)s2)cc1OC__gen0001::cartesian_s1_u0.350,0.0,0.44321126490831375,0.0,0.0,1.0
val::COc1ccc(-c2nnc(N(C)C(=O)c3ccco3)s2)cc1OC__gen0001::cartesian_s2_u0.350,0.0,0.4521259143948555,0.0,0.0,1.0
val::COc1ccc(-c2noc(CCC(=O)NCCN(C)Cc3ccccc3)n2)cc1__gen0001::cartesian_s1_u0.350,0.0,0.6108539551496506,0.0,0.0,1.0
val::COc1ccc(-c2noc(CCC(=O)NCCN(C)Cc3ccccc3)n2)cc1__gen0001::cartesian_s2_u0.350,0.0,0.7150771617889404,0.0,0.0,1.0
val::COc1ccc(-n2c(C)cc(C(=O)CSc3nn4c(=O)c(C(C)(C)C)nnc4s3)c2C)cc1__gen0000,0.0,0.641347348690033,0.0,0.0,1.0
val::COc1ccc(-n2c(SCC(=O)Nc3ccc(Br)cc3)nc(O)cc2=O)cc1__gen0001,0.0,0.5262918919324875,0.0,0.0,1.0
val::COc1ccc(-n2cnc3scc(-c4ccccc4)c3c2=O)cc1__gen0000,0.0,0.4091420844197273,0.0,0.0,1.0
val::COc1ccc(C(=O)CC[NH+]2CCN(c3ccccc3F)CC2)cc1__gen0001,0.0,0.78749580681324,0.0,0.0,1.0
val::COc1ccc(C(=O)COC(=O)c2nn(C)c(=O)c3ccccc23)c(OC)c1__gen0001::cartesian_s1_u0.350,0.0,0.7851162701845169,0.0,0.0,1.0
val::COc1ccc(C(=O)COC(=O)c2nn(C)c(=O)c3ccccc23)c(OC)c1__gen0001::cartesian_s2_u0.350,0.0,0.7746549546718597,0.0,0.0,1.0
val::COc1ccc(C(=O)NC2CC2)cc1OC1CCN(Cc2cc(C)cc(C)c2)CC1__gen0001,0.0,0.5910424590110779,0.0,0.0,1.0
val::COc1ccc(C(=O)NCc2ccc(C)cc2)cc1S(=O)(=O)N1CCCc2ccccc21__gen0001,0.0,0.774211198091507,0.0,0.0,1.0
val::COc1ccc(C(=O)c2nc3ccccc3n2C(C)C)cc1__gen0001,0.0,0.7717906385660172,0.0,0.0,1.0
val::COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4c(C)n(C)n(-c5ccccc5)c4=O)c(Cl)c3N2)cc1__gen0001::cartesian_s1_u0.350,0.0,0.7101542055606842,0.0,0.0,1.0
val::COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4c(C)n(C)n(-c5ccccc5)c4=O)c(Cl)c3N2)cc1__gen0001::cartesian_s2_u0.350,0.0,0.7186546176671982,0.0,0.0,1.0
val::COc1ccc(C2NC(=S)NC(C)=C2C(=O)c2ccccc2)cc1OC__gen0001,0.0,0.770635187625885,0.0,0.0,1.0
val::COc1ccc(CC(=O)Nc2ccc(-c3nnc(-c4ccccc4)o3)cc2)cc1OC__gen0000::cartesian_s1_u0.350,0.0,0.540778324007988,0.0,0.0,1.0
val::COc1ccc(CC(=O)Nc2ccc(-c3nnc(-c4ccccc4)o3)cc2)cc1OC__gen0000::cartesian_s2_u0.350,0.0,0.5490519255399704,0.0,0.0,1.0
