flex_bin,records,median_ba_delta,improved_fraction,median_torsion_surprise,remaining_vs_reference_median
high_ge_5,48,-0.9248987149738527,0.9791666666666666,1.4415973971389349,3.2828011483310453
low_0_2,48,-0.472234853490925,0.8541666666666666,1.5092863700820645,1.044744718319956
medium_3_4,48,-0.6318650489471678,0.9166666666666666,1.3462105356751797,0.6632619447232344
