group,method,molecules,records,rotatable_bond_count,aligned_RMSD,delta_aligned_RMSD,bond_outlier_rate,bond_outlier_magnitude,angle_outlier_rate,angle_outlier_magnitude,ring_bond_outlier_rate,ring_planarity_outlier_rate,clash_penetration,severe_clash_rate,stereocenter_degenerate_rate,torsion_prior_outlier_score,total_thresholded_validity_score,chirality_error,mean_displacement,molecule_rms_displacement,max_displacement,coordinate_unchanged,mean_torsion_change,high_flex_torsion_change,accepted,selected_step,uncertainty,rigid_gate_mean,global_safety_gate_mean,velocity_norm_mean,torsion_gate_max,torsion_contribution_max,delta_bond_outlier_rate,delta_bond_outlier_magnitude,delta_angle_outlier_rate,delta_angle_outlier_magnitude,delta_ring_bond_outlier_rate,delta_ring_planarity_outlier_rate,delta_clash_penetration,delta_severe_clash_rate,delta_chirality_error,delta_stereocenter_degenerate_rate,delta_torsion_prior_outlier_score,delta_total_thresholded_validity_score,COV_P,COV_R,MAT_P,MAT_R,diversity,accepted_fraction,rejected_fraction,unchanged_fraction,validity_improved_fraction,validity_worsened_fraction,RMSD_improved_fraction,RMSD_worsened_fraction,p95_displacement
Cartesian_mild,upstream,22,22,6.318181818181818,1.4823371348055927,0.0,0.5249537121165883,3.119542430747639,0.0599630775607445,0.20011910101906819,0.3531979478218339,0.01515151515151515,0.0,0.0,0.0,3.265977452433258,1.7831816355923584,0.0,7.772508222491193e-07,8.557718742126368e-07,2.410858769508195e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.4090909090909091,1.4823371348055927,1.4823371348055927,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2463042821764246e-06
Cartesian_medium,minimal_validity_target,7,7,12.285714285714286,2.376211370740618,0.0026206799915858676,0.5109975380556924,2.44191004548754,0.12527230381965637,0.20604734122753143,0.4231131204536983,0.0,0.0,0.0,0.0,3.121852272981475,1.721372309007815,0.0,0.013357242616442428,0.014173693644433374,0.06817781180143356,0.14285714285714285,0.011350324527094406,0.030912767014732317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1700599661895207,-2.4097545317241122,-0.0019836127758026123,-0.029565870761871338,-0.11663215926715306,0.0,0.0,0.0,0.0,0.0,0.008125596263834847,-0.8985058388539723,0.0,0.0,2.376211370740618,2.376211370740618,0.0,1.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.8571428571428571,0.035078947432339184
Cartesian_medium,old_ecir_4step,7,7,12.285714285714286,2.3967799629483904,0.02318927219935826,0.3288140318223408,1.7432569989136286,0.014829931780695915,0.054714376372950416,0.128929041326046,0.0,0.0,0.0,0.0,3.131247922147303,0.9220658487507275,0.0,0.060318956949881146,0.06478503399661609,0.14191514253616333,0.0,0.03324465214141777,0.07826260157993861,1.0,4.0,0.038897838975702016,0.10697373641388756,0.0,0.0,0.0,0.0,-0.3522434724228723,-3.108407578298024,-0.11242598481476307,-0.18089883561645234,-0.41081623839480536,0.0,0.0,0.0,0.0,0.0,0.017521245429662966,-1.6978122991110598,0.0,0.0,2.3967799629483904,2.3967799629483904,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0911549463868141
Cartesian_medium,old_restrained_mmff_target,7,7,12.285714285714286,2.4067696503230502,0.03317895957401821,0.2233081486608301,0.9485375498022351,0.018612624678228582,0.028514345309564045,0.11870255214827401,0.03571428571428571,0.0,0.0,0.0,3.1954312469588326,0.6406005849795682,0.0,0.12224473591361727,0.13270828872919083,0.43368303775787354,0.0,0.059210618159600666,0.17457545708332742,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.457749355584383,-3.9031270274094174,-0.1086432919172304,-0.20709886667983873,-0.4210427275725773,0.03571428571428571,0.0,0.0,0.0,0.0,0.0817045702411917,-1.979277562882219,0.0,0.0,2.4067696503230502,2.4067696503230502,0.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.8571428571428571,0.2053278803825378
Cartesian_medium,run_a_accepted,7,7,12.285714285714286,2.3767724207469394,0.003181729997907366,0.5829251153128487,3.2633544887815202,0.12390292223010745,0.22138934156724385,0.5318087679999215,0.0,0.0,0.0,0.0,3.11372667671764,2.109822763130069,0.0,0.007467654001499925,0.0090420502903206,0.014331852085888386,0.0,0.0017870396009779402,0.00614437460899353,1.0,4.0,0.3369537038462503,0.1205156823354108,0.669349974819592,0.007466075642566595,0.0,0.0,-0.09813238893236433,-1.5883100884301322,-0.003352994365351541,-0.014223870422158922,-0.007936511720929827,0.0,0.0,0.0,0.0,0.0,0.0,-0.5100553847317185,0.0,0.0,2.3767724207469394,2.3767724207469394,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.009657448530197144
Cartesian_medium,run_a_raw,7,7,12.285714285714286,2.3767724207469394,0.003181729997907366,0.5829251153128487,3.2633544887815202,0.12390292223010745,0.22138934156724385,0.5318087679999215,0.0,0.0,0.0,0.0,3.11372667671764,2.109822763130069,0.0,0.007467654001499925,0.0090420502903206,0.014331852085888386,0.0,0.0017870396009779402,0.00614437460899353,1.0,4.0,0.3369537038462503,0.1205156823354108,0.669349974819592,0.007466075642566595,0.0,0.0,-0.09813238893236433,-1.5883100884301322,-0.003352994365351541,-0.014223870422158922,-0.007936511720929827,0.0,0.0,0.0,0.0,0.0,0.0,-0.5100553847317185,0.0,0.0,2.3767724207469394,2.3767724207469394,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.009657448530197144
Cartesian_medium,stage_b_rescued,7,7,12.285714285714286,2.3859082801001414,0.012317589351109095,0.3488763464348657,1.2465498958315169,0.032642806481037824,0.06870352157524653,0.3134136434112276,0.0,0.0,0.0,0.0,3.1148327793734976,1.023746150678822,0.0,0.03164437226951122,0.033848022775990624,0.048305243253707886,0.0,0.018204341775604656,0.04176865305219378,1.0,2.0,0.03461816481181553,0.10660598959241595,0.0,0.0,0.0,0.0,-0.3321811578103474,-3.605114681380136,-0.09461311011442117,-0.16690969041415624,-0.22633163630962372,0.0,0.0,0.0,0.0,0.0,0.0011061026558570727,-1.5961319971829653,0.0,0.0,2.3859082801001414,2.3859082801001414,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03632327020168304
Cartesian_medium,upstream,7,7,12.285714285714286,2.3735906907490323,0.0,0.681057504245213,4.851664577211652,0.12725591659545898,0.23561321198940277,0.5397452797208514,0.0,0.0,0.0,0.0,3.11372667671764,2.619878147861787,0.0,6.631036829471018e-07,7.298730793081631e-07,1.945158146554604e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3735906907490323,2.3735906907490323,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.87844532573945e-07
Cartesian_severe,upstream,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartesian_severe,old_ecir_4step,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartesian_severe,stage_b_rescued,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartesian_severe,minimal_validity_target,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartesian_severe,run_a_raw,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartesian_severe,run_a_accepted,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartesian_severe,old_restrained_mmff_target,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unseen_update_scale_0.35,minimal_validity_target,30,60,7.0,1.5441120294854045,0.002307296978930632,0.22737660923351843,0.9689801776820484,0.05112617711226145,0.10314905686148752,0.1649142907311519,0.005555555555555555,0.0,0.0,0.0,3.1931309855816723,0.7170049412683712,0.0,0.010555735220140623,0.012873383326584076,0.05839197710156441,0.06666666666666667,0.00958324244323497,0.010752828898451602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2225882217908899,-1.5336884422188934,-0.0006756851604829232,-0.07554116901786377,-0.1097803749764959,-0.005555555555555555,0.0,0.0,0.0,0.0,-0.012156183216005348,-0.7409072402926136,0.4,0.4,1.54411203439037,1.5397100068628788,0.02865620460361242,1.0,0.0,0.06666666666666667,0.9666666666666667,0.0,0.03333333333333333,0.9333333333333333,0.024224116234108802
unseen_update_scale_0.35,old_ecir_4step,30,60,7.0,1.5545076839004954,0.01270295139402151,0.2509187483539184,1.0341353308409453,0.016851444899414977,0.12474161074205767,0.1043589520578583,0.01111111111111111,0.0,0.0,0.0,3.1770953704225877,0.6729594918180535,0.0,0.033943390295219915,0.037118090456351636,0.13316302746534348,0.0,0.01255685670961005,0.02279118572672208,1.0,4.0,0.04297995027154684,0.08552130001286666,0.0,0.0,0.0,0.0,-0.19904608267048995,-1.4685332890599967,-0.0349504173733294,-0.053948615137293626,-0.1703357136497895,0.0,0.0,0.0,0.0,0.0,-0.02819179837508913,-0.7849526897429314,0.4,0.4,1.5545076924065748,1.5514459380259116,0.019202149969836078,1.0,0.0,0.0,0.9666666666666667,0.03333333333333333,0.06666666666666667,0.9333333333333333,0.06189016383141279
