split,flow_loss_first,flow_loss_last,flow_loss_min,validity_mode_loss_first,validity_mode_loss_last,validity_mode_loss_min,identity_loss_first,identity_loss_last,identity_loss_min,anchor_loss_first,anchor_loss_last,anchor_loss_min,sparse_loss_first,sparse_loss_last,sparse_loss_min,torsion_anchor_loss_first,torsion_anchor_loss_last,torsion_anchor_loss_min,error_loss_first,error_loss_last,error_loss_min,uncertainty_loss_first,uncertainty_loss_last,uncertainty_loss_min,trust_loss_first,trust_loss_last,trust_loss_min,total_loss_first,total_loss_last,total_loss_min
train,0.0082715228199958,0.0153122489304678,0.0082637034524304,0.0005334191955626,0.0573108824290829,0.0005334191955626,0.0,8.989123262165278e-08,0.0,0.0,0.0001252395992037,0.0,0.0,5.6100264909269e-05,0.0,0.0,2.801478459446116e-05,0.0,0.7121528387069702,0.4070601284503937,0.317937425673008,0.3744269907474518,0.0106655754232269,0.0059087700472446,0.0,7.512815251629945e-05,0.0,0.2051644325256347,0.1319667733460664,0.103590492233634
val,0.0142484787390731,0.0142273042369924,0.0142273042369924,0.0756454150520949,0.0707705276239721,0.0702305967163192,2.0275447781159529e-07,9.627347749008308e-09,9.336226375888934e-09,0.0001273764605264,0.0001291631389452,7.184970431197258e-05,6.494749162612834e-05,6.0441669080955055e-05,2.9678347234625147e-05,2.3878186528207835e-05,3.379723986579819e-05,8.546794788513168e-06,0.4253839725255966,0.3454683837294579,0.3454683837294579,0.0132860046898713,0.0098221094987093,0.0095113358326216,0.0001678226386547,0.0001972303008682,3.437622806173601e-05,0.1402086298167705,0.1188202057778835,0.1188202057778835
