seed,attempted,finite_matched,median,mean,trimmed_mean_5pct,fraction_delta_e_lt_0,p10,p25,p75,p90,p95,p99,molecule_median_bootstrap_ci95_low,molecule_median_bootstrap_ci95_high
307,10000,10000,0.28224876643059293,-1.0379983727676378,0.29605523599294387,0.018,0.13868966019626044,0.20348741477110605,0.3818031639337767,0.4980385419872394,0.5817818991397422,0.8983121282954737,0.2791247136522306,0.28824517009369716
331,10000,10000,0.3015569954307664,-0.7130374714207132,0.31360236387513873,0.0169,0.1562235697060734,0.2215920907979851,0.39974619493357,0.5096411516232806,0.5972036166129634,0.8939189742853576,0.29667283882114154,0.3066547357580079
353,10000,10000,0.2614315591215157,-0.6785513696120982,0.2784739009316411,0.0161,0.12316907241666028,0.1828224632188516,0.362102340999634,0.4917894795502176,0.5949209507302468,0.9729181021971923,0.2580123080049749,0.268103951601972
