record_id,molecule_id,seed,tau,source_rmsd_raw,max_atom_displacement,finite,w_B,w_A,reference_rmsd_angstrom,source_rmsd_angstrom,proposal_v3d,raw_v3d,proposal_pb,sanitization,all_atoms_connected,raw_pb,proposal_xtb_hartree,raw_xtb_hartree,delta_e_kcal_mol,matched_success,num_atoms,seed_concentration,topology_validity,raw_displacement_rms,kabsch_source_rmsd
ditmc-test-small:s00001:r001135:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,331,0.06412952393293381,0.06412952393293384,0.13966735437858932,True,0.4712643027305603,0.5287356376647949,3.227868310306905,0.06412952393293384,False,False,False,True,False,False,,,,False,41,False,False,0.06412952393293384,0.06412952393293384
ditmc-test-small:s00001:r000692:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,331,0.06281709671020508,0.06281709671020509,0.1304221730169764,True,0.4712643027305603,0.5287356376647949,2.622599978279513,0.06281709671020509,False,False,False,True,False,False,-32.829227135279,-32.551415825536,-174.32922884808153,True,41,False,False,0.06281709671020509,0.06281709671020509
ditmc-test-small:s00001:r000692:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,331,0.06249600648880005,0.062496006488800035,0.14397388566372654,True,0.4712643027305603,0.5287356376647949,2.8935762462646935,0.062496006488800035,False,False,False,True,False,False,,,,False,41,False,False,0.062496006488800035,0.062496006488800035
ditmc-test-small:s00000:r000007:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,331,0.0623335987329483,0.062333598732948324,0.11161056349219786,True,0.4712643027305603,0.5287356376647949,2.8745106107235814,0.062333598732948324,False,False,False,True,False,False,,,,False,41,False,False,0.062333598732948324,0.062333598732948324
ditmc-test-small:s00001:r000738:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,331,0.0622565895318985,0.06225658953189851,0.1188456761966481,True,0.4712643027305603,0.5287356376647949,2.757221552431977,0.06225658953189851,False,False,False,True,False,False,,,,False,41,False,False,0.06225658953189851,0.06225658953189851
ditmc-test-small:s00001:r000160:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,331,0.06219026818871498,0.06219026818871498,0.12514687956119433,True,0.4712643027305603,0.5287356376647949,2.767534061779501,0.06219026818871498,False,False,False,True,False,False,,,,False,41,False,False,0.06219026818871498,0.06219026818871498
ditmc-test-small:s00000:r000439:repeat0,ditmc-mol:f6e3ede6ad77b83f3733c9b6,331,0.061827681958675385,0.06182768195867537,0.11798388674542538,True,0.4712643325328827,0.5287356376647949,2.687777322008497,0.06182768195867537,False,False,False,True,False,False,,,,False,41,False,False,0.06182768195867537,0.06182768195867537
ditmc-test-small:s00001:r001135:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,331,0.06143046170473099,0.061430461704730974,0.14099304420759595,True,0.4712643325328827,0.5287356376647949,3.27043403388487,0.061430461704730974,False,False,False,True,False,False,,,,False,41,False,False,0.061430461704730974,0.061430461704730974
ditmc-test-small:s00000:r001335:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,331,0.06130247563123703,0.06130247563123703,0.11295605267923953,True,0.4712643027305603,0.5287356376647949,2.6299324635787436,0.06130247563123703,False,False,False,True,False,False,,,,False,41,False,False,0.06130247563123703,0.06130247563123703
ditmc-test-small:s00000:r003260:repeat1,ditmc-mol:f6e3ede6ad77b83f3733c9b6,331,0.06105034053325653,0.061050340533256524,0.1222133122123881,True,0.4712643027305603,0.5287356376647949,2.9089265532883886,0.061050340533256524,False,False,False,True,False,False,-42.836669842311,-35.873591683157,-4369.397513071611,True,41,False,False,0.061050340533256524,0.061050340533256524
